PrDM	T090C	T190C	C0S/m	C1S/m	Par	Sbeox0Mm/Kg	Sal11	C2-C1S/m	T2-T190C	CStarTr0	Latitude	Longitude	FlECO-AFL	ModError	T2-T190C	Sal00	Sal11	SecS-priS	C2-C1S/m	DepSM	Sal00	Sal11	Sigma-t00	Sigma-t00	T2-T190C	C2-C1S/m	SecS-priS	Flag
16.163	-1.821	-1.8293	2.652991	2.653994	7.22E+01	303.126	33.681	0.001021	-0.0082	93.0795	-68.82424	-77.05123	1.4037	0	-0.0082	33.654	33.6773	0.0236	0.001003	16	33.6539	33.6773	27.087	27.087	-0.0082	0.001003	0.0236	0.00E+00
17.173	-1.834	-1.8332	2.656037	2.655612	6.36E+01	301.648	33.7064	-0.000435	0.0008	94.6992	-68.82424	-77.05124	0.9489	0	0.0008	33.7106	33.7038	-0.007	-0.000425	17	33.7106	33.7038	27.1334	27.1334	0.0008	-0.000425	-0.007	0.00E+00
18.184	-1.8334	-1.8331	2.656486	2.656157	5.85E+01	301.3	33.7126	-0.000335	0.0003	95.1034	-68.82424	-77.05126	0.7023	0	0.0003	33.7155	33.7105	-0.0051	-0.00033	18	33.7155	33.7105	27.1374	27.1374	0.0003	-0.00033	-0.0051	0.00E+00
19.194	-1.8349	-1.8345	2.656907	2.656585	5.43E+01	301.145	33.7192	-0.000328	0.0004	95.0305	-68.82424	-77.05128	0.5574	0	0.0004	33.7225	33.7175	-0.0051	-0.000322	19	33.7225	33.7175	27.1431	27.1431	0.0004	-0.000322	-0.0051	0.00E+00
20.204	-1.835	-1.8346	2.657339	2.657026	4.99E+01	300.704	33.7245	-0.000316	0.0004	95.1541	-68.82424	-77.05129	0.4467	0	0.0004	33.7279	33.7231	-0.0049	-0.000313	20	33.7279	33.7231	27.1475	27.1475	0.0004	-0.000313	-0.0049	0.00E+00
21.214	-1.8352	-1.8348	2.657755	2.657457	4.55E+01	300.297	33.7298	-0.000301	0.0004	95.2763	-68.82424	-77.05132	0.4264	0	0.0004	33.7334	33.7288	-0.0047	-0.000298	21	33.7334	33.7288	27.152	27.152	0.0004	-0.000299	-0.0047	0.00E+00
22.225	-1.8361	-1.8358	2.658202	2.657904	4.20E+01	299.984	33.7363	-0.000301	0.0003	95.311	-68.82426	-77.05133	0.2679	0	0.0003	33.7401	33.7355	-0.0046	-0.000298	22	33.7401	33.7355	27.1574	27.1574	0.0003	-0.000299	-0.0046	0.00E+00
23.235	-1.8365	-1.836	2.658848	2.658555	3.92E+01	299.441	33.7449	-0.000295	0.0005	95.4146	-68.82426	-77.05135	0.3271	0	0.0005	33.7488	33.7442	-0.0047	-0.000293	23	33.7488	33.7442	27.1646	27.1646	0.0005	-0.000293	-0.0047	0.00E+00
24.245	-1.8356	-1.8353	2.659558	2.659286	3.67E+01	298.805	33.7535	-0.000273	0.0002	95.6026	-68.82426	-77.05137	0.2482	0	0.0002	33.7571	33.753	-0.0041	-0.000272	24	33.7571	33.753	27.1713	27.1713	0.0002	-0.000272	-0.0041	0.00E+00
25.255	-1.8357	-1.8354	2.660028	2.659726	3.39E+01	298.048	33.7589	-0.000303	0.0003	95.7041	-68.82426	-77.0514	0.2425	0	0.0003	33.7631	33.7586	-0.0045	-0.000302	25	33.7631	33.7586	27.1762	27.1762	0.0003	-0.000302	-0.0045	0.00E+00
26.266	-1.8333	-1.8327	2.660897	2.660614	3.12E+01	297.379	33.7674	-0.000284	0.0006	95.7157	-68.82426	-77.05143	0.2332	0	0.0006	33.7719	33.7673	-0.0047	-0.000283	26	33.7719	33.7673	27.1833	27.1833	0.0006	-0.000283	-0.0047	0.00E+00
27.276	-1.8286	-1.8282	2.661923	2.661614	2.90E+01	297.116	33.7755	-0.00031	0.0004	95.7911	-68.82426	-77.05145	0.2204	0	0.0004	33.7802	33.7755	-0.0048	-0.000309	27	33.7802	33.7755	27.1899	27.1899	0.0004	-0.000309	-0.0048	0.00E+00
28.286	-1.8263	-1.8258	2.662511	2.662219	2.72E+01	296.992	33.7804	-0.000293	0.0005	95.9012	-68.82426	-77.05146	0.1906	0	0.0005	33.7851	33.7805	-0.0046	-0.000293	28	33.7851	33.7805	27.1938	27.1938	0.0005	-0.000293	-0.0046	0.00E+00
29.297	-1.8247	-1.8244	2.662936	2.662623	2.55E+01	296.714	33.7838	-0.000313	0.0003	95.9687	-68.82426	-77.05147	0.139	0	0.0003	33.7886	33.7839	-0.0047	-0.000313	29	33.7886	33.7839	27.1967	27.1967	0.0003	-0.000313	-0.0047	0.00E+00
30.307	-1.8251	-1.8248	2.663033	2.662725	2.38E+01	296.499	33.785	-0.000308	0.0003	95.9367	-68.82426	-77.05149	0.172	0	0.0003	33.7898	33.7851	-0.0047	-0.000308	30	33.7898	33.7851	27.1976	27.1976	0.0003	-0.000308	-0.0047	0.00E+00
31.317	-1.8256	-1.8254	2.663091	2.662787	2.21E+01	296.414	33.786	-0.000304	0.0002	95.9918	-68.82426	-77.05151	0.1473	0	0.0002	33.7905	33.786	-0.0045	-0.000304	31	33.7905	33.786	27.1982	27.1982	0.0002	-0.000304	-0.0045	0.00E+00
32.328	-1.8258	-1.8253	2.663191	2.662888	2.09E+01	296.392	33.7867	-0.000304	0.0004	96.0563	-68.82426	-77.05154	0.1395	0	0.0004	33.7915	33.7867	-0.0047	-0.000303	32	33.7915	33.7867	27.199	27.199	0.0004	-0.000303	-0.0047	0.00E+00
33.338	-1.8246	-1.8243	2.663488	2.663177	1.98E+01	296.428	33.7889	-0.000311	0.0004	95.94	-68.82426	-77.05154	0.1179	0	0.0004	33.7937	33.7889	-0.0048	-0.000311	33	33.7937	33.7889	27.2007	27.2007	0.0004	-0.00031	-0.0048	0.00E+00
34.348	-1.8221	-1.8215	2.663919	2.663644	1.85E+01	296.23	33.7915	-0.000275	0.0006	96.0697	-68.82426	-77.05156	0.1046	0	0.0006	33.7961	33.7916	-0.0045	-0.000275	34	33.7961	33.7916	27.2027	27.2027	0.0006	-0.000275	-0.0045	0.00E+00
35.359	-1.8175	-1.8169	2.66474	2.664474	1.71E+01	295.941	33.797	-0.000268	0.0006	96.0273	-68.82426	-77.05158	0.1328	0	0.0006	33.8017	33.7973	-0.0044	-0.000267	35	33.8017	33.7973	27.2071	27.2071	0.0006	-0.000267	-0.0044	0.00E+00
36.369	-1.8144	-1.814	2.665274	2.664989	1.60E+01	295.981	33.8003	-0.000285	0.0004	96.1025	-68.82426	-77.05159	0.1195	0	0.0004	33.805	33.8005	-0.0045	-0.000285	36	33.805	33.8005	27.2097	27.2097	0.0004	-0.000285	-0.0045	0.00E+00
37.379	-1.8108	-1.8103	2.665903	2.66564	1.52E+01	295.956	33.8045	-0.000263	0.0005	96.1152	-68.82426	-77.05161	0.1212	0	0.0005	33.809	33.8048	-0.0042	-0.000262	37	33.809	33.8048	27.2129	27.2129	0.0005	-0.000262	-0.0042	0.00E+00
38.39	-1.8076	-1.8072	2.66651	2.666216	1.43E+01	295.839	33.8083	-0.000295	0.0004	96.1005	-68.82426	-77.05164	0.148	0	0.0004	33.8131	33.8086	-0.0045	-0.000294	38	33.8131	33.8086	27.2161	27.2161	0.0004	-0.000294	-0.0045	0.00E+00
39.4	-1.8076	-1.8072	2.666595	2.666303	1.32E+01	295.758	33.8089	-0.00029	0.0004	96.0656	-68.82426	-77.05166	0.1515	0	0.0004	33.8137	33.8092	-0.0045	-0.000291	39	33.8137	33.8092	27.2166	27.2166	0.0004	-0.000291	-0.0045	0.00E+00
40.41	-1.8061	-1.8057	2.666949	2.666667	1.25E+01	295.665	33.8117	-0.000282	0.0004	96.1088	-68.82426	-77.05166	0.1175	0	0.0004	33.8163	33.812	-0.0044	-0.000282	40	33.8163	33.812	27.2187	27.2187	0.0004	-0.000282	-0.0044	0.00E+00
41.421	-1.8046	-1.8042	2.667438	2.66715	1.20E+01	295.391	33.816	-0.000288	0.0004	96.1321	-68.82426	-77.05168	0.1051	0	0.0004	33.8208	33.8163	-0.0045	-0.000287	41	33.8208	33.8163	27.2223	27.2223	0.0004	-0.000287	-0.0045	0.00E+00
42.431	-1.8013	-1.8005	2.668007	2.667747	1.15E+01	295.299	33.8195	-0.000261	0.0007	96.1335	-68.82426	-77.0517	0.1232	0	0.0007	33.8243	33.8198	-0.0045	-0.000261	42	33.8243	33.8198	27.225	27.225	0.0007	-0.000261	-0.0045	0.00E+00
43.441	-1.7966	-1.7957	2.6687	2.668499	1.07E+01	294.808	33.8237	-0.000202	0.0009	96.1171	-68.82426	-77.05173	0.1385	0	0.0009	33.828	33.8241	-0.0039	-0.000201	43	33.828	33.8241	27.228	27.228	0.0009	-0.000201	-0.0039	0.00E+00
44.452	-1.7901	-1.7897	2.669649	2.669399	9.81E+00	294.508	33.8287	-0.000251	0.0005	96.1693	-68.82426	-77.05176	0.0989	0	0.0005	33.8332	33.8291	-0.004	-0.00025	44	33.8332	33.8291	27.232	27.232	0.0005	-0.00025	-0.004	0.00E+00
45.462	-1.7893	-1.7889	2.670035	2.669753	9.24E+00	294.334	33.8322	-0.00028	0.0004	96.1728	-68.82426	-77.05177	0.0794	0	0.0004	33.8369	33.8326	-0.0044	-0.000282	45	33.8369	33.8325	27.235	27.235	0.0004	-0.000282	-0.0044	0.00E+00
46.472	-1.7873	-1.7867	2.670368	2.670105	8.77E+00	294.332	33.8339	-0.000264	0.0006	96.1756	-68.82426	-77.05178	0.0808	0	0.0006	33.8387	33.8343	-0.0044	-0.000264	46	33.8387	33.8343	27.2364	27.2364	0.0006	-0.000263	-0.0044	0.00E+00
47.483	-1.7883	-1.7883	2.670388	2.670079	8.31E+00	294.305	33.8349	-0.000308	0	96.1682	-68.82426	-77.0518	0.1015	0	0	33.8395	33.8351	-0.0043	-0.000309	47	33.8395	33.8351	27.2371	27.2371	0	-0.000309	-0.0043	0.00E+00
48.493	-1.7932	-1.7931	2.670138	2.669865	7.83E+00	294.079	33.837	-0.000273	0.0001	96.1936	-68.82426	-77.05182	0.1113	0	0.0001	33.8409	33.837	-0.0039	-0.000273	48	33.8409	33.837	27.2384	27.2384	0.0001	-0.000273	-0.0039	0.00E+00
49.504	-1.7886	-1.7884	2.670757	2.670468	7.42E+00	293.412	33.8392	-0.000288	0.0002	96.1898	-68.82426	-77.05184	0.0924	0	0.0002	33.8437	33.8394	-0.0043	-0.000289	49	33.8437	33.8394	27.2405	27.2405	0.0002	-0.000289	-0.0043	0.00E+00
50.514	-1.7681	-1.7676	2.672915	2.672656	7.02E+00	292.122	33.8446	-0.000261	0.0006	96.1504	-68.82426	-77.05184	0.0888	0	0.0006	33.8497	33.8454	-0.0043	-0.00026	50	33.8497	33.8454	27.2449	27.2449	0.0006	-0.00026	-0.0043	0.00E+00
51.524	-1.7417	-1.7411	2.675621	2.67537	6.63E+00	291.539	33.8509	-0.000252	0.0006	96.1887	-68.82426	-77.05186	0.0902	0	0.0006	33.8566	33.8524	-0.0042	-0.000251	51	33.8566	33.8524	27.2498	27.2498	0.0006	-0.000251	-0.0042	0.00E+00
52.535	-1.7342	-1.7333	2.676481	2.676224	6.31E+00	291.039	33.8534	-0.000257	0.0009	96.1978	-68.82426	-77.05187	0.1176	0	0.0009	33.8594	33.8548	-0.0046	-0.000256	52	33.8594	33.8548	27.2519	27.2519	0.0009	-0.000256	-0.0046	0.00E+00
53.545	-1.7281	-1.7277	2.677198	2.676929	6.00E+00	290.835	33.8562	-0.000269	0.0004	96.2456	-68.82426	-77.0519	0.0981	0	0.0005	33.8618	33.8575	-0.0043	-0.000269	53	33.8618	33.8575	27.2537	27.2537	0.0005	-0.000269	-0.0043	0.00E+00
54.556	-1.7224	-1.721	2.677952	2.677746	5.63E+00	290.375	33.8594	-0.000209	0.0014	96.2395	-68.82426	-77.05191	0.0602	0	0.0014	33.8651	33.8606	-0.0045	-0.000206	54	33.8651	33.8606	27.2562	27.2562	0.0014	-0.000206	-0.0045	0.00E+00
55.566	-1.7111	-1.7111	2.67915	2.678873	5.22E+00	290.107	33.8632	-0.000274	0	96.2847	-68.82426	-77.05193	0.0774	0	0	33.8681	33.8643	-0.0038	-0.000276	55	33.8681	33.8643	27.2584	27.2584	0	-0.000276	-0.0038	0.00E+00
56.577	-1.725	-1.7264	2.678501	2.678108	4.89E+00	290.273	33.8702	-0.000389	-0.0014	96.2748	-68.82426	-77.05196	0.052	0	-0.0014	33.8744	33.8705	-0.0038	-0.000393	56	33.8744	33.8705	27.2638	27.2638	-0.0014	-0.000393	-0.0038	0.00E+00
57.587	-1.7124	-1.7116	2.679745	2.679503	4.70E+00	289.469	33.8717	-0.000245	0.0007	96.3143	-68.82426	-77.05196	0.1673	0	0.0007	33.8767	33.8725	-0.0042	-0.000242	57	33.8767	33.8725	27.2654	27.2654	0.0007	-0.000242	-0.0042	0.00E+00
58.597	-1.7069	-1.7077	2.68037	2.680021	4.56E+00	289.672	33.8738	-0.000345	-0.0008	96.3035	-68.82426	-77.05198	0.0333	0	-0.0008	33.8784	33.8745	-0.0039	-0.000349	58	33.8784	33.8745	27.2667	27.2667	-0.0008	-0.000349	-0.0039	0.00E+00
59.608	-1.7102	-1.7089	2.680148	2.679977	4.39E+00	289.614	33.8741	-0.00017	0.0013	96.2747	-68.82426	-77.05198	0.0146	0	0.0013	33.8785	33.8746	-0.0039	-0.000171	59	33.8785	33.8746	27.2668	27.2668	0.0013	-0.000171	-0.0039	0.00E+00
60.618	-1.7127	-1.7093	2.680063	2.680076	4.19E+00	289.443	33.8754	0.000002	0.0033	96.3091	-68.82426	-77.05199	0.0334	0	0.0033	33.8795	33.8759	-0.0037	0.000013	60	33.8795	33.8759	27.2677	27.2677	0.0033	0.000013	-0.0037	0.00E+00
61.629	-1.7074	-1.706	2.680751	2.680611	3.90E+00	289.41	33.8785	-0.000142	0.0014	96.3027	-68.82426	-77.052	0.0489	0	0.0014	33.8824	33.8789	-0.0035	-0.000139	61	33.8824	33.8789	27.2699	27.2699	0.0014	-0.000139	-0.0035	0.00E+00
62.639	-1.7008	-1.7008	2.681485	2.681222	3.58E+00	288.705	33.8803	-0.000262	0.0001	96.3174	-68.82426	-77.05203	0.0367	0	0.0001	33.8845	33.8807	-0.0037	-0.000263	62	33.8845	33.8807	27.2714	27.2714	0.0001	-0.000263	-0.0037	0.00E+00
63.65	-1.7012	-1.7004	2.681634	2.681414	3.45E+00	288.73	33.882	-0.00022	0.0008	96.3212	-68.82426	-77.05205	0.0563	0	0.0008	33.8863	33.8823	-0.004	-0.00022	63	33.8863	33.8823	27.2729	27.2729	0.0008	-0.00022	-0.004	0.00E+00
64.66	-1.7049	-1.7032	2.681653	2.68147	3.34E+00	286.753	33.8856	-0.000187	0.0016	96.3446	-68.82426	-77.05206	0.0576	0	0.0016	33.8901	33.8857	-0.0044	-0.000183	64	33.8901	33.8857	27.2761	27.2761	0.0016	-0.000183	-0.0044	0.00E+00
65.671	-1.6439	-1.6403	2.687414	2.687421	3.23E+00	285.703	33.8936	0.000003	0.0036	96.3215	-68.82426	-77.05208	0.3326	0	0.0036	33.8999	33.8959	-0.0041	0.000008	65	33.8999	33.8959	27.2824	27.2824	0.0036	0.000007	-0.0041	0.00E+00
66.681	-1.6296	-1.6288	2.688925	2.688687	3.07E+00	285.324	33.8977	-0.000237	0.0008	96.3067	-68.82426	-77.05209	0.5573	0	0.0008	33.904	33.8998	-0.0042	-0.000239	66	33.904	33.8998	27.2853	27.2853	0.0008	-0.000239	-0.0042	0.00E+00
67.692	-1.6303	-1.6289	2.688933	2.688757	2.84E+00	285.133	33.8987	-0.000176	0.0013	96.3351	-68.82426	-77.0521	0.0526	0	0.0013	33.9042	33.9003	-0.004	-0.000175	67	33.9042	33.9002	27.2855	27.2855	0.0013	-0.000175	-0.004	0.00E+00
68.702	-1.6294	-1.6286	2.68906	2.688846	2.64E+00	284.914	33.8993	-0.000213	0.0008	96.351	-68.82426	-77.05212	0.03	0	0.0008	33.9043	33.9004	-0.0039	-0.000214	68	33.9043	33.9004	27.2856	27.2856	0.0008	-0.000214	-0.0039	0.00E+00
69.713	-1.6117	-1.6094	2.690736	2.69061	2.55E+00	283.622	33.9009	-0.000129	0.0023	96.3315	-68.82426	-77.05213	0.0367	0	0.0023	33.9067	33.9024	-0.0044	-0.000126	69	33.9067	33.9024	27.2871	27.2871	0.0023	-0.000126	-0.0044	0.00E+00
70.723	-1.5938	-1.5941	2.692924	2.692662	2.49E+00	284.018	33.9111	-0.000259	-0.0002	96.329	-68.82426	-77.05214	0.0156	0	-0.0002	33.9161	33.9127	-0.0033	-0.000262	70	33.9161	33.9127	27.2942	27.2942	-0.0002	-0.000262	-0.0033	0.00E+00
71.734	-1.6164	-1.6161	2.691506	2.691333	2.41E+00	283.551	33.9182	-0.000172	0.0004	96.3658	-68.82426	-77.05216	0	0	0.0004	33.9216	33.9188	-0.0028	-0.000172	71	33.9216	33.9188	27.2993	27.2993	0.0004	-0.000172	-0.0028	0.00E+00
72.744	-1.61	-1.6081	2.6922	2.692035	2.28E+00	283.694	33.9181	-0.000165	0.0019	96.3628	-68.82426	-77.05218	0.0297	0	0.0019	33.9233	33.9188	-0.0045	-0.000165	72	33.9233	33.9188	27.3005	27.3005	0.0019	-0.000165	-0.0045	0.00E+00
73.755	-1.6189	-1.6182	2.691555	2.691343	2.13E+00	282.79	33.9198	-0.000211	0.0008	96.3427	-68.82426	-77.0522	0.0063	0	0.0008	33.9238	33.92	-0.0038	-0.000212	73	33.9238	33.92	27.3011	27.3011	0.0008	-0.000212	-0.0038	0.00E+00
74.765	-1.5938	-1.5922	2.694155	2.694004	2.00E+00	281.835	33.9257	-0.000155	0.0016	96.3818	-68.82426	-77.0522	0.0031	0	0.0016	33.9306	33.9267	-0.0039	-0.00015	74	33.9306	33.9267	27.306	27.306	0.0016	-0.00015	-0.0039	0.00E+00
75.776	-1.5856	-1.586	2.695901	2.69562	1.91E+00	281.701	33.9404	-0.000277	-0.0004	96.3391	-68.82425	-77.05222	0.0305	0	-0.0004	33.9448	33.9413	-0.0034	-0.000282	75	33.9448	33.9413	27.3172	27.3172	-0.0004	-0.000282	-0.0034	0.00E+00
76.786	-1.5729	-1.5697	2.697203	2.697136	1.85E+00	279.739	33.9419	-0.000073	0.0032	96.3894	-68.82424	-77.05224	0.0164	0	0.0032	33.9477	33.9431	-0.0046	-0.000067	76	33.9477	33.9431	27.3192	27.3192	0.0032	-0.000067	-0.0046	0.00E+00
77.797	-1.5114	-1.5108	2.702862	2.702548	1.79E+00	278.535	33.9474	-0.000311	0.0006	96.4107	-68.82424	-77.05225	-0.0129	0	0.0006	33.9553	33.9502	-0.005	-0.000314	77	33.9553	33.9502	27.3236	27.3236	0.0006	-0.000314	-0.005	0.00E+00
78.807	-1.505	-1.5043	2.703709	2.703494	1.72E+00	278.189	33.953	-0.000215	0.0007	96.4061	-68.82424	-77.05226	-0.0153	0	0.0007	33.9591	33.9553	-0.0038	-0.000215	78	33.9591	33.9553	27.3265	27.3265	0.0007	-0.000215	-0.0038	0.00E+00
79.818	-1.5133	-1.5146	2.703407	2.7031	1.62E+00	278.484	33.9595	-0.000301	-0.0013	96.3832	-68.82424	-77.05228	0.2779	0	-0.0013	33.9637	33.9609	-0.0027	-0.000307	79	33.9637	33.9609	27.3305	27.3305	-0.0013	-0.000307	-0.0027	0.00E+00
80.828	-1.5255	-1.5251	2.702667	2.702447	1.52E+00	278.562	33.9625	-0.00022	0.0004	96.4535	-68.82424	-77.0523	-0.009	0	0.0004	33.9668	33.9633	-0.0035	-0.00022	80	33.9668	33.9633	27.3334	27.3334	0.0004	-0.00022	-0.0035	0.00E+00
81.839	-1.527	-1.5264	2.702837	2.702608	1.45E+00	277.568	33.9658	-0.000229	0.0006	96.4439	-68.82424	-77.05231	-0.0402	0	0.0006	33.9702	33.9663	-0.0038	-0.000229	81	33.9702	33.9663	27.3362	27.3362	0.0006	-0.000229	-0.0038	0.00E+00
82.85	-1.4881	-1.4877	2.706611	2.706336	1.39E+00	276.097	33.9713	-0.000276	0.0004	96.4371	-68.82424	-77.05232	-0.0366	0	0.0004	33.9773	33.9731	-0.0042	-0.000276	82	33.9773	33.9731	27.3408	27.3408	0.0004	-0.000276	-0.0042	0.00E+00
83.86	-1.4491	-1.4493	2.71041	2.710107	1.35E+00	274.966	33.9782	-0.000301	-0.0002	96.4291	-68.82424	-77.05233	-0.0355	0	-0.0002	33.9848	33.9808	-0.0039	-0.000302	83	33.9848	33.9808	27.3457	27.3457	-0.0002	-0.000302	-0.0039	0.00E+00
84.871	-1.4308	-1.4273	2.712278	2.712322	1.31E+00	274.045	33.983	0.000037	0.0036	96.4555	-68.82424	-77.05235	-0.0244	0	0.0036	33.989	33.9856	-0.0035	0.000044	84	33.989	33.9856	27.3486	27.3486	0.0036	0.000044	-0.0035	0.00E+00
85.881	-1.4218	-1.4209	2.713346	2.71316	1.23E+00	273.22	33.9874	-0.000184	0.0009	96.4232	-68.82424	-77.05238	-0.0112	0	0.0009	33.9928	33.9892	-0.0036	-0.000186	85	33.9928	33.9892	27.3514	27.3514	0.0009	-0.000186	-0.0036	0.00E+00
86.892	-1.4072	-1.4069	2.714796	2.714528	1.16E+00	270.599	33.9897	-0.000265	0.0003	96.4521	-68.82426	-77.05238	-0.0334	0	0.0003	33.9956	33.9916	-0.004	-0.000268	86	33.9956	33.9916	27.3532	27.3532	0.0003	-0.000268	-0.0039	0.00E+00
87.902	-1.3404	-1.3381	2.720949	2.720774	1.11E+00	268.283	33.9949	-0.000178	0.0022	96.451	-68.82426	-77.05239	-0.039	0	0.0022	34.0036	33.9987	-0.005	-0.000175	87	34.0036	33.9987	27.3576	27.3576	0.0022	-0.000175	-0.005	0.00E+00
88.913	-1.2923	-1.2917	2.725603	2.725398	1.07E+00	267.483	34.0042	-0.000202	0.0006	96.4491	-68.82426	-77.0524	-0.0354	0	0.0005	34.0123	34.0089	-0.0034	-0.000204	88	34.0123	34.0089	27.3631	27.3631	0.0005	-0.000205	-0.0034	0.00E+00
89.924	-1.2875	-1.2873	2.72618	2.725958	1.02E+00	267.536	34.0071	-0.00022	0.0002	96.4482	-68.82426	-77.0524	-0.0346	0	0.0002	34.0142	34.0109	-0.0032	-0.000222	89	34.0142	34.0109	27.3645	27.3645	0.0002	-0.000222	-0.0032	0.00E+00
90.934	-1.2823	-1.2801	2.726735	2.726631	9.82E-01	267.143	34.0084	-0.000105	0.0022	96.4645	-68.82426	-77.05242	-0.0345	0	0.0022	34.0152	34.0113	-0.004	-0.000103	90	34.0152	34.0113	27.3651	27.3651	0.0022	-0.000103	-0.004	0.00E+00
91.945	-1.2731	-1.2724	2.727751	2.727565	9.48E-01	266.599	34.0124	-0.000184	0.0007	96.4792	-68.82426	-77.05244	-0.0214	0	0.0007	34.0181	34.0147	-0.0033	-0.000186	91	34.0181	34.0147	27.3671	27.3671	0.0007	-0.000186	-0.0033	0.00E+00
92.955	-1.2652	-1.2639	2.728546	2.728412	9.12E-01	266.403	34.0139	-0.000135	0.0013	96.4377	-68.82426	-77.05244	-0.038	0	0.0013	34.0194	34.0161	-0.0033	-0.000134	92	34.0194	34.0161	27.368	27.368	0.0013	-0.000134	-0.0033	0.00E+00
93.966	-1.2686	-1.2675	2.72911	2.728953	8.75E-01	267.457	34.0254	-0.000156	0.0012	96.4623	-68.82426	-77.05244	-0.0502	0	0.0012	34.0304	34.0269	-0.0035	-0.000156	93	34.0304	34.0269	27.377	27.377	0.0012	-0.000156	-0.0035	0.00E+00
94.977	-1.3026	-1.3016	2.726867	2.726687	8.36E-01	267.635	34.0339	-0.000179	0.0009	96.4683	-68.82426	-77.05246	-0.0462	0	0.0009	34.0376	34.0341	-0.0035	-0.00018	94	34.0376	34.0341	27.3839	27.3839	0.0009	-0.00018	-0.0035	0.00E+00
95.987	-1.2981	-1.2979	2.72752	2.727325	8.00E-01	267.514	34.0376	-0.000192	0.0002	96.4445	-68.82426	-77.05246	-0.0526	0	0.0002	34.0408	34.0379	-0.0029	-0.000194	95	34.0408	34.0379	27.3864	27.3864	0.0002	-0.000194	-0.0029	0.00E+00
96.998	-1.2967	-1.2967	2.727855	2.727621	7.69E-01	267.134	34.0397	-0.000233	0	96.4252	-68.82426	-77.05248	-0.0541	0	0	34.0432	34.04	-0.0032	-0.000234	96	34.0432	34.04	27.3883	27.3883	0	-0.000234	-0.0032	0.00E+00
