PrDM	T090C	T190C	C0S/m	C1S/m	Par	Sbeox0Mm/Kg	Sal11	C2-C1S/m	T2-T190C	CStarTr0	Latitude	Longitude	FlECO-AFL	ModError	T2-T190C	Sal00	Sal11	SecS-priS	C2-C1S/m	DepSM	Sal00	Sal11	Sigma-t00	Sigma-t00	T2-T190C	C2-C1S/m	SecS-priS	Flag
15.152	-0.0958	-0.0935	2.744738	2.744544	2.92E+01	404.287	32.9837	-0.000199	0.0024	80.0088	-67.77194	-69.94347	3.4911	0	0.0023	32.9883	32.9832	-0.0052	-0.000194	15	32.9883	32.9832	26.4868	26.4868	0.0023	-0.000194	-0.0052	0.00E+00
16.162	-0.102	-0.1033	2.744577	2.744312	2.45E+01	404.236	32.9907	-0.00026	-0.0013	80.0723	-67.77194	-69.94346	3.7901	0	-0.0013	32.9922	32.9901	-0.002	-0.000266	16	32.9922	32.9901	26.4903	26.4903	-0.0013	-0.000266	-0.002	0.00E+00
17.172	-0.1036	-0.0987	2.744577	2.744505	2.02E+01	404.102	32.9874	-0.000084	0.0048	80.0157	-67.77194	-69.94346	4.0278	0	0.0049	32.9933	32.9871	-0.0063	-0.000072	17	32.9933	32.9871	26.4913	26.4913	0.0049	-0.000072	-0.0063	0.00E+00
18.182	-0.1103	-0.1009	2.744426	2.744478	1.74E+01	403.407	32.9888	0.000033	0.0095	80.3609	-67.77194	-69.94344	3.9343	0	0.0094	32.998	32.9885	-0.0098	0.000052	18	32.998	32.9885	26.4953	26.4953	0.0094	0.000052	-0.0098	0.00E+00
19.193	-0.1081	-0.1039	2.744576	2.744456	1.41E+01	403.612	32.9912	-0.000119	0.0043	80.4775	-67.77194	-69.94344	4.1804	0	0.0042	32.997	32.9909	-0.0062	-0.000119	19	32.997	32.9909	26.4944	26.4944	0.0042	-0.000119	-0.0062	0.00E+00
20.203	-0.15	-0.1273	2.743473	2.743775	1.19E+01	403.263	33.0076	0.000263	0.0226	80.4815	-67.77194	-69.94344	4.1448	0	0.0227	33.0272	33.0066	-0.021	0.000302	20	33.0272	33.0066	26.5207	26.5207	0.0227	0.000302	-0.021	0.00E+00
21.213	-0.1477	-0.1407	2.743559	2.743512	9.56E+00	402.596	33.018	-0.000037	0.007	80.5968	-67.77194	-69.94342	3.9716	0	0.0069	33.0252	33.017	-0.0081	-0.000047	21	33.0252	33.017	26.519	26.519	0.0069	-0.000047	-0.0081	0.00E+00
22.223	-0.178	-0.1706	2.742878	2.742805	7.53E+00	404.288	33.0411	-0.000066	0.0074	80.7861	-67.77194	-69.94342	4.448	0	0.0074	33.0484	33.0394	-0.0089	-0.000073	22	33.0484	33.0394	26.5392	26.5392	0.0074	-0.000073	-0.0089	0.00E+00
23.233	-0.1437	-0.1328	2.743797	2.743883	7.01E+00	403.319	33.0121	0.000085	0.0109	81.0229	-67.77194	-69.94341	4.5782	0	0.0109	33.0228	33.0122	-0.0106	0.000087	23	33.0228	33.0122	26.5169	26.5169	0.0109	0.000087	-0.0106	0.00E+00
24.244	-0.1919	-0.1975	2.742715	2.742299	5.86E+00	400.692	33.063	-0.000394	-0.0059	81.0981	-67.77195	-69.9434	4.6641	0	-0.0056	33.0602	33.0607	0.0011	-0.000416	24	33.0601	33.0607	26.5492	26.5492	-0.0056	-0.000416	0.0011	0.00E+00
25.254	-0.4553	-0.4974	2.732747	2.730803	4.98E+00	396.866	33.2448	-0.001831	-0.0419	81.7029	-67.77196	-69.94338	5.2323	0	-0.0421	33.214	33.234	0.0213	-0.001944	25	33.2139	33.234	26.685	26.685	-0.0421	-0.001944	0.0213	0.00E+00
26.264	-0.4824	-0.4804	2.731068	2.730376	4.48E+00	395.988	33.217	-0.00069	0.0021	82.0115	-67.77196	-69.94338	4.2396	0	0.0019	33.2205	33.209	-0.0115	-0.000692	26	33.2204	33.209	26.6914	26.6914	0.0019	-0.000692	-0.0115	0.00E+00
27.274	-0.7947	-0.8341	2.715753	2.712819	3.79E+00	389.69	33.3772	-0.002862	-0.0395	83.2292	-67.77196	-69.94337	4.4108	0	-0.0394	33.3577	33.3617	0.005	-0.002934	27	33.3577	33.3616	26.8148	26.8148	-0.0394	-0.002934	0.005	0.00E+00
28.284	-1.0447	-1.1258	2.701346	2.695153	3.14E+00	374.185	33.465	-0.006047	-0.081	85.1273	-67.77196	-69.94336	4.9835	0	-0.0811	33.4392	33.4451	0.0078	-0.006193	28	33.4392	33.4451	26.8899	26.8899	-0.0811	-0.006193	0.0078	0.00E+00
29.295	-1.3168	-1.2762	2.68276	2.685313	2.73E+00	359.28	33.4967	0.002374	0.0404	85.2865	-67.77197	-69.94336	5.8421	0	0.0406	33.4884	33.4779	-0.0128	0.002553	29	33.4884	33.4779	26.9387	26.9387	0.0406	0.002553	-0.0128	0.00E+00
30.305	-1.3379	-1.3405	2.682701	2.682188	2.28E+00	357.133	33.5199	-0.000534	-0.0025	85.7242	-67.77198	-69.94336	6.2048	0	-0.0026	33.5107	33.5065	-0.0045	-0.000513	30	33.5107	33.5065	26.9574	26.9574	-0.0026	-0.000513	-0.0045	0.00E+00
31.315	-1.1913	-1.1914	2.696575	2.696413	1.88E+00	359.094	33.5401	-0.000198	-0.0002	86.812	-67.77198	-69.94336	6.474	0	-0.0001	33.536	33.5338	-0.0025	-0.000162	31	33.536	33.5339	26.9733	26.9733	-0.0001	-0.000162	-0.0025	0.00E+00
32.325	-1.258	-1.2584	2.692668	2.692288	1.56E+00	352.514	33.5588	-0.000401	-0.0004	87.2801	-67.77198	-69.94336	6.1673	0	-0.0004	33.5566	33.5518	-0.0051	-0.00038	32	33.5566	33.5518	26.9922	26.9922	-0.0004	-0.00038	-0.0051	0.00E+00
33.336	-1.3172	-1.3163	2.689891	2.689779	1.35E+00	339.927	33.5885	-0.000132	0.0008	88.367	-67.77198	-69.94336	4.789	0	0.0009	33.5843	33.5818	-0.0028	-0.000112	33	33.5843	33.5818	27.0166	27.0166	0.0009	-0.000112	-0.0028	0.00E+00
34.346	-1.436	-1.4334	2.681175	2.681142	1.13E+00	337.987	33.6022	-0.000047	0.0026	89.3623	-67.77198	-69.94336	5.6592	0	0.0026	33.5975	33.5941	-0.0036	-0.000033	34	33.5975	33.5941	27.0308	27.0308	0.0026	-0.000033	-0.0036	0.00E+00
35.356	-1.4568	-1.4561	2.680113	2.679861	9.50E-01	331.813	33.6075	-0.00026	0.0007	89.4457	-67.77198	-69.94336	6.8664	0	0.0007	33.6057	33.6014	-0.0044	-0.000252	35	33.6057	33.6014	27.0381	27.0381	0.0007	-0.000252	-0.0044	0.00E+00
36.366	-1.5179	-1.517	2.676045	2.675779	8.39E-01	327.878	33.6195	-0.000271	0.0009	89.7702	-67.77198	-69.94336	6.1247	0	0.0009	33.6178	33.613	-0.0048	-0.000266	36	33.6178	33.6131	27.0497	27.0497	0.0009	-0.000266	-0.0048	0.00E+00
37.377	-1.526	-1.526	2.67624	2.676011	7.23E-01	328.697	33.6309	-0.00023	0	89.7586	-67.77198	-69.94336	4.7598	0	2.33E-07	33.629	33.6259	-0.0032	-0.000228	37	33.629	33.6259	27.059	27.059	2.38E-07	-0.000228	-0.0032	0.00E+00
38.387	-1.4987	-1.4986	2.679492	2.679224	6.40E-01	327.755	33.6416	-0.00027	0.0002	90.1758	-67.77198	-69.94336	3.5234	0	0.0002	33.6425	33.6386	-0.0039	-0.000268	38	33.6425	33.6386	27.0692	27.0692	0.0002	-0.000268	-0.0039	0.00E+00
39.397	-1.4916	-1.4914	2.681246	2.680976	5.73E-01	325.026	33.656	-0.00027	0.0002	91.0147	-67.77198	-69.94336	3.1978	0	0.0002	33.6581	33.6541	-0.004	-0.000269	39	33.6581	33.6541	27.0817	27.0817	0.0002	-0.000269	-0.004	0.00E+00
40.408	-1.4844	-1.4843	2.683017	2.682727	4.98E-01	321.003	33.6706	-0.000291	0.0001	91.7599	-67.77198	-69.94336	2.6721	0	0.0001	33.6737	33.6696	-0.0041	-0.00029	40	33.6737	33.6696	27.0942	27.0942	0.0001	-0.00029	-0.0041	0.00E+00
41.418	-1.4706	-1.47	2.684729	2.684483	4.55E-01	318.136	33.6774	-0.000248	0.0005	92.044	-67.77198	-69.94336	2.1504	0	0.0005	33.6811	33.6771	-0.004	-0.000246	41	33.6811	33.6771	27.0998	27.0998	0.0005	-0.000246	-0.004	0.00E+00
42.428	-1.4535	-1.453	2.686584	2.686352	4.19E-01	317.261	33.6828	-0.000233	0.0005	92.1604	-67.77198	-69.94336	1.8689	0	0.0005	33.6868	33.6831	-0.0038	-0.000232	42	33.6868	33.6831	27.1039	27.1039	0.0005	-0.000232	-0.0038	0.00E+00
43.438	-1.4566	-1.4555	2.686919	2.686721	3.84E-01	312.492	33.6902	-0.000198	0.0011	92.8425	-67.77198	-69.94336	2.308	0	0.0011	33.6943	33.6903	-0.004	-0.000198	43	33.6943	33.6903	27.11	27.11	0.0011	-0.000198	-0.004	0.00E+00
44.449	-1.4906	-1.4902	2.684958	2.684698	3.50E-01	310.057	33.702	-0.000261	0.0004	93.1122	-67.77198	-69.94334	1.9961	0	0.0004	33.705	33.701	-0.0041	-0.000261	44	33.705	33.701	27.1198	27.1198	0.0004	-0.000261	-0.0041	0.00E+00
45.459	-1.4667	-1.4671	2.687341	2.687024	3.20E-01	308.933	33.7064	-0.000314	-0.0004	93.2117	-67.77198	-69.94334	1.552	0	-0.0004	33.7103	33.7064	-0.0039	-0.000317	45	33.7103	33.7064	27.1234	27.1234	-0.0004	-0.000317	-0.0039	0.00E+00
46.469	-1.4575	-1.4574	2.688675	2.688433	3.02E-01	308.557	33.714	-0.000241	0.0001	93.3323	-67.77198	-69.94334	1.6296	0	0.0001	33.7177	33.7142	-0.0035	-0.000242	46	33.7177	33.7142	27.1291	27.1291	0.0001	-0.000242	-0.0035	0.00E+00
47.48	-1.4458	-1.4456	2.690653	2.690511	2.84E-01	305.96	33.7283	-0.000145	0.0002	93.5561	-67.77198	-69.94334	1.689	0	0.0002	33.7311	33.7289	-0.0022	-0.000142	47	33.7311	33.7289	27.1396	27.1396	0.0002	-0.000143	-0.0022	0.00E+00
48.49	-1.391	-1.3943	2.696116	2.695813	2.54E-01	305.083	33.7413	-0.000294	-0.0033	93.5588	-67.77198	-69.94333	1.5596	0	-0.0033	33.7438	33.7433	-0.0004	-0.000303	48	33.7438	33.7433	27.1483	27.1483	-0.0033	-0.000303	-0.0004	0.00E+00
49.5	-1.2678	-1.2932	2.707124	2.704777	2.33E-01	294.069	33.7473	-0.002295	-0.0254	93.5731	-67.77198	-69.94332	1.3887	0	-0.0254	33.7553	33.7518	-0.0028	-0.002347	49	33.7553	33.7518	27.1538	27.1538	-0.0254	-0.002347	-0.0028	0.00E+00
50.511	-1.1765	-1.1755	2.716526	2.716356	2.18E-01	290.531	33.7704	-0.000194	0.001	93.9103	-67.77198	-69.94332	1.2619	0	0.001	33.7806	33.7771	-0.0038	-0.000169	50	33.7806	33.7771	27.1713	27.1713	0.001	-0.000169	-0.0038	0.00E+00
51.521	-1.1753	-1.1753	2.717457	2.71726	2.02E-01	290.541	33.7833	-0.000212	-0.0001	94.1409	-67.77198	-69.94332	1.1272	0	-0.0001	33.7913	33.7887	-0.0028	-0.000196	51	33.7913	33.7887	27.1799	27.1799	-0.0001	-0.000196	-0.0028	0.00E+00
52.531	-1.1786	-1.1778	2.716934	2.7168	1.95E-01	288.008	33.7814	-0.000147	0.0008	94.4216	-67.77198	-69.94332	1.0339	0	0.0008	33.7873	33.7846	-0.0029	-0.000135	52	33.7873	33.7846	27.1767	27.1767	0.0008	-0.000135	-0.0029	0.00E+00
53.542	-1.1356	-1.1357	2.721819	2.721564	1.82E-01	286.53	33.7976	-0.000263	-0.0001	94.3258	-67.77197	-69.94332	0.8853	0	-0.0001	33.805	33.8016	-0.0035	-0.000255	53	33.805	33.8016	27.1896	27.1896	-0.0001	-0.000255	-0.0035	0.00E+00
54.552	-1.1216	-1.1183	2.723376	2.723527	1.67E-01	287.61	33.8047	0.000136	0.0033	94.295	-67.77196	-69.94332	0.9727	0	0.0033	33.8099	33.8083	-0.0019	0.000152	54	33.8099	33.8083	27.1931	27.1931	0.0033	0.000152	-0.0019	0.00E+00
55.562	-1.1622	-1.1626	2.720349	2.720263	1.57E-01	295.042	33.8122	-0.000086	-0.0004	94.2764	-67.77196	-69.94332	1.0161	0	-0.0004	33.8137	33.8129	-0.0008	-0.000086	55	33.8137	33.8129	27.1976	27.1976	-0.0004	-0.000085	-0.0008	0.00E+00
56.573	-1.3074	-1.3009	2.709137	2.709393	1.44E-01	300.355	33.8233	0.000238	0.0066	94.2926	-67.77196	-69.9433	0.8699	0	0.0066	33.8234	33.8194	-0.0042	0.000255	56	33.8234	33.8195	27.2103	27.2103	0.0066	0.000255	-0.0042	0.00E+00
57.583	-1.412	-1.4486	2.70097	2.697152	1.38E-01	301.387	33.8246	-0.003728	-0.0366	94.458	-67.77196	-69.9433	0.8735	0	-0.0366	33.8288	33.8176	-0.0099	-0.003818	57	33.8288	33.8176	27.2179	27.2179	-0.0366	-0.003818	-0.0099	0.00E+00
58.594	-1.4994	-1.4985	2.693143	2.69278	1.32E-01	307.089	33.8195	-0.000403	0.0008	94.549	-67.77196	-69.94328	0.9423	0	0.0008	33.8192	33.8133	-0.0065	-0.000363	58	33.8192	33.8133	27.2128	27.2128	0.0008	-0.000363	-0.0065	0.00E+00
59.604	-1.5748	-1.5737	2.68784	2.687678	1.23E-01	308.522	33.8343	-0.00019	0.0011	94.6463	-67.77196	-69.94328	0.9123	0	0.0011	33.8309	33.8274	-0.0039	-0.000162	59	33.8309	33.8274	27.2244	27.2244	0.0011	-0.000162	-0.0039	0.00E+00
60.614	-1.5635	-1.5636	2.689127	2.688933	1.14E-01	305.414	33.8375	-0.000212	-0.0001	94.7652	-67.77196	-69.94328	0.9413	0	-0.0001	33.8352	33.8327	-0.0028	-0.000195	60	33.8352	33.8327	27.2276	27.2276	-0.0001	-0.000195	-0.0028	0.00E+00
61.625	-1.5311	-1.5318	2.692103	2.691971	1.10E-01	301.496	33.8403	-0.000149	-0.0007	94.7945	-67.77196	-69.94326	0.9704	0	-0.0007	33.839	33.8379	-0.0013	-0.000132	61	33.839	33.8379	27.2298	27.2298	-0.0007	-0.000132	-0.0013	0.00E+00
62.635	-1.5231	-1.5227	2.69342	2.693234	1.05E-01	300.745	33.8459	-0.00019	0.0004	94.8419	-67.77196	-69.94326	0.8592	0	0.0004	33.8475	33.8444	-0.0031	-0.000186	62	33.8475	33.8444	27.2364	27.2364	0.0004	-0.000186	-0.0031	0.00E+00
63.645	-1.5522	-1.5503	2.691891	2.691688	1.02E-01	302.901	33.8558	-0.000215	0.0019	94.8992	-67.77196	-69.94326	0.8493	0	0.0019	33.8588	33.8538	-0.0052	-0.000203	63	33.8588	33.8538	27.2464	27.2464	0.0019	-0.000203	-0.0052	0.00E+00
64.656	-1.5596	-1.5599	2.691501	2.691259	9.75E-02	301.735	33.8598	-0.000242	-0.0003	94.9703	-67.77196	-69.94326	0.8627	0	-0.0003	33.8612	33.8582	-0.003	-0.000241	64	33.8612	33.8582	27.2486	27.2486	-0.0003	-0.000241	-0.003	0.00E+00
65.666	-1.5466	-1.5462	2.692763	2.692576	9.30E-02	300.903	33.861	-0.000191	0.0004	95.0231	-67.77197	-69.94326	0.8147	0	0.0004	33.8632	33.8601	-0.0031	-0.000187	65	33.8632	33.8601	27.2498	27.2498	0.0004	-0.000187	-0.0031	0.00E+00
66.677	-1.5676	-1.5676	2.691605	2.691348	8.86E-02	301.383	33.8682	-0.000259	0	95.0919	-67.77198	-69.94324	0.745	0	0	33.8704	33.8669	-0.0035	-0.000257	66	33.8704	33.8669	27.2563	27.2563	0	-0.000257	-0.0035	0.00E+00
67.687	-1.5767	-1.5757	2.691468	2.691319	8.40E-02	301.15	33.8762	-0.000152	0.001	95.0143	-67.77198	-69.94323	0.7357	0	0.001	33.8783	33.8751	-0.0033	-0.000148	67	33.8783	33.8751	27.263	27.263	0.001	-0.000148	-0.0033	0.00E+00
68.698	-1.5313	-1.5294	2.695934	2.695958	8.03E-02	295.665	33.8852	0.00002	0.0019	95.0981	-67.77198	-69.94322	0.8082	0	0.0019	33.8878	33.886	-0.0019	0.000024	68	33.8878	33.886	27.2694	27.2694	0.0019	0.000024	-0.0019	0.00E+00
69.708	-1.5105	-1.5111	2.698584	2.698287	7.85E-02	294.936	33.8955	-0.000293	-0.0005	95.2517	-67.77198	-69.94321	0.7008	0	-0.0006	33.9002	33.8967	-0.0034	-0.000297	69	33.9002	33.8967	27.2788	27.2788	-0.0006	-0.000297	-0.0034	0.00E+00
70.718	-1.5672	-1.5666	2.694599	2.6943	7.61E-02	297.024	33.905	-0.0003	0.0006	95.3221	-67.77198	-69.9432	0.5425	0	0.0006	33.909	33.9041	-0.0049	-0.000299	70	33.909	33.9041	27.2876	27.2876	0.0006	-0.000299	-0.0049	0.00E+00
71.729	-1.6552	-1.6557	2.687612	2.687286	7.32E-02	299.788	33.9111	-0.000324	-0.0005	95.4015	-67.77198	-69.9432	0.5394	0	-0.0005	33.9118	33.9078	-0.004	-0.000326	71	33.9118	33.9078	27.2924	27.2924	-0.0005	-0.000326	-0.004	0.00E+00
72.739	-1.6891	-1.6887	2.685117	2.684912	7.05E-02	300.586	33.9154	-0.000205	0.0004	95.5178	-67.77198	-69.9432	0.6363	0	0.0004	33.9151	33.9118	-0.0033	-0.000205	72	33.9151	33.9118	27.296	27.296	0.0004	-0.000205	-0.0033	0.00E+00
73.75	-1.6931	-1.6942	2.684934	2.684647	6.75E-02	300.575	33.9166	-0.000286	-0.001	95.538	-67.77198	-69.9432	0.5899	0	-0.001	33.9166	33.9138	-0.0028	-0.000287	73	33.9166	33.9138	27.2973	27.2973	-0.001	-0.000287	-0.0028	0.00E+00
74.76	-1.7033	-1.7042	2.684272	2.683959	6.45E-02	300.936	33.917	-0.000311	-0.0009	95.5953	-67.77198	-69.94321	0.6505	0	-0.0009	33.9184	33.915	-0.0033	-0.000313	74	33.9184	33.915	27.299	27.299	-0.0009	-0.000313	-0.0033	0.00E+00
75.771	-1.7145	-1.7142	2.683466	2.683261	6.27E-02	301.282	33.918	-0.000207	0.0003	95.4097	-67.77198	-69.94322	0.5953	0	0.0003	33.9193	33.9161	-0.0032	-0.000205	75	33.9193	33.9161	27.3001	27.3001	0.0003	-0.000205	-0.0032	0.00E+00
76.781	-1.7159	-1.7156	2.683556	2.683362	6.17E-02	301.357	33.9199	-0.000196	0.0003	95.6212	-67.77198	-69.94323	0.4753	0	0.0003	33.9216	33.9185	-0.0031	-0.000194	76	33.9216	33.9185	27.302	27.302	0.0003	-0.000194	-0.0031	0.00E+00
77.792	-1.7094	-1.7091	2.684731	2.684531	6.04E-02	300.923	33.9275	-0.000201	0.0003	95.508	-67.77198	-69.94324	0.561	0	0.0003	33.9298	33.9267	-0.0031	-0.0002	77	33.9298	33.9267	27.3085	27.3085	0.0003	-0.0002	-0.0031	0.00E+00
78.802	-1.7187	-1.7184	2.684277	2.684059	5.84E-02	300.945	33.931	-0.000218	0.0003	95.5087	-67.77198	-69.94324	0.5134	0	0.0003	33.9334	33.9301	-0.0033	-0.000217	78	33.9334	33.9301	27.3117	27.3117	0.0003	-0.000217	-0.0033	0.00E+00
79.813	-1.7322	-1.7317	2.683334	2.683135	5.67E-02	301.267	33.9329	-0.000201	0.0005	95.5034	-67.77198	-69.94323	0.6501	0	0.0005	33.9351	33.9318	-0.0033	-0.000199	79	33.9351	33.9318	27.3134	27.3134	0.0005	-0.0002	-0.0033	0.00E+00
80.823	-1.7378	-1.7367	2.68294	2.682767	5.48E-02	301.248	33.9327	-0.000174	0.0011	95.5004	-67.77198	-69.94322	0.5592	0	0.001	33.9354	33.9318	-0.0037	-0.000173	80	33.9354	33.9318	27.3138	27.3138	0.001	-0.000173	-0.0037	0.00E+00
81.833	-1.7534	-1.7515	2.681873	2.681777	5.38E-02	301.336	33.9354	-0.000098	0.0018	95.5718	-67.77198	-69.94322	0.4701	0	0.0018	33.9377	33.9343	-0.0034	-0.000095	81	33.9377	33.9343	27.3161	27.3161	0.0018	-0.000095	-0.0034	0.00E+00
82.844	-1.7659	-1.7656	2.68105	2.680845	5.26E-02	300.897	33.9381	-0.000202	0.0003	95.6661	-67.77198	-69.94322	0.5063	0	0.0003	33.9399	33.9368	-0.0031	-0.000205	82	33.9399	33.9368	27.3182	27.3182	0.0003	-0.000205	-0.0031	0.00E+00
83.854	-1.7543	-1.7543	2.682249	2.682034	5.13E-02	300.24	33.9404	-0.000214	0	95.6568	-67.77198	-69.94322	0.3769	0	0	33.9428	33.9397	-0.003	-0.000215	83	33.9428	33.9397	27.3202	27.3202	0	-0.000216	-0.003	0.00E+00
84.865	-1.7455	-1.7458	2.683214	2.682973	5.01E-02	299.96	33.9427	-0.000238	-0.0003	95.6852	-67.77198	-69.94322	0.5432	0	-0.0003	33.9455	33.9425	-0.0029	-0.000241	84	33.9455	33.9425	27.3222	27.3222	-0.0003	-0.000241	-0.0029	0.00E+00
85.875	-1.7473	-1.7474	2.683267	2.683032	4.86E-02	299.871	33.9447	-0.000234	-0.0001	95.5709	-67.77198	-69.94322	0.4644	0	-0.0001	33.9476	33.9445	-0.0031	-0.000235	85	33.9476	33.9445	27.324	27.324	-0.0001	-0.000235	-0.0031	0.00E+00
86.886	-1.7409	-1.7408	2.684051	2.683848	4.74E-02	299.938	33.9476	-0.000204	0.0001	95.4649	-67.77198	-69.94322	0.4052	0	0.0001	33.9506	33.9477	-0.003	-0.000203	86	33.9506	33.9477	27.3262	27.3262	0.0001	-0.000203	-0.003	0.00E+00
87.897	-1.7402	-1.7404	2.684256	2.684037	4.66E-02	299.577	33.9491	-0.000218	-0.0002	95.6041	-67.77197	-69.94322	0.4763	0	-0.0002	33.952	33.9492	-0.0029	-0.000219	87	33.952	33.9492	27.3274	27.3274	-0.0002	-0.000219	-0.0029	0.00E+00
88.907	-1.7484	-1.7482	2.683915	2.683709	4.64E-02	299.547	33.9531	-0.000207	0.0002	95.6855	-67.77196	-69.94322	0.4705	0	0.0002	33.956	33.9529	-0.0032	-0.000206	88	33.956	33.9529	27.3308	27.3308	0.0002	-0.000206	-0.0032	0.00E+00
89.918	-1.7594	-1.7591	2.683228	2.683038	4.48E-02	299.743	33.956	-0.00019	0.0003	95.6319	-67.77196	-69.94322	0.543	0	0.0003	33.9584	33.9554	-0.003	-0.000189	89	33.9584	33.9554	27.3331	27.3331	0.0003	-0.000189	-0.003	0.00E+00
90.928	-1.7609	-1.7604	2.683185	2.683009	4.45E-02	299.939	33.9562	-0.000177	0.0005	95.6256	-67.77196	-69.94322	0.5063	0	0.0005	33.9588	33.9558	-0.0031	-0.000176	90	33.9588	33.9558	27.3334	27.3334	0.0005	-0.000176	-0.0031	0.00E+00
91.939	-1.7584	-1.7576	2.683573	2.683436	4.43E-02	299.696	33.9581	-0.000139	0.0008	95.6727	-67.77196	-69.94322	0.4865	0	0.0008	33.9607	33.9579	-0.0029	-0.000137	91	33.9607	33.9579	27.3349	27.3349	0.0008	-0.000137	-0.0029	0.00E+00
92.949	-1.7637	-1.7634	2.683411	2.683236	4.39E-02	299.924	33.9615	-0.000175	0.0003	95.8127	-67.77196	-69.94322	0.4271	0	0.0003	33.9639	33.9611	-0.0028	-0.000175	92	33.9639	33.9611	27.3376	27.3376	0.0003	-0.000175	-0.0028	0.00E+00
93.96	-1.7695	-1.7693	2.683	2.682821	4.29E-02	299.743	33.9619	-0.000178	0.0002	95.8057	-67.77196	-69.94323	0.4094	0	0.0002	33.9643	33.9615	-0.0028	-0.000179	93	33.9643	33.9615	27.3381	27.3381	0.0002	-0.000179	-0.0028	0.00E+00
94.97	-1.7525	-1.7529	2.684647	2.684433	4.23E-02	299.154	33.9643	-0.000212	-0.0004	95.8751	-67.77196	-69.94324	0.229	0	-0.0004	33.9671	33.9645	-0.0025	-0.000214	94	33.9671	33.9645	27.3399	27.3399	-0.0004	-0.000214	-0.0025	0.00E+00
95.981	-1.7407	-1.7406	2.686055	2.685859	4.19E-02	298.673	33.9691	-0.000196	0.0001	95.8326	-67.77196	-69.94324	0.2649	0	0.0001	33.9725	33.9697	-0.0028	-0.000197	95	33.9725	33.9697	27.344	27.344	0.0001	-0.000197	-0.0028	0.00E+00
