PrDM	T090C	T190C	C0S/m	C1S/m	Par	Sbeox0Mm/Kg	Sal11	C2-C1S/m	T2-T190C	CStarTr0	Latitude	Longitude	FlECO-AFL	ModError	T2-T190C	Sal00	Sal11	SecS-priS	C2-C1S/m	DepSM	Sal00	Sal11	Sigma-t00	Sigma-t00	T2-T190C	C2-C1S/m	SecS-priS	Flag
870.465	1.3329	1.3326	3.037271	3.037135	1.00E-12	188.204	34.7284	-0.000137	-0.0004	96.655	-67.15718	-74.47608	-0.0712	0	-0.0004	34.7295	34.7282	-0.0013	-0.000137	860	34.7295	34.7282	27.8052	27.8052	-0.0004	-0.000137	-0.0013	0.00E+00
871.479	1.3329	1.3324	3.037314	3.037147	1.00E-12	188.382	34.7282	-0.000166	-0.0005	96.6605	-67.15718	-74.47608	-0.0712	0	-0.0005	34.7295	34.728	-0.0015	-0.000167	861	34.7295	34.728	27.8052	27.8052	-0.0005	-0.000167	-0.0015	0.00E+00
872.493	1.3318	1.3319	3.037268	3.03715	1.00E-12	188.37	34.7282	-0.000119	0.0001	96.6618	-67.15718	-74.47608	-0.0674	0	0.0001	34.7296	34.728	-0.0016	-0.000118	862	34.7296	34.728	27.8053	27.8053	0.0001	-0.000118	-0.0016	0.00E+00
873.507	1.3297	1.3298	3.037109	3.037002	1.00E-12	188.352	34.7281	-0.000107	0.0001	96.6562	-67.15718	-74.47606	-0.0704	0	0.0001	34.7293	34.7279	-0.0014	-0.000106	863	34.7293	34.7279	27.8052	27.8052	0.0001	-0.000106	-0.0014	0.00E+00
874.522	1.33	1.3292	3.03718	3.036998	1.00E-12	188.241	34.728	-0.00018	-0.0007	96.6622	-67.15718	-74.47606	-0.0708	0	-0.0007	34.7294	34.7279	-0.0015	-0.000182	864	34.7294	34.7279	27.8052	27.8052	-0.0007	-0.000182	-0.0015	0.00E+00
875.536	1.3294	1.3292	3.037198	3.037048	1.00E-12	188.267	34.7282	-0.000151	-0.0003	96.6571	-67.15718	-74.47606	-0.0702	0	-0.0003	34.7297	34.728	-0.0016	-0.00015	865	34.7297	34.728	27.8055	27.8055	-0.0003	-0.00015	-0.0016	0.00E+00
876.55	1.3285	1.3283	3.037154	3.037021	1.00E-12	188.29	34.7283	-0.000133	-0.0002	96.6656	-67.15718	-74.47606	-0.0741	0	-0.0002	34.7295	34.7281	-0.0014	-0.000133	866	34.7295	34.7281	27.8055	27.8055	-0.0002	-0.000133	-0.0014	0.00E+00
877.565	1.3244	1.3241	3.036846	3.036712	1.00E-12	188.4	34.7285	-0.000135	-0.0003	96.6584	-67.15718	-74.47606	-0.078	0	-0.0002	34.7296	34.7282	-0.0014	-0.000135	867	34.7296	34.7282	27.8059	27.8059	-0.0002	-0.000135	-0.0014	0.00E+00
878.579	1.3221	1.3217	3.036659	3.036517	1.00E-12	188.382	34.7281	-0.000141	-0.0004	96.6616	-67.15718	-74.47606	-0.0747	0	-0.0004	34.7292	34.7278	-0.0014	-0.000142	868	34.7292	34.7278	27.8056	27.8056	-0.0004	-0.000142	-0.0014	0.00E+00
879.593	1.3215	1.321	3.036649	3.036483	1.00E-12	188.252	34.7279	-0.000166	-0.0006	96.6598	-67.15718	-74.47606	-0.0744	0	-0.0006	34.7291	34.7276	-0.0015	-0.000167	869	34.7291	34.7276	27.8056	27.8056	-0.0006	-0.000167	-0.0015	0.00E+00
880.608	1.32	1.3194	3.036579	3.036404	1.00E-12	188.314	34.7281	-0.000173	-0.0006	96.6651	-67.15718	-74.47606	-0.0708	0	-0.0006	34.7293	34.7278	-0.0015	-0.000175	870	34.7293	34.7278	27.8059	27.8059	-0.0006	-0.000175	-0.0015	0.00E+00
881.622	1.3182	1.3179	3.036464	3.03631	1.00E-12	188.443	34.728	-0.000154	-0.0003	96.6605	-67.15718	-74.47606	-0.0687	0	-0.0003	34.7293	34.7277	-0.0016	-0.000153	871	34.7293	34.7277	27.806	27.806	-0.0003	-0.000153	-0.0016	0.00E+00
882.636	1.3178	1.3176	3.036471	3.036324	1.00E-12	188.296	34.7279	-0.000147	-0.0002	96.6661	-67.15718	-74.47606	-0.073	0	-0.0002	34.7292	34.7276	-0.0016	-0.000146	872	34.7292	34.7276	27.806	27.806	-0.0002	-0.000146	-0.0016	0.00E+00
883.651	1.317	1.3164	3.036435	3.036259	1.00E-12	188.469	34.7278	-0.000175	-0.0006	96.6609	-67.15718	-74.47606	-0.0765	0	-0.0006	34.7292	34.7276	-0.0016	-0.000176	873	34.7292	34.7276	27.806	27.806	-0.0006	-0.000176	-0.0016	0.00E+00
884.665	1.3163	1.3162	3.036408	3.036273	1.00E-12	188.45	34.7276	-0.000135	-0.0001	96.6645	-67.15718	-74.47606	-0.0739	0	-0.0001	34.729	34.7274	-0.0016	-0.000135	874	34.729	34.7274	27.8059	27.8059	-0.0001	-0.000135	-0.0016	0.00E+00
885.679	1.3155	1.3151	3.036386	3.036247	1.00E-12	188.466	34.7279	-0.00014	-0.0003	96.6694	-67.15718	-74.47606	-0.0709	0	-0.0003	34.7291	34.7277	-0.0014	-0.000139	875	34.7291	34.7277	27.806	27.806	-0.0003	-0.000139	-0.0014	0.00E+00
886.694	1.3145	1.3144	3.036347	3.036209	1.00E-12	188.397	34.7276	-0.000138	-0.0001	96.6705	-67.15718	-74.47606	-0.0715	0	-0.0001	34.7291	34.7275	-0.0016	-0.000138	876	34.7291	34.7275	27.8061	27.8061	-0.0001	-0.000138	-0.0016	0.00E+00
887.708	1.3143	1.3138	3.036357	3.036195	1.00E-12	188.287	34.7275	-0.000161	-0.0004	96.6602	-67.15718	-74.47606	-0.0722	0	-0.0004	34.7289	34.7273	-0.0016	-0.000162	877	34.7289	34.7273	27.806	27.806	-0.0004	-0.000162	-0.0016	0.00E+00
888.722	1.3139	1.3138	3.036389	3.036257	1.00E-12	188.385	34.7277	-0.000133	-0.0001	96.6345	-67.15718	-74.47606	-0.0742	0	-0.0001	34.7291	34.7276	-0.0015	-0.000132	878	34.7291	34.7276	27.8062	27.8062	-0.0001	-0.000132	-0.0015	0.00E+00
889.737	1.314	1.3136	3.03643	3.036295	1.00E-12	188.406	34.7279	-0.000136	-0.0004	96.6633	-67.15718	-74.47606	-0.0728	0	-0.0004	34.729	34.7277	-0.0013	-0.000135	879	34.729	34.7277	27.8061	27.8061	-0.0004	-0.000135	-0.0013	0.00E+00
890.751	1.314	1.3136	3.036489	3.036337	1.00E-12	188.458	34.7278	-0.000151	-0.0004	96.66	-67.15718	-74.47606	-0.0739	0	-0.0004	34.7292	34.7277	-0.0015	-0.000152	880	34.7292	34.7277	27.8062	27.8062	-0.0004	-0.000152	-0.0015	0.00E+00
891.765	1.3133	1.3129	3.036473	3.036322	1.00E-12	188.477	34.7279	-0.000151	-0.0004	96.6572	-67.15718	-74.47606	-0.0724	0	-0.0004	34.7292	34.7278	-0.0015	-0.000151	881	34.7292	34.7278	27.8063	27.8063	-0.0004	-0.000151	-0.0015	0.00E+00
892.78	1.3127	1.3122	3.036473	3.036304	1.00E-12	188.514	34.7278	-0.000169	-0.0005	96.6601	-67.15718	-74.47606	-0.07	0	-0.0005	34.7292	34.7277	-0.0016	-0.000169	882	34.7292	34.7277	27.8064	27.8064	-0.0005	-0.000169	-0.0016	0.00E+00
893.794	1.311	1.3098	3.03635	3.036125	1.00E-12	188.191	34.7277	-0.000224	-0.0013	96.6584	-67.15718	-74.47603	-0.0775	0	-0.0013	34.729	34.7276	-0.0015	-0.000225	883	34.729	34.7275	27.8063	27.8063	-0.0013	-0.000225	-0.0015	0.00E+00
894.809	1.3054	1.3051	3.035904	3.035748	1.00E-12	188.172	34.7276	-0.000156	-0.0003	96.6584	-67.1572	-74.47601	-0.0739	0	-0.0003	34.7289	34.7273	-0.0016	-0.000157	884	34.7289	34.7273	27.8066	27.8066	-0.0003	-0.000157	-0.0016	0.00E+00
895.823	1.3026	1.3023	3.035688	3.035531	1.00E-12	188.05	34.7274	-0.000159	-0.0003	96.6576	-67.1572	-74.476	-0.0729	0	-0.0003	34.7287	34.7271	-0.0017	-0.000158	885	34.7287	34.7271	27.8067	27.8067	-0.0003	-0.000158	-0.0017	0.00E+00
896.837	1.302	1.3017	3.035653	3.035501	1.00E-12	188.045	34.7271	-0.000152	-0.0003	96.6577	-67.1572	-74.47601	-0.074	0	-0.0003	34.7284	34.7268	-0.0016	-0.000152	886	34.7284	34.7268	27.8064	27.8064	-0.0003	-0.000152	-0.0016	0.00E+00
897.852	1.3023	1.3026	3.035713	3.035619	1.00E-12	187.801	34.727	-0.000096	0.0003	96.6457	-67.1572	-74.47605	-0.0743	0	0.0003	34.7283	34.7268	-0.0015	-0.000094	887	34.7283	34.7268	27.8063	27.8063	0.0003	-0.000094	-0.0015	0.00E+00
898.866	1.3016	1.3013	3.035697	3.035557	1.00E-12	187.747	34.727	-0.000143	-0.0003	96.6536	-67.1572	-74.47606	-0.0721	0	-0.0003	34.7283	34.7269	-0.0015	-0.000141	888	34.7283	34.7269	27.8064	27.8064	-0.0003	-0.000141	-0.0015	0.00E+00
899.881	1.3005	1.3005	3.035653	3.035522	1.00E-12	187.823	34.7269	-0.00013	0	96.6376	-67.1572	-74.47606	-0.0693	0	0	34.7284	34.7267	-0.0016	-0.000132	889	34.7284	34.7267	27.8065	27.8065	0	-0.000132	-0.0016	0.00E+00
900.895	1.2993	1.2991	3.035571	3.035436	1.00E-12	187.831	34.7268	-0.000135	-0.0002	96.6519	-67.1572	-74.47606	-0.0698	0	-0.0002	34.7281	34.7266	-0.0015	-0.000135	890	34.7281	34.7266	27.8064	27.8064	-0.0002	-0.000135	-0.0015	0.00E+00
901.909	1.2989	1.2985	3.035574	3.035425	1.00E-12	187.809	34.7267	-0.000148	-0.0003	96.6467	-67.1572	-74.47605	-0.0714	0	-0.0004	34.728	34.7265	-0.0015	-0.000149	891	34.728	34.7265	27.8064	27.8064	-0.0004	-0.000149	-0.0015	0.00E+00
902.924	1.2991	1.2988	3.035658	3.035506	1.00E-12	187.718	34.7268	-0.000152	-0.0003	96.6537	-67.1572	-74.47602	-0.071	0	-0.0003	34.7282	34.7267	-0.0016	-0.000152	892	34.7282	34.7267	27.8065	27.8065	-0.0003	-0.000152	-0.0016	0.00E+00
903.938	1.2988	1.2985	3.035671	3.035525	1.00E-12	187.878	34.7269	-0.000147	-0.0003	96.6463	-67.1572	-74.47598	-0.0726	0	-0.0003	34.7283	34.7267	-0.0016	-0.000146	893	34.7283	34.7267	27.8066	27.8066	-0.0003	-0.000146	-0.0016	0.00E+00
904.953	1.2988	1.2984	3.035725	3.035559	1.00E-12	187.937	34.7269	-0.000164	-0.0005	96.6538	-67.1572	-74.47598	-0.0745	0	-0.0005	34.7283	34.7267	-0.0016	-0.000165	894	34.7283	34.7267	27.8066	27.8066	-0.0005	-0.000165	-0.0016	0.00E+00
905.967	1.2982	1.298	3.035729	3.035579	1.00E-12	188.119	34.727	-0.00015	-0.0002	96.6562	-67.1572	-74.47596	-0.0762	0	-0.0002	34.7285	34.7269	-0.0016	-0.00015	895	34.7285	34.7269	27.8068	27.8068	-0.0002	-0.00015	-0.0016	0.00E+00
906.982	1.2973	1.2967	3.035691	3.035514	1.00E-12	188.204	34.727	-0.000175	-0.0006	96.6604	-67.1572	-74.47596	-0.0736	0	-0.0006	34.7284	34.7268	-0.0016	-0.000177	896	34.7284	34.7268	27.8068	27.8068	-0.0006	-0.000177	-0.0016	0.00E+00
907.996	1.2951	1.295	3.035527	3.0354	1.00E-12	188.082	34.7269	-0.000128	-0.0001	96.6579	-67.15721	-74.47598	-0.0735	0	-0.0001	34.7282	34.7267	-0.0015	-0.000127	897	34.7282	34.7267	27.8068	27.8068	-0.0001	-0.000127	-0.0015	0.00E+00
909.011	1.294	1.2936	3.035469	3.035324	1.00E-12	187.928	34.7269	-0.000145	-0.0004	96.6566	-67.15722	-74.476	-0.0717	0	-0.0004	34.7281	34.7267	-0.0014	-0.000145	898	34.7281	34.7267	27.8068	27.8068	-0.0004	-0.000145	-0.0014	0.00E+00
910.025	1.2922	1.292	3.035367	3.035235	1.00E-12	188.082	34.727	-0.000131	-0.0002	96.6624	-67.15722	-74.476	-0.0731	0	-0.0002	34.7283	34.7268	-0.0015	-0.000132	899	34.7283	34.7268	27.807	27.807	-0.0002	-0.000132	-0.0015	0.00E+00
911.04	1.2909	1.2903	3.035302	3.035135	1.00E-12	188.179	34.727	-0.000169	-0.0006	96.6626	-67.15722	-74.476	-0.0726	0	-0.0006	34.7283	34.7268	-0.0015	-0.000168	900	34.7283	34.7268	27.8072	27.8072	-0.0006	-0.000168	-0.0015	0.00E+00
912.054	1.2898	1.2894	3.035243	3.035089	1.00E-12	188.256	34.7269	-0.000151	-0.0004	96.655	-67.15722	-74.476	-0.0704	0	-0.0004	34.7282	34.7267	-0.0015	-0.000153	901	34.7282	34.7267	27.8071	27.8071	-0.0004	-0.000153	-0.0015	0.00E+00
913.069	1.2897	1.2894	3.035279	3.035126	1.00E-12	188.168	34.7268	-0.000153	-0.0003	96.6452	-67.15722	-74.476	-0.0749	0	-0.0003	34.7282	34.7266	-0.0016	-0.000153	902	34.7282	34.7266	27.8071	27.8071	-0.0003	-0.000153	-0.0016	0.00E+00
914.083	1.2894	1.2891	3.035288	3.035138	1.00E-12	188.055	34.7266	-0.00015	-0.0003	96.6563	-67.15722	-74.476	-0.0751	0	-0.0003	34.7281	34.7265	-0.0016	-0.000149	903	34.7281	34.7265	27.8071	27.8071	-0.0003	-0.000149	-0.0016	0.00E+00
915.097	1.2873	1.2869	3.035149	3.03499	1.00E-12	188.323	34.7267	-0.000158	-0.0004	96.6566	-67.15722	-74.476	-0.0704	0	-0.0004	34.7281	34.7265	-0.0016	-0.000159	904	34.7281	34.7265	27.8072	27.8072	-0.0004	-0.000159	-0.0015	0.00E+00
916.112	1.2856	1.2854	3.035061	3.034912	1.00E-12	188.273	34.7269	-0.000149	-0.0002	96.6591	-67.15722	-74.476	-0.0696	0	-0.0002	34.7283	34.7266	-0.0016	-0.000149	905	34.7283	34.7266	27.8075	27.8075	-0.0002	-0.000149	-0.0016	0.00E+00
917.126	1.2854	1.2851	3.035085	3.034938	1.00E-12	188.349	34.7269	-0.000148	-0.0004	96.6575	-67.15722	-74.476	-0.0766	0	-0.0004	34.7282	34.7267	-0.0015	-0.000147	906	34.7282	34.7267	27.8075	27.8075	-0.0004	-0.000147	-0.0015	0.00E+00
918.141	1.2857	1.2853	3.035151	3.034992	1.00E-12	188.461	34.7267	-0.000159	-0.0004	96.656	-67.15722	-74.47599	-0.0732	0	-0.0004	34.7282	34.7266	-0.0016	-0.000159	907	34.7282	34.7266	27.8074	27.8074	-0.0004	-0.000159	-0.0016	0.00E+00
919.156	1.2862	1.2858	3.035235	3.035074	1.00E-12	188.534	34.7266	-0.00016	-0.0004	96.6588	-67.15722	-74.47598	-0.0783	0	-0.0004	34.7281	34.7265	-0.0016	-0.00016	908	34.7281	34.7265	27.8073	27.8073	-0.0004	-0.00016	-0.0016	0.00E+00
920.17	1.285	1.2846	3.03519	3.035038	1.00E-12	188.649	34.727	-0.000151	-0.0004	96.656	-67.15722	-74.47598	-0.0847	0	-0.0004	34.7283	34.7268	-0.0015	-0.000152	909	34.7283	34.7268	27.8076	27.8076	-0.0004	-0.000152	-0.0015	0.00E+00
921.185	1.2837	1.2834	3.035135	3.03498	1.00E-12	188.418	34.727	-0.000156	-0.0003	96.662	-67.15722	-74.47598	-0.0715	0	-0.0003	34.7285	34.7268	-0.0016	-0.000155	910	34.7285	34.7268	27.8078	27.8078	-0.0003	-0.000155	-0.0016	0.00E+00
922.199	1.2825	1.2821	3.035056	3.034909	1.00E-12	188.399	34.7269	-0.000146	-0.0004	96.6659	-67.15722	-74.47598	-0.0731	0	-0.0004	34.7282	34.7268	-0.0014	-0.000147	911	34.7282	34.7268	27.8077	27.8077	-0.0004	-0.000147	-0.0014	0.00E+00
923.214	1.2826	1.2823	3.035095	3.034952	1.00E-12	188.408	34.7267	-0.000144	-0.0003	96.6674	-67.15722	-74.47598	-0.0681	0	-0.0003	34.728	34.7266	-0.0015	-0.000143	912	34.728	34.7266	27.8075	27.8075	-0.0003	-0.000143	-0.0014	0.00E+00
924.228	1.2822	1.2819	3.035112	3.034966	1.00E-12	188.479	34.7268	-0.000144	-0.0003	96.6435	-67.15722	-74.47598	-0.0712	0	-0.0003	34.7282	34.7267	-0.0015	-0.000146	913	34.7282	34.7267	27.8077	27.8077	-0.0003	-0.000146	-0.0015	0.00E+00
925.243	1.2813	1.2809	3.035075	3.034932	1.00E-12	188.534	34.7268	-0.000145	-0.0003	96.663	-67.15722	-74.47595	-0.0735	0	-0.0003	34.7281	34.7267	-0.0015	-0.000143	914	34.7281	34.7267	27.8077	27.8077	-0.0003	-0.000143	-0.0015	0.00E+00
926.257	1.2811	1.2808	3.035112	3.034957	1.00E-12	188.536	34.7268	-0.000155	-0.0003	96.6548	-67.15722	-74.47594	-0.0726	0	-0.0003	34.7283	34.7266	-0.0017	-0.000156	915	34.7283	34.7266	27.8078	27.8078	-0.0003	-0.000155	-0.0017	0.00E+00
927.272	1.2803	1.2801	3.035094	3.034951	1.00E-12	188.563	34.7269	-0.000144	-0.0003	96.6688	-67.15722	-74.47594	-0.0735	0	-0.0003	34.7283	34.7268	-0.0015	-0.000144	916	34.7283	34.7268	27.8079	27.8079	-0.0003	-0.000144	-0.0015	0.00E+00
928.286	1.2794	1.2792	3.035045	3.034903	1.00E-12	188.564	34.7267	-0.000142	-0.0002	96.6671	-67.15722	-74.47594	-0.0701	0	-0.0002	34.7282	34.7266	-0.0016	-0.000142	917	34.7282	34.7266	27.8079	27.8079	-0.0002	-0.000142	-0.0016	0.00E+00
929.301	1.2784	1.2783	3.034993	3.034857	1.00E-12	188.609	34.7266	-0.000136	-0.0002	96.6629	-67.15722	-74.47594	-0.0701	0	-0.0002	34.728	34.7265	-0.0016	-0.000136	918	34.728	34.7265	27.8078	27.8078	-0.0002	-0.000136	-0.0016	0.00E+00
930.315	1.2776	1.2774	3.034965	3.034822	1.00E-12	188.587	34.7265	-0.000143	-0.0002	96.6707	-67.15722	-74.47594	-0.0689	0	-0.0002	34.7279	34.7264	-0.0016	-0.000143	919	34.7279	34.7264	27.8078	27.8078	-0.0002	-0.000143	-0.0016	0.00E+00
931.33	1.2766	1.2762	3.034926	3.034775	1.00E-12	188.453	34.7267	-0.000151	-0.0003	96.6713	-67.15722	-74.47594	-0.066	0	-0.0003	34.7281	34.7265	-0.0016	-0.000151	920	34.7281	34.7265	27.808	27.808	-0.0003	-0.000151	-0.0016	0.00E+00
932.345	1.2747	1.2745	3.034811	3.034662	1.00E-12	188.427	34.7267	-0.000149	-0.0002	96.6716	-67.15722	-74.47594	-0.0699	0	-0.0002	34.7281	34.7265	-0.0017	-0.000148	921	34.7281	34.7265	27.8082	27.8082	-0.0002	-0.000148	-0.0017	0.00E+00
933.359	1.2734	1.2731	3.034743	3.034587	1.00E-12	188.576	34.7267	-0.000154	-0.0004	96.6671	-67.15722	-74.47594	-0.0723	0	-0.0004	34.7281	34.7265	-0.0016	-0.000155	922	34.7281	34.7265	27.8082	27.8082	-0.0004	-0.000155	-0.0016	0.00E+00
934.374	1.2726	1.2723	3.034705	3.034553	1.00E-12	188.678	34.7266	-0.000153	-0.0003	96.6696	-67.15722	-74.47594	-0.0704	0	-0.0003	34.728	34.7264	-0.0016	-0.000152	923	34.728	34.7264	27.8082	27.8082	-0.0003	-0.000152	-0.0016	0.00E+00
935.388	1.2719	1.2716	3.034688	3.034532	1.00E-12	188.704	34.7265	-0.000157	-0.0003	96.666	-67.15722	-74.47593	-0.0698	0	-0.0003	34.7279	34.7263	-0.0017	-0.000156	924	34.7279	34.7263	27.8082	27.8082	-0.0003	-0.000156	-0.0017	0.00E+00
936.403	1.2722	1.2717	3.03474	3.034578	1.00E-12	188.65	34.7264	-0.000162	-0.0005	96.6624	-67.15722	-74.47594	-0.0711	0	-0.0005	34.7278	34.7262	-0.0015	-0.000162	925	34.7278	34.7262	27.808	27.808	-0.0005	-0.000162	-0.0015	0.00E+00
937.417	1.2722	1.2713	3.034791	3.034593	1.00E-12	188.587	34.7264	-0.000197	-0.0009	96.6674	-67.15722	-74.47594	-0.0764	0	-0.0009	34.7279	34.7263	-0.0016	-0.000198	926	34.7279	34.7263	27.8081	27.8081	-0.0009	-0.000198	-0.0016	0.00E+00
938.432	1.2722	1.2719	3.034855	3.034702	1.00E-12	188.729	34.7265	-0.000154	-0.0003	96.6684	-67.15722	-74.47592	-0.0953	0	-0.0003	34.7281	34.7264	-0.0017	-0.000153	927	34.7281	34.7264	27.8083	27.8083	-0.0003	-0.000153	-0.0016	0.00E+00
939.447	1.2728	1.2725	3.034966	3.034818	1.00E-12	188.857	34.7268	-0.000147	-0.0003	96.6603	-67.15722	-74.4759	-0.0864	0	-0.0003	34.7282	34.7267	-0.0015	-0.000148	928	34.7282	34.7267	27.8083	27.8083	-0.0003	-0.000148	-0.0015	0.00E+00
940.461	1.2732	1.2729	3.035058	3.034902	1.00E-12	188.901	34.7268	-0.000157	-0.0003	96.6572	-67.15722	-74.47588	-0.0756	0	-0.0003	34.7284	34.7268	-0.0016	-0.000156	929	34.7284	34.7268	27.8085	27.8085	-0.0003	-0.000156	-0.0016	0.00E+00
941.476	1.273	1.2727	3.035081	3.034926	1.00E-12	188.838	34.7268	-0.000156	-0.0003	96.6683	-67.15722	-74.47588	-0.0718	0	-0.0003	34.7283	34.7267	-0.0016	-0.000155	930	34.7283	34.7267	27.8084	27.8084	-0.0003	-0.000155	-0.0016	0.00E+00
942.491	1.272	1.2716	3.035035	3.034882	1.00E-12	188.967	34.7269	-0.00015	-0.0004	96.6791	-67.15722	-74.47586	-0.0724	0	-0.0004	34.7284	34.7269	-0.0015	-0.000153	931	34.7284	34.7269	27.8085	27.8085	-0.0004	-0.000153	-0.0015	0.00E+00
943.505	1.2709	1.2706	3.034978	3.034833	1.00E-12	189.085	34.7268	-0.000148	-0.0003	96.6637	-67.15723	-74.47588	-0.0678	0	-0.0003	34.7282	34.7267	-0.0015	-0.000146	932	34.7282	34.7267	27.8085	27.8085	-0.0003	-0.000145	-0.0015	0.00E+00
944.52	1.2714	1.2716	3.035059	3.034941	1.00E-12	188.829	34.7266	-0.000118	0.0001	96.6611	-67.15724	-74.47591	-0.0693	0	0.0001	34.7281	34.7265	-0.0017	-0.000118	933	34.7281	34.7265	27.8084	27.8084	0.0001	-0.000117	-0.0017	0.00E+00
945.534	1.2696	1.2698	3.03497	3.034867	1.00E-12	188.844	34.727	-0.000105	0.0002	96.6404	-67.15724	-74.47591	-0.0742	0	0.0002	34.7284	34.7269	-0.0015	-0.000103	934	34.7284	34.7269	27.8087	27.8087	0.0002	-0.000103	-0.0015	0.00E+00
946.549	1.2683	1.268	3.034879	3.034729	1.00E-12	188.772	34.7268	-0.000147	-0.0004	96.6473	-67.15724	-74.4759	-0.0763	0	-0.0004	34.7281	34.7266	-0.0015	-0.00015	935	34.7281	34.7266	27.8086	27.8086	-0.0004	-0.00015	-0.0015	0.00E+00
947.564	1.2685	1.2682	3.034951	3.034798	1.00E-12	188.921	34.7268	-0.000154	-0.0003	96.6531	-67.15724	-74.47587	-0.0707	0	-0.0003	34.7283	34.7267	-0.0016	-0.000153	936	34.7283	34.7267	27.8087	27.8087	-0.0003	-0.000153	-0.0016	0.00E+00
948.578	1.2686	1.2683	3.035007	3.034848	1.00E-12	189.104	34.7268	-0.000159	-0.0003	96.6549	-67.15724	-74.47586	-0.0723	0	-0.0003	34.7284	34.7267	-0.0017	-0.00016	937	34.7284	34.7267	27.8088	27.8088	-0.0003	-0.00016	-0.0017	0.00E+00
949.593	1.2673	1.2668	3.034945	3.034782	1.00E-12	189.219	34.727	-0.000164	-0.0005	96.6552	-67.15724	-74.47586	-0.0759	0	-0.0005	34.7284	34.7269	-0.0015	-0.000163	938	34.7284	34.7269	27.8089	27.8089	-0.0005	-0.000163	-0.0015	0.00E+00
950.608	1.2662	1.2659	3.034892	3.034726	1.00E-12	189.235	34.7268	-0.000164	-0.0003	96.659	-67.15722	-74.47584	-0.074	0	-0.0003	34.7284	34.7266	-0.0017	-0.000166	939	34.7284	34.7266	27.8089	27.8089	-0.0003	-0.000166	-0.0017	0.00E+00
951.622	1.2658	1.2653	3.034884	3.034708	1.00E-12	189.215	34.7267	-0.000175	-0.0005	96.6542	-67.15722	-74.47584	-0.0742	0	-0.0005	34.7282	34.7265	-0.0017	-0.000176	940	34.7282	34.7265	27.8088	27.8088	-0.0005	-0.000176	-0.0017	0.00E+00
952.637	1.2669	1.2669	3.035012	3.034898	1.00E-12	189.014	34.7266	-0.000115	0.0001	96.6649	-67.15723	-74.47587	-0.0728	0	0.0001	34.7281	34.7266	-0.0015	-0.000115	941	34.7281	34.7266	27.8086	27.8086	0.0001	-0.000115	-0.0015	0.00E+00
953.652	1.2663	1.2666	3.035033	3.034949	1.00E-12	188.956	34.7271	-0.000084	0.0003	96.6419	-67.15724	-74.47588	-0.0724	0	0.0003	34.7284	34.727	-0.0014	-0.000084	942	34.7284	34.727	27.8089	27.8089	0.0003	-0.000084	-0.0014	0.00E+00
954.666	1.2628	1.2624	3.034759	3.034621	1.00E-12	189.11	34.7271	-0.00014	-0.0004	96.6516	-67.15724	-74.47586	-0.0749	0	-0.0004	34.7282	34.7269	-0.0014	-0.000138	943	34.7282	34.7269	27.8091	27.8091	-0.0004	-0.000138	-0.0014	0.00E+00
955.681	1.2622	1.2617	3.034729	3.034575	1.00E-12	189.003	34.7267	-0.000153	-0.0004	96.6564	-67.15724	-74.47586	-0.0763	0	-0.0004	34.728	34.7265	-0.0015	-0.000154	944	34.728	34.7265	27.8089	27.8089	-0.0004	-0.000154	-0.0015	0.00E+00
956.696	1.2619	1.2616	3.034764	3.034614	1.00E-12	189.098	34.7268	-0.000148	-0.0003	96.6346	-67.15722	-74.47586	-0.0782	0	-0.0003	34.7281	34.7266	-0.0015	-0.00015	945	34.7281	34.7266	27.809	27.809	-0.0003	-0.00015	-0.0015	0.00E+00
957.711	1.2611	1.2607	3.034729	3.034575	1.00E-12	189.074	34.7267	-0.000155	-0.0004	96.6543	-67.15722	-74.47586	-0.0747	0	-0.0004	34.728	34.7265	-0.0015	-0.000154	946	34.728	34.7265	27.809	27.809	-0.0004	-0.000154	-0.0015	0.00E+00
958.725	1.2595	1.2594	3.034632	3.034509	1.00E-12	189.218	34.7268	-0.000123	-0.0001	96.6571	-67.15722	-74.47586	-0.0736	0	-0.0001	34.728	34.7265	-0.0015	-0.000123	947	34.728	34.7265	27.8091	27.8091	-0.0001	-0.000123	-0.0015	0.00E+00
959.74	1.2589	1.2577	3.034595	3.034382	1.00E-12	189.184	34.7264	-0.00021	-0.0011	96.655	-67.15722	-74.47586	-0.0726	0	-0.0011	34.7277	34.7262	-0.0014	-0.000212	948	34.7277	34.7262	27.8089	27.8089	-0.0011	-0.000212	-0.0014	0.00E+00
960.755	1.2584	1.2582	3.034584	3.034446	1.00E-12	189.026	34.7262	-0.000137	-0.0002	96.6702	-67.15724	-74.47586	-0.0733	0	-0.0002	34.7275	34.726	-0.0015	-0.000137	949	34.7275	34.726	27.8088	27.8088	-0.0002	-0.000137	-0.0015	0.00E+00
961.769	1.2562	1.2557	3.034439	3.034279	1.00E-12	189.18	34.7262	-0.000161	-0.0005	96.6688	-67.15723	-74.47585	-0.0715	0	-0.0004	34.7275	34.726	-0.0016	-0.000161	950	34.7275	34.726	27.8089	27.8089	-0.0004	-0.00016	-0.0016	0.00E+00
