PrDM	T090C	T190C	C0S/m	C1S/m	Par	Sbeox0Mm/Kg	Sal11	C2-C1S/m	T2-T190C	CStarTr0	Latitude	Longitude	FlECO-AFL	ModError	T2-T190C	Sal00	Sal11	SecS-priS	C2-C1S/m	DepSM	Sal00	Sal11	Sigma-t00	Sigma-t00	T2-T190C	C2-C1S/m	SecS-priS	Flag
15.151	1.1734	1.1738	2.914056	2.913826	1.00E-12	339.127	33.8165	-0.000233	0.0004	92.0491	-67.1574	-74.47628	0.6025	0	0.0004	33.8192	33.8158	-0.0034	-0.00023	15	33.8192	33.8158	27.0847	27.0847	0.0004	-0.00023	-0.0034	0.00E+00
16.161	1.1722	1.1727	2.914004	2.913796	1.00E-12	339.189	33.8166	-0.000209	0.0005	91.9933	-67.1574	-74.47628	0.5865	0	0.0005	33.8192	33.8159	-0.0033	-0.000207	16	33.8192	33.8159	27.0847	27.0847	0.0005	-0.000207	-0.0033	0.00E+00
17.172	1.1722	1.172	2.914026	2.913787	1.00E-12	339.034	33.8165	-0.000238	-0.0001	91.9742	-67.1574	-74.47628	0.6089	0	-0.0002	33.8189	33.816	-0.0029	-0.00024	17	33.8189	33.816	27.0846	27.0846	-0.0002	-0.00024	-0.0029	0.00E+00
18.182	1.1667	1.1651	2.913702	2.913334	1.00E-12	338.96	33.8176	-0.000365	-0.0016	92.0554	-67.1574	-74.47628	0.6271	0	-0.0016	33.8201	33.8171	-0.003	-0.000368	18	33.8201	33.8171	27.0859	27.0859	-0.0016	-0.000368	-0.003	0.00E+00
19.192	1.1641	1.1652	2.913521	2.913367	1.00E-12	338.934	33.8172	-0.000158	0.0011	91.9984	-67.1574	-74.47628	0.616	0	0.0011	33.82	33.8169	-0.0032	-0.000154	19	33.82	33.8168	27.086	27.086	0.0011	-0.000154	-0.0032	0.00E+00
20.202	1.1596	1.1609	2.913236	2.913105	1.00E-12	339.17	33.818	-0.000135	0.0013	92.0465	-67.1574	-74.47628	0.6482	0	0.0013	33.8207	33.8176	-0.0032	-0.000131	20	33.8207	33.8176	27.0868	27.0868	0.0013	-0.00013	-0.0032	0.00E+00
21.212	1.151	1.1516	2.912583	2.912397	1.00E-12	339.292	33.8186	-0.000187	0.0006	92.019	-67.1574	-74.47628	0.6737	0	0.0006	33.821	33.818	-0.003	-0.000186	21	33.821	33.818	27.0876	27.0876	0.0006	-0.000186	-0.003	0.00E+00
22.222	1.1455	1.1467	2.91218	2.912063	1.00E-12	339.469	33.8191	-0.000119	0.0013	92.0863	-67.15741	-74.47626	0.6793	0	0.0013	33.8213	33.8184	-0.0029	-0.000117	22	33.8213	33.8184	27.0882	27.0882	0.0013	-0.000117	-0.0029	0.00E+00
23.232	1.1355	1.1352	2.911431	2.911177	1.00E-12	339.102	33.8198	-0.000252	-0.0003	92.0071	-67.15742	-74.47624	0.6821	0	-0.0003	33.8219	33.8189	-0.0029	-0.000253	23	33.8219	33.8189	27.0893	27.0893	-0.0003	-0.000253	-0.0029	0.00E+00
24.243	1.1345	1.138	2.911413	2.911427	1.00E-12	339.442	33.8192	0.000006	0.0034	92.096	-67.15741	-74.47624	0.7595	0	0.0034	33.8221	33.8186	-0.0036	0.000014	24	33.8221	33.8186	27.0896	27.0896	0.0034	0.000014	-0.0036	0.00E+00
25.253	1.1285	1.1297	2.910991	2.910868	1.00E-12	339.347	33.8204	-0.000125	0.0012	92.0967	-67.1574	-74.47626	0.7711	0	0.0011	33.8226	33.8198	-0.0028	-0.000123	25	33.8226	33.8198	27.0904	27.0904	0.0011	-0.000123	-0.0028	0.00E+00
26.263	1.1291	1.1242	2.91113	2.9105	1.00E-12	338.868	33.821	-0.000615	-0.0048	92.1376	-67.1574	-74.4763	0.7615	0	-0.0049	33.8232	33.8204	-0.0026	-0.00063	26	33.8232	33.8204	27.0908	27.0908	-0.0049	-0.00063	-0.0026	0.00E+00
27.273	1.1239	1.1245	2.910747	2.910539	1.00E-12	339.182	33.8206	-0.000205	0.0006	92.0849	-67.1574	-74.47625	0.8111	0	0.0006	33.8234	33.8201	-0.0033	-0.000208	27	33.8234	33.8201	27.0913	27.0913	0.0006	-0.000208	-0.0033	0.00E+00
28.283	1.1195	1.1199	2.91044	2.910286	1.00E-12	339.556	33.8218	-0.000159	0.0004	92.0936	-67.1574	-74.47624	0.7898	0	0.0004	33.8236	33.8212	-0.0025	-0.000153	28	33.8236	33.8212	27.0918	27.0918	0.0004	-0.000153	-0.0025	0.00E+00
29.294	1.0957	1.0962	2.908654	2.908453	1.00E-12	340.007	33.824	-0.000202	0.0005	92.0708	-67.1574	-74.47622	0.8099	0	0.0005	33.8259	33.8227	-0.0031	-0.000201	29	33.8259	33.8227	27.0951	27.0951	0.0005	-0.000201	-0.0031	0.00E+00
30.304	1.0635	1.0644	2.906135	2.905972	1.00E-12	340.521	33.8268	-0.000164	0.0009	92.0542	-67.15741	-74.47622	0.8334	0	0.0009	33.8279	33.8248	-0.0031	-0.000163	30	33.8279	33.8248	27.0989	27.0989	0.0009	-0.000163	-0.0031	0.00E+00
31.314	1.073	1.0677	2.906949	2.906243	1.00E-12	339.856	33.8253	-0.000701	-0.0054	91.9941	-67.1574	-74.47625	0.829	0	-0.0054	33.8274	33.8242	-0.0031	-0.000705	31	33.8274	33.8242	27.0979	27.0979	-0.0054	-0.000705	-0.0031	0.00E+00
32.324	1.0674	1.0664	2.906523	2.906191	1.00E-12	339.927	33.8251	-0.000344	-0.001	92.0378	-67.15742	-74.47624	0.9346	0	-0.001	33.8275	33.8243	-0.0033	-0.000332	32	33.8275	33.8243	27.0983	27.0983	-0.001	-0.000332	-0.0033	0.00E+00
33.334	1.0492	1.0484	2.905223	2.904981	1.00E-12	340.147	33.829	-0.000251	-0.0008	92.0245	-67.15742	-74.47622	0.9059	0	-0.0008	33.83	33.8277	-0.0024	-0.000242	33	33.83	33.8277	27.1015	27.1015	-0.0008	-0.000242	-0.0024	0.00E+00
34.345	1.0058	1.0053	2.90182	2.901574	1.00E-12	341.406	33.8327	-0.000252	-0.0005	91.958	-67.15742	-74.47621	0.9508	0	-0.0005	33.8329	33.8302	-0.0027	-0.000246	34	33.8329	33.8302	27.1066	27.1066	-0.0005	-0.000246	-0.0027	0.00E+00
35.355	0.9701	0.9707	2.89912	2.898862	1.00E-12	341.966	33.8353	-0.000268	0.0006	91.8404	-67.15742	-74.4762	1.0654	0	0.0006	33.8362	33.8323	-0.0041	-0.000258	35	33.8363	33.8323	27.1116	27.1116	0.0006	-0.000258	-0.0041	0.00E+00
36.365	0.8867	0.874	2.89255	2.891281	1.00E-12	345.347	33.8439	-0.001258	-0.0127	91.5291	-67.15742	-74.47621	1.1978	0	-0.0127	33.8418	33.8392	-0.0024	-0.001268	36	33.8418	33.8393	27.1212	27.1212	-0.0127	-0.001268	-0.0024	0.00E+00
37.375	0.5585	0.55	2.866761	2.865728	1.00E-12	344.305	33.8744	-0.001038	-0.0085	91.201	-67.15742	-74.47622	1.3793	0	-0.0085	33.8654	33.8613	-0.0042	-0.001033	37	33.8655	33.8613	27.1601	27.1601	-0.0085	-0.001033	-0.0042	0.00E+00
38.385	0.2789	0.2737	2.844344	2.843678	1.00E-12	343.288	33.8952	-0.000676	-0.0052	90.5919	-67.15742	-74.47622	1.8035	0	-0.0052	33.879	33.876	-0.0032	-0.000666	38	33.8791	33.876	27.1867	27.1867	-0.0052	-0.000666	-0.0032	0.00E+00
39.396	-0.0021	-0.003	2.82234	2.82227	1.00E-12	347.065	33.9247	-0.000091	-0.0008	90.1422	-67.15742	-74.47622	1.8563	0	-0.0008	33.899	33.8989	-0.0003	-0.00007	39	33.899	33.899	27.2175	27.2175	-0.0008	-0.00007	-0.0003	0.00E+00
40.406	-0.3302	-0.3336	2.795972	2.795495	1.00E-12	349.617	33.9431	-0.000491	-0.0034	89.943	-67.15742	-74.47622	1.8725	0	-0.0034	33.9123	33.9098	-0.0028	-0.000477	40	33.9124	33.9098	27.2442	27.2442	-0.0034	-0.000477	-0.0028	0.00E+00
41.416	-0.4069	-0.4076	2.789188	2.788812	1.00E-12	348.028	33.9328	-0.000398	-0.0007	89.681	-67.15742	-74.47622	1.8856	0	-0.0007	33.9066	33.9023	-0.0045	-0.000376	41	33.9066	33.9023	27.243	27.243	-0.0007	-0.000376	-0.0045	0.00E+00
42.426	-0.3664	-0.3601	2.793163	2.793045	1.00E-12	342.99	33.9206	-0.000164	0.0064	89.5972	-67.15742	-74.47622	2.1292	0	0.0063	33.914	33.9053	-0.0093	-0.000118	42	33.914	33.9054	27.2472	27.2472	0.0063	-0.000118	-0.0093	0.00E+00
43.437	-0.5973	-0.5982	2.775199	2.774825	1.00E-12	340.066	33.9467	-0.000412	-0.0009	89.3855	-67.15742	-74.47622	2.211	0	-0.0008	33.9305	33.9264	-0.0046	-0.000374	43	33.9305	33.9265	27.2707	27.2707	-0.0008	-0.000374	-0.0046	0.00E+00
44.447	-0.772	-0.7752	2.760883	2.760324	1.00E-12	338.187	33.9516	-0.00058	-0.0032	89.2941	-67.15742	-74.47623	2.3583	0	-0.0031	33.9328	33.9288	-0.0043	-0.00056	44	33.9328	33.9288	27.2797	27.2797	-0.0031	-0.00056	-0.0043	0.00E+00
45.457	-0.8691	-0.8646	2.753308	2.753376	1.00E-12	336.8	33.9558	0.000033	0.0045	88.9733	-67.15742	-74.47623	2.5818	0	0.0045	33.9388	33.9346	-0.0047	0.000068	45	33.9388	33.9346	27.2883	27.2883	0.0045	0.000069	-0.0047	0.00E+00
46.467	-0.9274	-0.929	2.748883	2.748377	1.00E-12	335.575	33.957	-0.00052	-0.0016	88.8999	-67.15742	-74.47622	2.8239	0	-0.0016	33.9438	33.9387	-0.0053	-0.000506	46	33.9438	33.9387	27.2946	27.2946	-0.0016	-0.000506	-0.0053	0.00E+00
47.478	-0.9792	-0.9803	2.745154	2.744739	1.00E-12	329.559	33.9602	-0.000422	-0.0011	88.7511	-67.15742	-74.47622	2.7778	0	-0.0011	33.9509	33.9465	-0.0045	-0.000415	47	33.9509	33.9465	27.3023	27.3023	-0.0011	-0.000415	-0.0045	0.00E+00
48.488	-1.0648	-1.0686	2.73901	2.738333	1.00E-12	326.365	33.9722	-0.000685	-0.0037	88.6375	-67.15742	-74.47622	3.084	0	-0.0038	33.9632	33.9582	-0.0051	-0.000677	48	33.9632	33.9582	27.3154	27.3154	-0.0038	-0.000677	-0.0051	0.00E+00
49.498	-1.1213	-1.1156	2.734759	2.734884	1.00E-12	325.184	33.9774	0.000096	0.0057	88.5451	-67.15742	-74.47622	3.2315	0	0.0058	33.9685	33.9636	-0.0051	0.000125	49	33.9685	33.9636	27.3217	27.3217	0.0058	0.000125	-0.0051	0.00E+00
50.509	-1.1593	-1.1622	2.731997	2.731349	1.00E-12	326.043	33.9808	-0.00065	-0.0029	88.5748	-67.15742	-74.47622	3.2853	0	-0.0029	33.973	33.9675	-0.0056	-0.000649	50	33.973	33.9675	27.3267	27.3267	-0.0029	-0.000649	-0.0056	0.00E+00
51.519	-1.1417	-1.1484	2.733912	2.732706	1.00E-12	318.91	33.9768	-0.001184	-0.0069	88.641	-67.15742	-74.47622	3.6021	0	-0.0067	33.9787	33.9698	-0.0084	-0.001206	51	33.9787	33.9698	27.3307	27.3307	-0.0067	-0.001206	-0.0084	0.00E+00
52.529	-1.2944	-1.2958	2.722017	2.721565	1.00E-12	312.496	33.9943	-0.000456	-0.0015	88.6422	-67.15742	-74.47622	3.502	0	-0.0014	33.9883	33.9837	-0.0046	-0.000451	52	33.9883	33.9837	27.3437	27.3437	-0.0014	-0.000451	-0.0046	0.00E+00
53.54	-1.354	-1.3536	2.717535	2.717238	1.00E-12	308.309	34.0008	-0.000297	0.0004	88.6863	-67.15742	-74.47622	3.7401	0	0.0004	33.9938	33.9892	-0.0045	-0.000296	53	33.9938	33.9892	27.3501	27.3501	0.0004	-0.000296	-0.0045	0.00E+00
54.55	-1.4076	-1.4086	2.713768	2.713387	1.00E-12	308.913	34.0103	-0.000378	-0.001	88.701	-67.15742	-74.47622	3.8077	0	-0.001	34.0023	33.9982	-0.0041	-0.000382	54	34.0023	33.9982	27.3587	27.3587	-0.001	-0.000382	-0.0041	0.00E+00
55.56	-1.4364	-1.4382	2.711796	2.711196	1.00E-12	313.465	34.0127	-0.000564	-0.0019	88.9115	-67.15742	-74.47622	3.5676	0	-0.0018	34.0073	34.0011	-0.0056	-0.000599	55	34.0073	34.0011	27.3636	27.3636	-0.0018	-0.000599	-0.0056	0.00E+00
56.571	-1.3021	-1.3455	2.721977	2.718507	1.00E-12	305.681	34.0003	-0.00337	-0.0434	89.6421	-67.15742	-74.47622	3.5395	0	-0.0434	33.9939	33.9956	0.003	-0.00347	56	33.994	33.9956	27.3485	27.3485	-0.0434	-0.00347	0.003	0.00E+00
57.581	-1.5044	-1.5053	2.707036	2.70654	1.00E-12	302.146	34.0213	-0.000495	-0.001	90.0142	-67.15742	-74.47622	3.5666	0	-0.0009	34.0178	34.012	-0.0057	-0.000496	57	34.0178	34.012	27.3742	27.3742	-0.0009	-0.000496	-0.0057	0.00E+00
58.591	-1.5439	-1.5441	2.703917	2.703567	1.00E-12	300.111	34.0233	-0.000352	-0.0002	90.3055	-67.15742	-74.47622	3.2492	0	-0.0002	34.0192	34.0146	-0.0046	-0.00035	58	34.0192	34.0146	27.3765	27.3765	-0.0002	-0.00035	-0.0046	0.00E+00
59.602	-1.5573	-1.5572	2.703136	2.702811	1.00E-12	299.271	34.0261	-0.000325	0.0002	91.0361	-67.15742	-74.47622	2.9216	0	0.0002	34.023	34.0183	-0.0047	-0.000325	59	34.023	34.0183	27.38	27.38	0.0002	-0.000325	-0.0047	0.00E+00
60.612	-1.5641	-1.5638	2.70271	2.70241	1.00E-12	299.433	34.0267	-0.000304	0.0003	91.0837	-67.15742	-74.47622	2.5508	0	0.0003	34.0243	34.0198	-0.0045	-0.0003	60	34.0243	34.0198	27.3812	27.3812	0.0003	-0.0003	-0.0045	0.00E+00
61.622	-1.5682	-1.568	2.702535	2.702192	1.00E-12	298.732	34.026	-0.000349	0.0002	91.9442	-67.15742	-74.47622	2.2899	0	0.0002	34.0259	34.0208	-0.0051	-0.000344	61	34.0259	34.0208	27.3826	27.3826	0.0002	-0.000344	-0.0051	0.00E+00
62.633	-1.5812	-1.5839	2.701935	2.70142	1.00E-12	295.684	34.0314	-0.000508	-0.0027	92.4984	-67.15742	-74.4762	2.0934	0	-0.0027	34.0317	34.0277	-0.004	-0.000515	62	34.0317	34.0277	27.3878	27.3878	-0.0027	-0.000515	-0.004	0.00E+00
63.643	-1.5906	-1.5904	2.701635	2.701326	1.00E-12	294.421	34.0366	-0.000311	0.0001	93.2117	-67.15742	-74.47618	1.7748	0	0.0001	34.0377	34.0333	-0.0045	-0.000309	63	34.0377	34.0333	27.3929	27.3929	0.0001	-0.000309	-0.0045	0.00E+00
64.653	-1.5944	-1.5943	2.701632	2.701339	1.00E-12	293.361	34.0399	-0.000295	0.0001	93.6552	-67.15743	-74.47618	1.99	0	0.0001	34.0414	34.0372	-0.0042	-0.000292	64	34.0414	34.0372	27.396	27.396	0.0001	-0.000293	-0.0042	0.00E+00
65.664	-1.6012	-1.6009	2.701354	2.701069	1.00E-12	292.428	34.0427	-0.000285	0.0003	94.047	-67.15744	-74.4762	1.5993	0	0.0003	34.0447	34.0404	-0.0043	-0.000285	65	34.0447	34.0404	27.3988	27.3988	0.0003	-0.000284	-0.0043	0.00E+00
66.674	-1.6039	-1.6036	2.701398	2.701118	1.00E-12	292.057	34.0457	-0.000283	0.0003	94.2889	-67.15744	-74.47623	1.1391	0	0.0003	34.0478	34.0436	-0.0043	-0.000281	66	34.0478	34.0436	27.4015	27.4015	0.0003	-0.000281	-0.0043	0.00E+00
67.684	-1.6042	-1.6044	2.701631	2.701398	1.00E-12	291.478	34.0492	-0.000232	-0.0002	94.604	-67.15744	-74.47622	0.9791	0	-0.0002	34.0506	34.0477	-0.0029	-0.000233	67	34.0506	34.0477	27.4038	27.4038	-0.0002	-0.000233	-0.0029	0.00E+00
68.695	-1.604	-1.6038	2.701996	2.701725	1.00E-12	289.526	34.0517	-0.000272	0.0002	94.9434	-67.15744	-74.47615	0.8349	0	0.0002	34.0549	34.0509	-0.004	-0.000271	68	34.0549	34.0509	27.4072	27.4072	0.0002	-0.000271	-0.004	0.00E+00
69.705	-1.6035	-1.6032	2.702361	2.702081	1.00E-12	288.423	34.0552	-0.00028	0.0003	95.1035	-67.15744	-74.47614	0.7221	0	0.0003	34.0587	34.0545	-0.0042	-0.00028	69	34.0587	34.0545	27.4103	27.4103	0.0003	-0.00028	-0.0042	0.00E+00
70.716	-1.5987	-1.5986	2.703302	2.703023	1.00E-12	287.947	34.0621	-0.00028	0.0001	95.1911	-67.15744	-74.47617	0.6419	0	0.0001	34.0656	34.0617	-0.004	-0.000279	70	34.0656	34.0617	27.4158	27.4158	0.0001	-0.000279	-0.004	0.00E+00
71.726	-1.6006	-1.6004	2.703415	2.70314	1.00E-12	287.862	34.0652	-0.000276	0.0002	95.3281	-67.15744	-74.4762	0.4213	0	0.0002	34.0688	34.0648	-0.004	-0.000276	71	34.0688	34.0648	27.4184	27.4184	0.0002	-0.000276	-0.004	0.00E+00
72.736	-1.594	-1.5939	2.704072	2.703815	1.00E-12	287.382	34.0661	-0.000258	0.0002	95.4772	-67.15744	-74.47621	0.3221	0	0.0002	34.0697	34.066	-0.0038	-0.000257	72	34.0697	34.066	27.419	27.419	0.0002	-0.000257	-0.0037	0.00E+00
73.747	-1.5899	-1.588	2.704523	2.704483	1.00E-12	287.191	34.0678	-0.000044	0.0019	95.524	-67.15744	-74.4762	0.3351	0	0.0019	34.0706	34.0679	-0.0028	-0.00004	73	34.0706	34.0679	27.4196	27.4196	0.0019	-0.00004	-0.0028	0.00E+00
74.757	-1.587	-1.5867	2.705095	2.704851	1.00E-12	285.875	34.0707	-0.000242	0.0003	95.6372	-67.15744	-74.4762	0.3124	0	0.0003	34.0745	34.0708	-0.0037	-0.000244	74	34.0745	34.0708	27.4227	27.4227	0.0003	-0.000244	-0.0037	0.00E+00
75.768	-1.592	-1.5919	2.704849	2.704599	1.00E-12	285.384	34.0727	-0.000249	0.0002	95.7422	-67.15744	-74.4762	0.29	0	0.0001	34.0762	34.0726	-0.0036	-0.00025	75	34.0762	34.0726	27.4242	27.4242	0.0001	-0.00025	-0.0036	0.00E+00
76.778	-1.5871	-1.5868	2.705526	2.705274	1.00E-12	284.254	34.0755	-0.000251	0.0003	95.7461	-67.15744	-74.4762	0.2025	0	0.0003	34.0794	34.0756	-0.0038	-0.000252	76	34.0794	34.0756	27.4266	27.4266	0.0003	-0.000252	-0.0038	0.00E+00
77.788	-1.5726	-1.5724	2.707134	2.706896	1.00E-12	283.131	34.0804	-0.000238	0.0002	95.8615	-67.15744	-74.4762	0.2338	0	0.0002	34.0844	34.0809	-0.0036	-0.000239	77	34.0844	34.0809	27.4303	27.4303	0.0002	-0.000239	-0.0036	0.00E+00
78.799	-1.559	-1.5594	2.708599	2.708318	1.00E-12	282.334	34.0843	-0.000279	-0.0004	95.9354	-67.15744	-74.4762	0.22	0	-0.0004	34.0885	34.085	-0.0034	-0.000281	78	34.0885	34.085	27.4332	27.4332	-0.0004	-0.000281	-0.0034	0.00E+00
79.809	-1.5521	-1.5518	2.709378	2.709155	1.00E-12	282.162	34.0864	-0.000224	0.0003	96.0074	-67.15744	-74.4762	0.201	0	0.0003	34.0908	34.0873	-0.0034	-0.000224	79	34.0908	34.0873	27.4349	27.4349	0.0003	-0.000224	-0.0034	0.00E+00
80.82	-1.5493	-1.5489	2.709721	2.709485	1.00E-12	281.951	34.0871	-0.000236	0.0004	96.0266	-67.15744	-74.4762	0.165	0	0.0004	34.0917	34.0879	-0.0037	-0.000235	80	34.0917	34.0879	27.4355	27.4355	0.0004	-0.000236	-0.0037	0.00E+00
81.83	-1.5406	-1.5399	2.710622	2.710488	1.00E-12	281.915	34.0898	-0.000135	0.0007	95.9952	-67.15744	-74.4762	0.1579	0	0.0007	34.0935	34.0909	-0.0026	-0.000134	81	34.0935	34.0909	27.4367	27.4367	0.0007	-0.000134	-0.0026	0.00E+00
82.841	-1.5417	-1.5384	2.710618	2.710773	1.00E-12	280.549	34.0918	0.000148	0.0033	96.0425	-67.15746	-74.4762	0.172	0	0.0033	34.0941	34.0925	-0.0017	0.000155	82	34.0941	34.0925	27.4373	27.4373	0.0033	0.000155	-0.0017	0.00E+00
83.851	-1.5238	-1.5243	2.712825	2.712551	1.00E-12	278.669	34.0993	-0.000268	-0.0005	96.0925	-67.15746	-74.4762	0.1835	0	-0.0005	34.1035	34.1002	-0.0032	-0.000274	83	34.1035	34.1002	27.4444	27.4444	-0.0005	-0.000274	-0.0032	0.00E+00
84.862	-1.5179	-1.5176	2.713507	2.713299	1.00E-12	278.135	34.1014	-0.000206	0.0003	96.108	-67.15746	-74.4762	0.141	0	0.0003	34.1056	34.1024	-0.0032	-0.000208	84	34.1056	34.1024	27.4459	27.4459	0.0003	-0.000208	-0.0032	0.00E+00
85.872	-1.5051	-1.5047	2.71492	2.714698	1.00E-12	278.171	34.105	-0.000219	0.0004	96.1225	-67.15746	-74.47618	0.1158	0	0.0004	34.1098	34.1063	-0.0035	-0.000222	85	34.1098	34.1063	27.4489	27.4489	0.0004	-0.000222	-0.0035	0.00E+00
86.883	-1.4975	-1.497	2.715757	2.715538	1.00E-12	278.031	34.1071	-0.000218	0.0005	96.1137	-67.15746	-74.47616	0.0951	0	0.0005	34.1121	34.1085	-0.0036	-0.000219	86	34.1121	34.1085	27.4505	27.4505	0.0005	-0.000219	-0.0036	0.00E+00
87.893	-1.4974	-1.4985	2.715716	2.715341	1.00E-12	277.52	34.1058	-0.000367	-0.0011	96.1448	-67.15746	-74.47617	0.0838	0	-0.0011	34.1107	34.1068	-0.0039	-0.000375	87	34.1107	34.1068	27.4495	27.4495	-0.0011	-0.000375	-0.0039	0.00E+00
88.903	-1.4784	-1.4763	2.717279	2.717253	1.00E-12	275.245	34.1059	-0.000031	0.0021	96.1142	-67.15746	-74.47618	0.0926	0	0.0021	34.11	34.1073	-0.0028	-0.000026	88	34.11	34.1073	27.4483	27.4483	0.0021	-0.000026	-0.0028	0.00E+00
89.914	-1.4134	-1.4136	2.723649	2.723348	1.00E-12	273.949	34.1156	-0.0003	-0.0002	96.1617	-67.15746	-74.47618	0.091	0	-0.0002	34.1229	34.119	-0.0039	-0.000301	89	34.1229	34.119	27.4567	27.4567	-0.0002	-0.000301	-0.0039	0.00E+00
90.924	-1.383	-1.382	2.726617	2.726427	1.00E-12	273.36	34.1208	-0.000194	0.0009	96.1343	-67.15746	-74.47618	0.0972	0	0.0009	34.1285	34.1248	-0.0037	-0.000191	90	34.1285	34.1248	27.4603	27.4603	0.0009	-0.000191	-0.0037	0.00E+00
91.935	-1.3702	-1.3706	2.727884	2.727659	1.00E-12	273.568	34.1244	-0.000223	-0.0005	96.1943	-67.15746	-74.47618	0.0806	0	-0.0005	34.1307	34.1281	-0.0025	-0.000224	91	34.1307	34.1281	27.4617	27.4617	-0.0005	-0.000224	-0.0025	0.00E+00
92.945	-1.3834	-1.3856	2.726694	2.726303	1.00E-12	273.044	34.1239	-0.000395	-0.0023	96.2158	-67.15746	-74.47618	0.0653	0	-0.0022	34.1287	34.1258	-0.0028	-0.000391	92	34.1287	34.1258	27.4605	27.4605	-0.0022	-0.000391	-0.0028	0.00E+00
93.956	-1.3577	-1.358	2.729077	2.72883	1.00E-12	271.78	34.1261	-0.000248	-0.0003	96.2085	-67.15746	-74.47618	0.0789	0	-0.0003	34.1316	34.1285	-0.0031	-0.000246	93	34.1316	34.1285	27.462	27.462	-0.0003	-0.000247	-0.0031	0.00E+00
94.966	-1.3198	-1.3193	2.732733	2.732559	1.00E-12	270.648	34.1316	-0.000178	0.0005	96.2318	-67.15746	-74.47618	0.0774	0	0.0005	34.138	34.135	-0.003	-0.000175	94	34.138	34.135	27.466	27.466	0.0005	-0.000175	-0.003	0.00E+00
95.977	-1.2753	-1.2769	2.736612	2.736474	1.00E-12	269.677	34.1358	-0.000137	-0.0016	96.2286	-67.15746	-74.47619	0.0777	0	-0.0016	34.1399	34.1398	0	-0.000139	95	34.1399	34.1398	27.466	27.466	-0.0016	-0.000139	0	0.00E+00
