PrDM	T090C	T190C	C0S/m	C1S/m	Par	Sbeox0Mm/Kg	Sal11	C2-C1S/m	T2-T190C	CStarTr0	Latitude	Longitude	FlECO-AFL	ModError	T2-T190C	Sal00	Sal11	SecS-priS	C2-C1S/m	DepSM	Sal00	Sal11	Sigma-t00	Sigma-t00	T2-T190C	C2-C1S/m	SecS-priS	Flag
17.172	-1.7219	-1.7221	2.647052	2.64686	2.56E+01	332.84	33.4664	-0.000179	-0.0003	86.8776	-67.51152	-70.59059	1.7739	0	-0.0003	33.4582	33.4558	-0.0022	-0.000192	17	33.4582	33.4558	26.9254	26.9254	-0.0003	-0.000192	-0.0022	0.00E+00
18.182	-1.7324	-1.7328	2.646935	2.646733	2.27E+01	330.767	33.4743	-0.000191	-0.0005	88.7563	-67.51152	-70.59058	1.562	0	-0.0005	33.4678	33.4655	-0.0021	-0.000202	18	33.4678	33.4655	26.9335	26.9335	-0.0005	-0.000202	-0.0021	0.00E+00
19.192	-1.7561	-1.7554	2.646528	2.646354	2.07E+01	329.463	33.493	-0.000168	0.0007	90.403	-67.51152	-70.59059	1.3554	0	0.0007	33.4883	33.485	-0.0032	-0.000175	19	33.4883	33.485	26.9508	26.9508	0.0007	-0.000175	-0.0032	0.00E+00
20.202	-1.7613	-1.7612	2.646835	2.646656	1.91E+01	327.181	33.5018	-0.000173	0.0001	90.6597	-67.51152	-70.59058	1.19	0	0.0001	33.4978	33.4952	-0.0026	-0.000179	20	33.4978	33.4952	26.9586	26.9586	0.0001	-0.000179	-0.0026	0.00E+00
21.213	-1.7687	-1.7683	2.649554	2.649234	1.79E+01	324.595	33.5438	-0.000316	0.0004	91.6256	-67.51152	-70.59058	1.0785	0	0.0004	33.5434	33.5385	-0.0049	-0.00032	21	33.5434	33.5385	26.9959	26.9959	0.0004	-0.00032	-0.0049	0.00E+00
22.223	-1.77	-1.7698	2.65333	2.653105	1.64E+01	325.332	33.5976	-0.000221	0.0001	92.613	-67.51152	-70.59058	1.0057	0	0.0001	33.5968	33.5935	-0.0032	-0.000225	22	33.5968	33.5935	27.0393	27.0393	0.0001	-0.000225	-0.0032	0.00E+00
23.233	-1.749	-1.7488	2.656016	2.655846	1.47E+01	326.836	33.6099	-0.000168	0.0002	93.1015	-67.51152	-70.59058	0.8572	0	0.0002	33.6098	33.6072	-0.0025	-0.00017	23	33.6098	33.6072	27.0494	27.0494	0.0002	-0.00017	-0.0025	0.00E+00
24.243	-1.7093	-1.7088	2.659936	2.659796	1.34E+01	327.444	33.617	-0.000139	0.0005	93.3055	-67.51152	-70.59058	0.8774	0	0.0005	33.6187	33.6161	-0.0025	-0.000141	24	33.6187	33.6161	27.0556	27.0556	0.0005	-0.00014	-0.0025	0.00E+00
25.253	-1.698	-1.6978	2.661683	2.661509	1.26E+01	326.317	33.6273	-0.000173	0.0002	93.2286	-67.51152	-70.59058	1.2804	0	0.0002	33.6296	33.6269	-0.0026	-0.000174	25	33.6296	33.6269	27.0641	27.0641	0.0002	-0.000174	-0.0026	0.00E+00
26.264	-1.7298	-1.7295	2.659657	2.659495	1.20E+01	323.745	33.6356	-0.00016	0.0003	93.354	-67.51152	-70.59056	1.6685	0	0.0003	33.6368	33.6342	-0.0026	-0.000161	26	33.6368	33.6342	27.0708	27.0708	0.0003	-0.000161	-0.0026	0.00E+00
27.274	-1.7557	-1.7555	2.658103	2.657922	1.13E+01	322.088	33.643	-0.00018	0.0002	93.2155	-67.51152	-70.59056	1.5932	0	0.0002	33.644	33.6412	-0.0027	-0.000181	27	33.644	33.6412	27.0773	27.0773	0.0002	-0.000181	-0.0027	0.00E+00
28.284	-1.7592	-1.7592	2.658123	2.657939	1.02E+01	321.679	33.6465	-0.000182	0.0001	93.5192	-67.51152	-70.59056	1.0921	0	0.0001	33.6476	33.6449	-0.0026	-0.000183	28	33.6476	33.6449	27.0803	27.0803	0.0001	-0.000183	-0.0026	0.00E+00
29.294	-1.7559	-1.7559	2.658646	2.658453	9.11E+00	321.098	33.6489	-0.000191	0	93.5922	-67.51152	-70.59056	0.9211	0	0	33.6504	33.6477	-0.0027	-0.000193	29	33.6504	33.6477	27.0826	27.0826	0	-0.000193	-0.0027	0.00E+00
30.304	-1.7567	-1.7566	2.65882	2.658632	8.29E+00	320.722	33.6514	-0.000187	0.0001	93.7477	-67.51152	-70.59056	0.9882	0	0.0001	33.6531	33.6504	-0.0027	-0.000188	30	33.6531	33.6504	27.0848	27.0848	0.0001	-0.000188	-0.0027	0.00E+00
31.315	-1.765	-1.7644	2.658217	2.658089	7.89E+00	320.239	33.652	-0.000129	0.0006	94.0812	-67.51152	-70.59056	0.971	0	0.0006	33.6535	33.651	-0.0025	-0.000128	31	33.6535	33.651	27.0852	27.0852	0.0006	-0.000128	-0.0025	0.00E+00
32.325	-1.7697	-1.7695	2.657936	2.657765	7.53E+00	320.1	33.6527	-0.000171	0.0001	94.2489	-67.51152	-70.59056	0.9827	0	0.0001	33.6542	33.6517	-0.0025	-0.000171	32	33.6542	33.6517	27.086	27.086	0.0001	-0.000171	-0.0025	0.00E+00
33.335	-1.7715	-1.7714	2.657938	2.657757	6.98E+00	319.604	33.6539	-0.000179	0.0001	94.3238	-67.51152	-70.59056	0.7812	0	0.0001	33.6557	33.653	-0.0026	-0.000181	33	33.6557	33.653	27.0872	27.0872	0.0001	-0.000181	-0.0026	0.00E+00
34.345	-1.7725	-1.7724	2.658082	2.657899	6.37E+00	319.008	33.6562	-0.000183	0.0001	94.3486	-67.51152	-70.59056	0.763	0	0.0001	33.6582	33.6555	-0.0027	-0.000183	34	33.6582	33.6555	27.0893	27.0893	0.0001	-0.000183	-0.0027	0.00E+00
35.356	-1.7733	-1.7731	2.658305	2.658137	5.84E+00	317.854	33.6596	-0.000168	0.0002	94.441	-67.51152	-70.59055	0.7355	0	0.0002	33.6617	33.659	-0.0026	-0.000168	35	33.6617	33.659	27.0921	27.0921	0.0002	-0.000168	-0.0026	0.00E+00
36.366	-1.7738	-1.7737	2.658612	2.658435	5.51E+00	316.24	33.6637	-0.000177	0.0001	94.6636	-67.51152	-70.59054	0.694	0	0.0001	33.6658	33.6632	-0.0026	-0.000178	36	33.6658	33.6632	27.0955	27.0955	0.0001	-0.000178	-0.0026	0.00E+00
37.376	-1.7622	-1.7624	2.66006	2.659847	5.25E+00	315.386	33.6694	-0.000212	-0.0002	94.6837	-67.51152	-70.59054	0.7224	0	-0.0002	33.6721	33.6694	-0.0027	-0.000213	37	33.6721	33.6694	27.1004	27.1004	-0.0002	-0.000213	-0.0027	0.00E+00
38.386	-1.7531	-1.753	2.661533	2.661367	4.97E+00	314.961	33.6789	-0.000167	0.0001	94.7074	-67.51152	-70.59054	0.8392	0	0.0001	33.6817	33.6792	-0.0025	-0.000166	38	33.6817	33.6792	27.1079	27.1079	0.0001	-0.000166	-0.0025	0.00E+00
39.397	-1.7471	-1.7469	2.662369	2.662224	4.67E+00	314.503	33.6832	-0.000145	0.0002	94.7524	-67.51152	-70.59054	0.934	0	0.0002	33.6859	33.6836	-0.0023	-0.000145	39	33.6859	33.6836	27.1112	27.1112	0.0002	-0.000145	-0.0023	0.00E+00
40.407	-1.7467	-1.7466	2.662874	2.662714	4.30E+00	313.591	33.6891	-0.00016	0.0001	94.7254	-67.51152	-70.59054	0.9127	0	0.0001	33.6918	33.6894	-0.0024	-0.00016	40	33.6918	33.6894	27.116	27.116	0.0001	-0.00016	-0.0024	0.00E+00
41.417	-1.7571	-1.7571	2.662587	2.662419	3.98E+00	312.427	33.6967	-0.000168	0	94.7312	-67.51152	-70.59054	0.8917	0	0	33.6989	33.6966	-0.0023	-0.000168	41	33.6989	33.6966	27.122	27.122	0	-0.000169	-0.0023	0.00E+00
42.427	-1.7583	-1.7583	2.662783	2.662617	3.72E+00	312.72	33.7002	-0.000167	0.0001	94.8133	-67.51152	-70.59054	0.8055	0	0	33.7025	33.7001	-0.0024	-0.000166	42	33.7025	33.7001	27.125	27.125	0	-0.000166	-0.0024	0.00E+00
43.438	-1.7526	-1.7526	2.663767	2.6636	3.46E+00	312.603	33.7066	-0.000167	0	94.9111	-67.51152	-70.59054	0.7075	0	0	33.7091	33.7067	-0.0023	-0.000167	43	33.7091	33.7067	27.1302	27.1302	0	-0.000167	-0.0023	0.00E+00
44.448	-1.7461	-1.7462	2.664735	2.664561	3.22E+00	312.055	33.7119	-0.000174	-0.0001	95.0263	-67.51152	-70.59054	0.7045	0	-0.0001	33.7145	33.7121	-0.0023	-0.000174	44	33.7145	33.7121	27.1344	27.1344	-0.0001	-0.000174	-0.0023	0.00E+00
45.458	-1.7516	-1.7517	2.664948	2.664775	2.98E+00	310.594	33.7208	-0.000173	0	95.0832	-67.51152	-70.59054	0.8191	0	0	33.7231	33.7208	-0.0024	-0.000173	45	33.7231	33.7208	27.1416	27.1416	0	-0.000173	-0.0024	0.00E+00
46.469	-1.7605	-1.7597	2.664693	2.664636	2.80E+00	308.857	33.7275	-0.000059	0.0008	95.0872	-67.51152	-70.59054	0.7238	0	0.0008	33.729	33.7273	-0.0017	-0.000057	46	33.729	33.7273	27.1465	27.1465	0.0008	-0.000057	-0.0017	0.00E+00
47.479	-1.7535	-1.7535	2.665807	2.665652	2.65E+00	308.535	33.7337	-0.000153	0	95.2362	-67.51152	-70.59054	0.5285	0	0	33.7359	33.7337	-0.0022	-0.000154	47	33.7359	33.7337	27.152	27.152	0	-0.000154	-0.0022	0.00E+00
48.489	-1.7477	-1.7475	2.666782	2.666642	2.53E+00	308.091	33.7399	-0.00014	0.0002	95.3549	-67.51152	-70.59052	0.4061	0	0.0002	33.7422	33.7401	-0.0021	-0.00014	48	33.7422	33.7401	27.157	27.157	0.0002	-0.00014	-0.0021	0.00E+00
49.499	-1.7402	-1.7398	2.667768	2.667645	2.42E+00	307.66	33.7442	-0.000124	0.0004	95.5299	-67.51152	-70.59052	0.3386	0	0.0004	33.7468	33.7446	-0.0022	-0.000123	49	33.7468	33.7446	27.1605	27.1605	0.0004	-0.000123	-0.0022	0.00E+00
50.51	-1.7291	-1.7288	2.669145	2.669004	2.25E+00	306.736	33.7497	-0.00014	0.0003	95.7834	-67.51152	-70.59052	0.4761	0	0.0003	33.7526	33.7504	-0.0022	-0.00014	50	33.7526	33.7504	27.165	27.165	0.0003	-0.00014	-0.0022	0.00E+00
51.52	-1.7237	-1.7237	2.670059	2.669875	2.05E+00	305.95	33.7554	-0.000184	0	95.9079	-67.51152	-70.59052	0.4045	0	0	33.7586	33.756	-0.0026	-0.000184	51	33.7586	33.756	27.1697	27.1697	0	-0.000184	-0.0026	0.00E+00
52.53	-1.7188	-1.719	2.670816	2.670634	1.93E+00	305.082	33.7599	-0.000181	-0.0001	95.9255	-67.51152	-70.59052	0.3221	0	-0.0001	33.763	33.7606	-0.0023	-0.000181	52	33.763	33.7606	27.1731	27.1731	-0.0001	-0.000181	-0.0023	0.00E+00
53.541	-1.7089	-1.7089	2.672071	2.671907	1.84E+00	304.698	33.7653	-0.000163	0	95.9399	-67.51152	-70.59052	0.3439	0	0	33.7684	33.7662	-0.0022	-0.000163	53	33.7684	33.7662	27.1773	27.1773	0	-0.000164	-0.0023	0.00E+00
54.551	-1.6864	-1.6875	2.674397	2.674177	1.77E+00	303.3	33.7712	-0.000218	-0.001	95.941	-67.51152	-70.59052	0.3419	0	-0.001	33.7746	33.7727	-0.0019	-0.000221	54	33.7746	33.7727	27.1817	27.1817	-0.001	-0.000221	-0.0019	0.00E+00
55.561	-1.6525	-1.6534	2.677765	2.677542	1.69E+00	300.973	33.7778	-0.000221	-0.0009	95.9638	-67.51152	-70.5905	0.348	0	-0.0009	33.7822	33.7801	-0.0021	-0.000223	55	33.7822	33.7801	27.187	27.187	-0.0009	-0.000223	-0.0021	0.00E+00
56.572	-1.6078	-1.6082	2.682248	2.682077	1.60E+00	300.14	33.7877	-0.000171	-0.0004	95.9692	-67.51152	-70.5905	0.4216	0	-0.0004	33.7929	33.791	-0.0019	-0.000171	56	33.7929	33.791	27.1944	27.1944	-0.0004	-0.000171	-0.0019	0.00E+00
57.582	-1.6016	-1.6014	2.683174	2.68304	1.51E+00	298.79	33.7932	-0.000135	0.0002	95.9548	-67.51152	-70.5905	0.5468	0	0.0002	33.7981	33.7959	-0.0021	-0.000134	57	33.7981	33.7959	27.1985	27.1985	0.0002	-0.000134	-0.0021	0.00E+00
58.593	-1.5999	-1.6018	2.68374	2.683409	1.43E+00	297.5	33.7986	-0.000325	-0.0019	95.8917	-67.51152	-70.59049	0.4549	0	-0.0019	33.8033	33.8009	-0.0023	-0.000331	58	33.8033	33.8009	27.2027	27.2027	-0.0019	-0.000331	-0.0023	0.00E+00
59.603	-1.5697	-1.5702	2.686867	2.686651	1.37E+00	297.222	33.8063	-0.000219	-0.0005	95.9304	-67.51152	-70.59048	0.4388	0	-0.0005	33.8117	33.8092	-0.0025	-0.000217	59	33.8117	33.8092	27.2086	27.2086	-0.0005	-0.000216	-0.0025	0.00E+00
60.613	-1.5819	-1.5815	2.686063	2.68595	1.30E+00	296.352	33.8098	-0.000114	0.0004	95.9423	-67.51152	-70.59048	0.4074	0	0.0004	33.8137	33.8117	-0.002	-0.000113	60	33.8137	33.8118	27.2107	27.2107	0.0004	-0.000113	-0.002	0.00E+00
61.624	-1.5547	-1.5542	2.688734	2.688647	1.22E+00	294.837	33.8149	-0.000088	0.0005	95.8931	-67.51152	-70.59048	0.355	0	0.0005	33.8192	33.8174	-0.0018	-0.000087	61	33.8192	33.8174	27.2144	27.2144	0.0005	-0.000087	-0.0018	0.00E+00
62.634	-1.5278	-1.5267	2.691405	2.691398	1.13E+00	293.714	33.8208	-0.000009	0.0011	95.9013	-67.51152	-70.59048	0.3531	0	0.0011	33.825	33.8236	-0.0014	-0.000007	62	33.825	33.8236	27.2183	27.2183	0.0011	-0.000007	-0.0014	0.00E+00
63.644	-1.5123	-1.5094	2.693229	2.693356	1.06E+00	292.279	33.8276	0.00012	0.0029	95.9343	-67.51152	-70.59048	0.3399	0	0.0029	33.832	33.8304	-0.0017	0.000127	63	33.832	33.8304	27.2235	27.2235	0.0029	0.000128	-0.0017	0.00E+00
64.655	-1.4958	-1.4956	2.694852	2.694749	1.02E+00	291.428	33.8306	-0.000101	0.0003	95.9916	-67.51152	-70.59048	0.3417	0	0.0002	33.835	33.8333	-0.0017	-0.000103	64	33.835	33.8333	27.2255	27.2255	0.0002	-0.000103	-0.0017	0.00E+00
65.665	-1.4868	-1.4877	2.695788	2.695555	9.77E-01	291.3	33.8324	-0.00023	-0.0009	95.9826	-67.51152	-70.59048	0.3241	0	-0.0009	33.8371	33.8349	-0.0021	-0.000233	65	33.8371	33.8349	27.2269	27.2269	-0.0009	-0.000233	-0.0021	0.00E+00
66.676	-1.4862	-1.4861	2.696242	2.696095	9.27E-01	290.268	33.8378	-0.000145	0.0001	95.9694	-67.51152	-70.59048	0.319	0	0.0001	33.842	33.8399	-0.0021	-0.000147	66	33.842	33.8399	27.2309	27.2309	0.0001	-0.000147	-0.0021	0.00E+00
67.686	-1.464	-1.4643	2.698687	2.698509	8.76E-01	288.829	33.8455	-0.000176	-0.0003	95.9957	-67.51152	-70.59048	0.3815	0	-0.0003	33.8499	33.8478	-0.0021	-0.000178	67	33.8499	33.8478	27.2367	27.2367	-0.0003	-0.000178	-0.0021	0.00E+00
68.696	-1.4456	-1.4455	2.700663	2.700523	8.35E-01	287.094	33.8513	-0.000141	0.0001	95.953	-67.51152	-70.59048	0.3257	0	0.0001	33.8557	33.8537	-0.0021	-0.00014	68	33.8557	33.8537	27.2408	27.2408	0.0001	-0.00014	-0.0021	0.00E+00
69.707	-1.4327	-1.4303	2.701891	2.701972	7.95E-01	286.136	33.8533	0.000076	0.0024	96.0474	-67.51152	-70.59048	0.3131	0	0.0024	33.8574	33.8558	-0.0017	0.00008	69	33.8574	33.8558	27.2418	27.2418	0.0024	0.00008	-0.0017	0.00E+00
70.717	-1.4148	-1.4151	2.703861	2.703738	7.57E-01	285.499	33.8596	-0.000123	-0.0003	96.0463	-67.51152	-70.59048	0.2562	0	-0.0003	33.8636	33.8623	-0.0013	-0.000123	70	33.8636	33.8623	27.2463	27.2463	-0.0003	-0.000123	-0.0013	0.00E+00
71.728	-1.4126	-1.4117	2.704393	2.704348	7.19E-01	284.358	33.8638	-0.000047	0.0009	96.0691	-67.51152	-70.59048	0.2511	0	0.0009	33.8678	33.8661	-0.0017	-0.000045	71	33.8678	33.8661	27.2496	27.2496	0.0009	-0.000045	-0.0017	0.00E+00
72.738	-1.389	-1.3882	2.706711	2.706671	6.82E-01	282.738	33.8681	-0.00004	0.0008	96.0551	-67.51152	-70.59048	0.297	0	0.0008	33.8723	33.8709	-0.0014	-0.00004	72	33.8723	33.8709	27.2526	27.2526	0.0008	-0.00004	-0.0014	0.00E+00
73.748	-1.3503	-1.3514	2.710472	2.710265	6.40E-01	280.72	33.8747	-0.000203	-0.0011	96.0981	-67.51152	-70.59046	0.2873	0	-0.0011	33.8796	33.8779	-0.0016	-0.000207	73	33.8796	33.8779	27.2572	27.2572	-0.0011	-0.000207	-0.0016	0.00E+00
74.759	-1.3141	-1.3152	2.714273	2.714021	5.98E-01	277.671	33.8847	-0.000249	-0.001	96.1455	-67.51152	-70.59048	0.3003	0	-0.001	33.8902	33.8879	-0.0023	-0.000252	74	33.8902	33.8879	27.2647	27.2647	-0.001	-0.000252	-0.0023	0.00E+00
75.769	-1.2856	-1.2826	2.717212	2.717444	5.73E-01	277.348	33.8937	0.00022	0.003	96.1718	-67.51152	-70.59048	0.2143	0	0.003	33.8976	33.8974	-0.0003	0.000232	75	33.8976	33.8974	27.2698	27.2698	0.003	0.000232	-0.0003	0.00E+00
76.78	-1.2768	-1.2771	2.718391	2.718318	5.51E-01	277.667	33.8991	-0.000072	-0.0003	96.2182	-67.51152	-70.59048	0.1617	0	-0.0003	33.9032	33.9025	-0.0007	-0.000073	76	33.9032	33.9025	27.274	27.274	-0.0003	-0.000073	-0.0007	0.00E+00
77.79	-1.2905	-1.2921	2.717635	2.717371	5.30E-01	277.416	33.9034	-0.000259	-0.0016	96.2521	-67.51152	-70.59048	0.1144	0	-0.0016	33.9077	33.9059	-0.0018	-0.000264	77	33.9077	33.9059	27.2782	27.2782	-0.0016	-0.000264	-0.0018	0.00E+00
78.801	-1.2915	-1.2918	2.71785	2.71767	5.13E-01	277.032	33.9071	-0.000179	-0.0004	96.2728	-67.51152	-70.59048	0.1444	0	-0.0004	33.9112	33.9091	-0.002	-0.000179	78	33.9112	33.9091	27.281	27.281	-0.0004	-0.000179	-0.002	0.00E+00
79.811	-1.2863	-1.287	2.718449	2.718243	4.93E-01	277.415	33.9091	-0.000205	-0.0007	96.2586	-67.51152	-70.59048	0.1711	0	-0.0007	33.9129	33.9109	-0.0021	-0.000206	79	33.9129	33.9109	27.2822	27.2822	-0.0007	-0.000206	-0.0021	0.00E+00
80.822	-1.2897	-1.2915	2.718389	2.718059	4.69E-01	275.395	33.9116	-0.000325	-0.0018	96.2386	-67.51152	-70.59048	0.1862	0	-0.0018	33.9153	33.9128	-0.0024	-0.00033	80	33.9153	33.9128	27.2843	27.2843	-0.0018	-0.00033	-0.0024	0.00E+00
81.832	-1.2583	-1.2605	2.721616	2.721202	4.44E-01	274.36	33.9181	-0.00041	-0.0023	96.2438	-67.51152	-70.5905	0.1721	0	-0.0023	33.9233	33.9202	-0.0031	-0.000414	81	33.9233	33.9202	27.2898	27.2898	-0.0023	-0.000413	-0.0031	0.00E+00
82.843	-1.2303	-1.2302	2.72464	2.724534	4.21E-01	274.176	33.9281	-0.000108	0.0001	96.2366	-67.51152	-70.5905	0.1962	0	0.0001	33.9325	33.9309	-0.0016	-0.000106	82	33.9325	33.9309	27.2963	27.2963	0.0001	-0.000106	-0.0016	0.00E+00
83.853	-1.2302	-1.2311	2.725049	2.724931	4.02E-01	273.456	33.9348	-0.000117	-0.0009	96.234	-67.51152	-70.5905	0.1935	0	-0.0009	33.9373	33.9367	-0.0006	-0.000118	83	33.9373	33.9367	27.3002	27.3002	-0.0009	-0.000118	-0.0006	0.00E+00
84.864	-1.2075	-1.2078	2.727944	2.72781	3.86E-01	272.65	33.947	-0.000136	-0.0003	96.2863	-67.51152	-70.5905	0.1585	0	-0.0003	33.9507	33.9492	-0.0015	-0.000134	84	33.9507	33.9492	27.3103	27.3103	-0.0003	-0.000134	-0.0015	0.00E+00
85.874	-1.2055	-1.2055	2.728335	2.728214	3.67E-01	272.165	33.9495	-0.000123	0.0001	96.3351	-67.51152	-70.5905	0.0931	0	0.0001	33.9532	33.9515	-0.0018	-0.000122	85	33.9532	33.9515	27.3122	27.3122	0.0001	-0.000122	-0.0018	0.00E+00
86.885	-1.1932	-1.1933	2.729557	2.729412	3.51E-01	271.485	33.9514	-0.000147	-0.0001	96.3493	-67.51152	-70.5905	0.0819	0	-0.0001	33.9553	33.9535	-0.0019	-0.000145	86	33.9553	33.9535	27.3135	27.3135	-0.0001	-0.000145	-0.0019	0.00E+00
87.895	-1.1871	-1.1871	2.73017	2.730058	3.38E-01	272.636	33.9527	-0.000113	0	96.3397	-67.51152	-70.59052	0.0804	0	0	33.9561	33.9546	-0.0015	-0.000113	87	33.9561	33.9546	27.314	27.314	0	-0.000113	-0.0015	0.00E+00
88.906	-1.2179	-1.217	2.727929	2.727867	3.28E-01	276.336	33.9575	-0.000065	0.0008	96.346	-67.51152	-70.59052	0.1061	0	0.0008	33.9597	33.9579	-0.0018	-0.000062	88	33.9597	33.9579	27.3179	27.3179	0.0008	-0.000062	-0.0018	0.00E+00
89.916	-1.2655	-1.2649	2.724189	2.724089	3.17E-01	275.807	33.9609	-0.0001	0.0007	96.3559	-67.5115	-70.59052	0.1031	0	0.0007	33.9618	33.9597	-0.0022	-0.0001	89	33.9618	33.9597	27.3213	27.3213	0.0007	-0.0001	-0.0022	0.00E+00
90.927	-1.2231	-1.2228	2.728167	2.728059	3.04E-01	273.715	33.9654	-0.000109	0.0003	96.3298	-67.5115	-70.59052	0.0813	0	0.0003	33.9676	33.9658	-0.0018	-0.000108	90	33.9676	33.9658	27.3245	27.3245	0.0003	-0.000108	-0.0018	0.00E+00
91.937	-1.1996	-1.2006	2.730289	2.730079	2.92E-01	272.989	33.9667	-0.000206	-0.0011	96.371	-67.5115	-70.59052	0.0568	0	-0.0011	33.9694	33.9678	-0.0016	-0.00021	91	33.9694	33.9678	27.3252	27.3252	-0.0011	-0.000211	-0.0016	0.00E+00
92.948	-1.1664	-1.1664	2.734026	2.733912	2.78E-01	273.177	33.9788	-0.000115	0	96.3485	-67.5115	-70.59052	0.066	0	0	33.9824	33.9808	-0.0016	-0.000114	92	33.9824	33.9808	27.3346	27.3346	0	-0.000113	-0.0016	0.00E+00
93.958	-1.174	-1.174	2.73362	2.7335	2.67E-01	272.715	33.9818	-0.00012	0	96.3828	-67.5115	-70.59053	0.0769	0	0	33.9848	33.9831	-0.0017	-0.00012	93	33.9848	33.9831	27.3368	27.3368	0	-0.00012	-0.0017	0.00E+00
94.969	-1.1609	-1.1608	2.734849	2.734742	2.55E-01	272.235	33.9832	-0.000107	0.0001	96.458	-67.5115	-70.59054	0.0902	0	0.0001	33.9861	33.9846	-0.0016	-0.000107	94	33.9861	33.9846	27.3374	27.3374	0.0001	-0.000107	-0.0016	0.00E+00
95.979	-1.1583	-1.1581	2.735166	2.735068	2.45E-01	271.584	33.9841	-0.000098	0.0003	96.4574	-67.5115	-70.59054	0.0724	0	0.0003	33.9869	33.9853	-0.0016	-0.000098	95	33.9869	33.9853	27.338	27.338	0.0003	-0.000098	-0.0016	0.00E+00
