PrDM	T090C	T190C	C0S/m	C1S/m	Par	Sbeox0Mm/Kg	Sal11	C2-C1S/m	T2-T190C	CStarTr0	Latitude	Longitude	FlECO-AFL	ModError	T2-T190C	Sal00	Sal11	SecS-priS	C2-C1S/m	DepSM	Sal00	Sal11	Sigma-t00	Sigma-t00	T2-T190C	C2-C1S/m	SecS-priS	Flag
146.5	0.4575	0.4574	2.907386	2.907229	5.95E-02	208.185	34.4387	-0.000155	-0.0001	96.0958	-66.25446	-67.34122	-0.0356	0	-0.0001	34.443	34.441	-0.0019	-0.000157	145	34.443	34.441	27.6312	27.6312	-0.0001	-0.000157	-0.0019	0.00E+00
147.511	0.4802	0.48	2.909849	2.909735	5.82E-02	207.789	34.4454	-0.000113	-0.0003	96.0924	-66.25446	-67.34123	-0.0336	0	-0.0003	34.4492	34.448	-0.0012	-0.000114	146	34.4492	34.448	27.6349	27.6349	-0.0003	-0.000114	-0.0012	0.00E+00
148.522	0.4835	0.4906	2.910278	2.910803	5.72E-02	207.232	34.4474	0.000509	0.0071	96.0791	-66.25446	-67.34125	-0.0354	0	0.0071	34.4506	34.4495	-0.0012	0.000526	147	34.4506	34.4495	27.6358	27.6358	0.0071	0.000525	-0.0012	0.00E+00
149.532	0.5136	0.5144	2.913424	2.913429	5.62E-02	206.112	34.4544	0.000008	0.0008	96.0128	-66.25446	-67.34126	-0.0367	0	0.0008	34.4575	34.4566	-0.0008	0.000004	148	34.4575	34.4566	27.6396	27.6396	0.0008	0.000004	-0.0008	0.00E+00
150.543	0.5238	0.5234	2.914615	2.914489	5.45E-02	205.986	34.4579	-0.000118	-0.0004	96.0023	-66.25446	-67.34126	-0.0346	0	-0.0004	34.4611	34.4599	-0.0011	-0.000126	149	34.4611	34.4599	27.642	27.642	-0.0004	-0.000126	-0.0011	0.00E+00
151.554	0.5305	0.5303	2.915402	2.9153	5.41E-02	205.898	34.4603	-0.000098	-0.0002	95.9873	-66.25446	-67.34126	-0.0655	0	-0.0002	34.4633	34.4622	-0.0011	-0.000102	150	34.4633	34.4622	27.6433	27.6433	-0.0002	-0.000102	-0.0011	0.00E+00
152.565	0.535	0.5353	2.915887	2.915831	5.31E-02	205.738	34.4612	-0.000054	0.0003	95.9555	-66.25446	-67.34127	-0.0355	0	0.0003	34.464	34.4629	-0.001	-0.000056	151	34.464	34.4629	27.6436	27.6436	0.0003	-0.000057	-0.001	0.00E+00
153.575	0.54	0.5419	2.916455	2.916527	5.15E-02	205.348	34.4627	0.00007	0.0019	95.942	-66.25444	-67.34128	-0.0351	0	0.0019	34.4652	34.464	-0.0012	0.000072	152	34.4652	34.464	27.6443	27.6443	0.0019	0.000072	-0.0012	0.00E+00
154.586	0.5495	0.5489	2.917528	2.917375	5.11E-02	204.893	34.4656	-0.000148	-0.0006	95.9167	-66.25444	-67.34128	-0.0318	0	-0.0006	34.4681	34.4667	-0.0013	-0.000153	153	34.4681	34.4667	27.646	27.646	-0.0006	-0.000153	-0.0013	0.00E+00
155.597	0.5555	0.5552	2.918244	2.918107	5.04E-02	204.702	34.4675	-0.000135	-0.0003	95.8976	-66.25444	-67.34129	-0.0334	0	-0.0003	34.4701	34.4686	-0.0015	-0.000137	154	34.4701	34.4686	27.6473	27.6473	-0.0003	-0.000137	-0.0015	0.00E+00
156.607	0.566	0.5661	2.91933	2.919249	4.93E-02	204.233	34.4695	-0.00008	0.0001	95.8819	-66.25444	-67.3413	-0.0315	0	0.0001	34.472	34.4708	-0.0012	-0.000081	155	34.472	34.4708	27.6482	27.6482	0.0001	-0.000081	-0.0012	0.00E+00
157.618	0.5762	0.5768	2.92046	2.920492	4.87E-02	203.667	34.4733	0.000033	0.0006	95.8643	-66.25444	-67.3413	-0.0421	0	0.0006	34.4747	34.4745	-0.0002	0.000033	156	34.4747	34.4745	27.6497	27.6497	0.0006	0.000033	-0.0002	0.00E+00
158.629	0.5897	0.5904	2.921966	2.921955	4.82E-02	203.068	34.4765	-0.00001	0.0007	95.88	-66.25444	-67.34132	-0.0421	0	0.0007	34.4787	34.4778	-0.0009	-0.000011	157	34.4787	34.4778	27.6521	27.6521	0.0007	-0.000011	-0.0009	0.00E+00
159.64	0.6041	0.6035	2.923566	2.923407	4.76E-02	202.04	34.48	-0.000157	-0.0006	95.9037	-66.25444	-67.34132	-0.0329	0	-0.0006	34.4829	34.4814	-0.0014	-0.000159	158	34.4829	34.4815	27.6547	27.6547	-0.0006	-0.000159	-0.0014	0.00E+00
160.651	0.6285	0.6282	2.926024	2.925911	4.65E-02	201.02	34.484	-0.000113	-0.0003	95.8999	-66.25444	-67.34134	-0.0318	0	-0.0003	34.4871	34.4859	-0.0012	-0.000113	159	34.4871	34.4859	27.6566	27.6566	-0.0003	-0.000113	-0.0012	0.00E+00
161.661	0.6667	0.6657	2.930014	2.929909	4.59E-02	200.428	34.4931	-0.000102	-0.001	95.8943	-66.25446	-67.34136	-0.0333	0	-0.0009	34.496	34.4957	-0.0003	-0.000104	160	34.496	34.4957	27.6614	27.6614	-0.0009	-0.000104	-0.0003	0.00E+00
162.672	0.6736	0.6741	2.930902	2.93087	4.59E-02	199.855	34.4962	-0.000034	0.0004	95.9164	-66.25446	-67.34137	-0.038	0	0.0004	34.4991	34.4982	-0.0009	-0.000033	161	34.4991	34.4982	27.6635	27.6635	0.0004	-0.000033	-0.0009	0.00E+00
163.683	0.6853	0.6852	2.93218	2.932096	4.51E-02	199.521	34.4994	-0.000084	-0.0001	95.9965	-66.25446	-67.34138	-0.037	0	-0.0001	34.5022	34.5012	-0.001	-0.000084	162	34.5022	34.5012	27.6653	27.6653	-0.0001	-0.000084	-0.001	0.00E+00
164.694	0.6937	0.6938	2.933136	2.933043	4.44E-02	198.814	34.5016	-0.000091	0.0002	95.9953	-66.25446	-67.34138	-0.0318	0	0.0002	34.5047	34.5033	-0.0014	-0.000092	163	34.5047	34.5033	27.6667	27.6667	0.0002	-0.000093	-0.0014	0.00E+00
165.704	0.7206	0.7209	2.93595	2.935856	4.45E-02	198.284	34.5068	-0.000095	0.0003	96.0205	-66.25446	-67.3414	-0.0322	0	0.0003	34.5107	34.5091	-0.0016	-0.000094	164	34.5107	34.5091	27.6699	27.6699	0.0003	-0.000094	-0.0016	0.00E+00
166.715	0.7367	0.736	2.937714	2.937605	4.42E-02	198.007	34.5122	-0.000108	-0.0007	96.036	-66.25446	-67.3414	-0.0309	0	-0.0007	34.5151	34.5144	-0.0007	-0.000109	165	34.5151	34.5144	27.6725	27.6725	-0.0007	-0.000109	-0.0007	0.00E+00
167.726	0.7439	0.7436	2.938587	2.938493	4.40E-02	197.813	34.5151	-0.000093	-0.0002	96.0418	-66.25446	-67.34142	-0.0317	0	-0.0002	34.5178	34.5168	-0.0009	-0.000094	166	34.5178	34.5168	27.6742	27.6742	-0.0002	-0.000093	-0.0009	0.00E+00
168.737	0.7448	0.7447	2.938769	2.938677	4.32E-02	197.63	34.5161	-0.000093	-0.0001	96.01	-66.25446	-67.34142	-0.0342	0	-0.0001	34.5185	34.5174	-0.0011	-0.000093	167	34.5185	34.5174	27.6747	27.6747	-0.0001	-0.000093	-0.0011	0.00E+00
169.748	0.7452	0.7452	2.93887	2.93876	4.26E-02	197.784	34.5164	-0.000109	0	95.9681	-66.25446	-67.34144	-0.0319	0	0	34.5188	34.5174	-0.0014	-0.00011	168	34.5188	34.5174	27.6749	27.6749	0	-0.00011	-0.0014	0.00E+00
170.759	0.7455	0.7457	2.93894	2.938856	4.19E-02	197.864	34.5167	-0.000085	0.0002	95.9881	-66.25446	-67.34144	-0.0367	0	0.0002	34.5188	34.5175	-0.0013	-0.000084	169	34.5188	34.5175	27.6749	27.6749	0.0002	-0.000084	-0.0013	0.00E+00
171.769	0.745	0.7452	2.938924	2.938855	4.15E-02	197.788	34.5167	-0.00007	0.0002	95.9698	-66.25446	-67.34145	-0.0347	0	0.0002	34.5185	34.5174	-0.0012	-0.000069	170	34.5185	34.5174	27.6747	27.6747	0.0002	-0.000069	-0.0012	0.00E+00
172.78	0.7462	0.7459	2.939052	2.938949	4.16E-02	197.626	34.5167	-0.000102	-0.0003	95.9845	-66.25447	-67.34146	-0.0537	0	-0.0003	34.5182	34.5172	-0.001	-0.000103	171	34.5182	34.5172	27.6744	27.6744	-0.0003	-0.000103	-0.001	0.00E+00
173.791	0.7482	0.7482	2.939334	2.939245	4.13E-02	197.584	34.5175	-0.000088	0	95.9901	-66.25448	-67.34146	-0.0524	0	0	34.519	34.5179	-0.0012	-0.000088	172	34.519	34.5179	27.6749	27.6749	0	-0.000088	-0.0012	0.00E+00
174.802	0.7491	0.749	2.939481	2.939364	4.10E-02	197.6	34.5177	-0.000117	-0.0002	95.9908	-66.25448	-67.34146	-0.0396	0	-0.0002	34.5193	34.518	-0.0013	-0.000117	173	34.5193	34.518	27.6751	27.6751	-0.0002	-0.000117	-0.0013	0.00E+00
175.813	0.7497	0.7497	2.939595	2.939499	4.00E-02	197.603	34.518	-0.000096	0	95.9914	-66.25448	-67.34146	-0.0336	0	0	34.5196	34.5183	-0.0013	-0.000096	174	34.5196	34.5183	27.6753	27.6753	0	-0.000096	-0.0013	0.00E+00
176.824	0.7496	0.7495	2.939616	2.939521	3.97E-02	197.572	34.518	-0.000094	-0.0001	95.9882	-66.25448	-67.34146	-0.0516	0	-0.0001	34.5194	34.5182	-0.0011	-0.000095	175	34.5194	34.5182	27.6751	27.6751	-0.0001	-0.000095	-0.0011	0.00E+00
177.834	0.7502	0.7499	2.939699	2.939598	3.90E-02	197.639	34.518	-0.0001	-0.0002	95.9873	-66.25448	-67.34146	-0.033	0	-0.0002	34.5192	34.5182	-0.001	-0.000101	176	34.5192	34.5182	27.6749	27.6749	-0.0002	-0.000101	-0.001	0.00E+00
178.845	0.7491	0.7494	2.939673	2.939597	3.93E-02	197.442	34.5181	-0.000078	0.0003	95.9737	-66.25449	-67.34146	-0.0362	0	0.0003	34.5195	34.5182	-0.0014	-0.000076	177	34.5195	34.5182	27.6752	27.6752	0.0003	-0.000076	-0.0014	0.00E+00
179.856	0.7489	0.7487	2.939702	2.939596	3.86E-02	197.244	34.5182	-0.000106	-0.0002	95.9508	-66.2545	-67.34146	-0.0336	0	-0.0002	34.5194	34.5183	-0.0011	-0.000106	178	34.5194	34.5183	27.6752	27.6752	-0.0002	-0.000106	-0.0011	0.00E+00
180.867	0.7499	0.7498	2.93979	2.93969	3.81E-02	196.617	34.5177	-0.0001	-0.0001	95.9756	-66.2545	-67.34146	-0.0327	0	-0.0001	34.5189	34.5177	-0.0012	-0.0001	179	34.5189	34.5177	27.6747	27.6747	-0.0001	-0.0001	-0.0012	0.00E+00
181.878	0.7773	0.7748	2.942533	2.9423	3.80E-02	195.97	34.5223	-0.000227	-0.0025	95.9887	-66.2545	-67.34147	-0.0325	0	-0.0025	34.5234	34.5232	-0.0002	-0.000233	180	34.5234	34.5232	27.6766	27.6766	-0.0025	-0.000233	-0.0002	0.00E+00
182.889	0.7904	0.7883	2.944062	2.943811	3.79E-02	195.603	34.5262	-0.000247	-0.0021	95.9989	-66.2545	-67.34148	-0.0336	0	-0.0021	34.5281	34.5272	-0.0008	-0.00025	181	34.5281	34.5272	27.6795	27.6795	-0.0021	-0.00025	-0.0008	0.00E+00
183.9	0.7892	0.7885	2.944103	2.943962	3.77E-02	195.834	34.5277	-0.000144	-0.0007	95.9762	-66.2545	-67.34148	-0.0317	0	-0.0007	34.5293	34.5283	-0.0011	-0.000141	182	34.5293	34.5283	27.6806	27.6806	-0.0007	-0.000141	-0.0011	0.00E+00
184.911	0.7831	0.7828	2.943513	2.94339	3.80E-02	195.738	34.5262	-0.000125	-0.0002	96.0401	-66.2545	-67.34148	-0.0333	0	-0.0002	34.5279	34.5266	-0.0014	-0.000123	183	34.5279	34.5266	27.6799	27.6799	-0.0002	-0.000123	-0.0014	0.00E+00
185.921	0.7965	0.7947	2.94484	2.944592	3.78E-02	195.066	34.5278	-0.000245	-0.0018	96.0224	-66.2545	-67.3415	-0.0358	0	-0.0018	34.5296	34.5284	-0.0012	-0.000249	184	34.5296	34.5284	27.6804	27.6804	-0.0018	-0.000248	-0.0012	0.00E+00
186.932	0.8142	0.8087	2.946653	2.946123	3.73E-02	194.262	34.5311	-0.00052	-0.0054	96.0242	-66.2545	-67.34151	-0.0355	0	-0.0054	34.5328	34.532	-0.0007	-0.00053	185	34.5328	34.532	27.6819	27.6819	-0.0054	-0.00053	-0.0007	0.00E+00
187.943	0.8217	0.8212	2.947674	2.947555	3.72E-02	194.231	34.535	-0.000123	-0.0005	96.0386	-66.2545	-67.34152	-0.0613	0	-0.0005	34.5371	34.5361	-0.0011	-0.000119	186	34.5371	34.5361	27.6848	27.6848	-0.0005	-0.000119	-0.0011	0.00E+00
188.954	0.8269	0.8265	2.948276	2.94814	3.68E-02	192.545	34.5362	-0.000139	-0.0004	96.0378	-66.2545	-67.34152	-0.058	0	-0.0004	34.5385	34.5372	-0.0013	-0.000136	187	34.5385	34.5372	27.6856	27.6856	-0.0004	-0.000136	-0.0013	0.00E+00
189.965	0.8873	0.8868	2.954224	2.954089	3.68E-02	191.227	34.5438	-0.000138	-0.0006	96.0549	-66.2545	-67.34152	-0.0394	0	-0.0005	34.5477	34.5465	-0.0012	-0.000135	188	34.5477	34.5465	27.6891	27.6891	-0.0005	-0.000135	-0.0012	0.00E+00
190.976	0.9366	0.9357	2.959878	2.959826	3.62E-02	190.579	34.5624	-0.000053	-0.0009	96.0602	-66.25451	-67.34154	-0.0345	0	-0.0009	34.5654	34.5658	0.0003	-0.000052	189	34.5654	34.5658	27.7002	27.7002	-0.0009	-0.000052	0.0003	0.00E+00
191.987	0.9436	0.942	2.960783	2.960563	3.62E-02	190.101	34.5653	-0.000221	-0.0016	96.0908	-66.25452	-67.34154	-0.0356	0	-0.0016	34.5688	34.5677	-0.0011	-0.000221	190	34.5688	34.5677	27.7024	27.7024	-0.0016	-0.000221	-0.0011	0.00E+00
192.998	0.9615	0.9605	2.962725	2.962536	3.62E-02	189.535	34.5696	-0.000189	-0.001	96.1268	-66.25452	-67.34155	-0.0575	0	-0.001	34.5733	34.572	-0.0014	-0.000189	191	34.5733	34.572	27.705	27.705	-0.001	-0.000189	-0.0014	0.00E+00
194.009	0.9709	0.97	2.963829	2.963649	3.58E-02	189.149	34.573	-0.000182	-0.0008	96.1542	-66.25452	-67.34156	-0.0637	0	-0.0008	34.5766	34.5752	-0.0014	-0.00018	192	34.5766	34.5752	27.7069	27.7069	-0.0008	-0.00018	-0.0014	0.00E+00
195.02	0.979	0.9785	2.964705	2.964559	3.53E-02	188.932	34.5749	-0.000147	-0.0005	96.1691	-66.25452	-67.34156	-0.072	0	-0.0005	34.5782	34.5769	-0.0013	-0.000145	193	34.5782	34.5769	27.7077	27.7077	-0.0005	-0.000145	-0.0013	0.00E+00
196.031	0.9824	0.9821	2.965135	2.965007	3.53E-02	188.745	34.5764	-0.000128	-0.0003	96.1767	-66.25452	-67.34158	-0.0731	0	-0.0003	34.5794	34.5781	-0.0013	-0.000128	194	34.5794	34.5781	27.7085	27.7085	-0.0003	-0.000128	-0.0013	0.00E+00
197.042	0.9857	0.9857	2.965492	2.965405	3.52E-02	188.502	34.5772	-0.000092	0	96.1456	-66.25452	-67.34158	-0.0555	0	-9.75E-07	34.5798	34.5787	-0.0011	-0.000087	195	34.5798	34.5787	27.7086	27.7086	-9.54E-07	-0.000087	-0.0011	0.00E+00
198.053	1.0064	1.0051	2.967629	2.967482	3.48E-02	188.084	34.5816	-0.000144	-0.0012	96.173	-66.25452	-67.34158	-0.0334	0	-0.0012	34.5838	34.5832	-0.0005	-0.000147	196	34.5838	34.5832	27.7104	27.7104	-0.0012	-0.000147	-0.0005	0.00E+00
199.064	1.0193	1.0187	2.969195	2.969088	3.48E-02	187.887	34.5868	-0.000107	-0.0007	96.1812	-66.25452	-67.34158	-0.0481	0	-0.0007	34.589	34.5884	-0.0006	-0.000107	197	34.589	34.5884	27.7137	27.7137	-0.0007	-0.000107	-0.0006	0.00E+00
200.074	1.0268	1.0253	2.970091	2.96988	3.47E-02	187.653	34.5892	-0.00021	-0.0015	96.1697	-66.25452	-67.34158	-0.051	0	-0.0015	34.5917	34.5906	-0.0011	-0.000211	198	34.5917	34.5906	27.7154	27.7154	-0.0015	-0.000211	-0.0011	0.00E+00
201.085	1.0336	1.0335	2.97094	2.970849	3.46E-02	187.416	34.5921	-0.000093	-0.0001	96.1877	-66.25452	-67.34158	-0.0634	0	-0.0001	34.5944	34.5934	-0.0011	-0.000091	199	34.5944	34.5934	27.7171	27.7171	-0.0001	-0.000091	-0.0011	0.00E+00
202.096	1.0369	1.037	2.971331	2.971251	3.46E-02	187.144	34.5929	-0.000081	0.0001	96.1903	-66.25452	-67.34159	-0.0536	0	0.0001	34.5952	34.594	-0.0012	-0.00008	200	34.5952	34.594	27.7175	27.7175	0.0001	-0.00008	-0.0012	0.00E+00
203.107	1.0513	1.0473	2.9728	2.972373	3.46E-02	186.681	34.5953	-0.000423	-0.004	96.1755	-66.25453	-67.3416	-0.047	0	-0.004	34.5976	34.5965	-0.0009	-0.000427	201	34.5976	34.5965	27.7185	27.7185	-0.004	-0.000427	-0.0009	0.00E+00
204.118	1.0682	1.0637	2.974763	2.974198	3.44E-02	186.691	34.5998	-0.000557	-0.0045	96.1738	-66.25454	-67.3416	-0.0717	0	-0.0046	34.6034	34.6012	-0.0021	-0.000566	202	34.6034	34.6012	27.7221	27.7221	-0.0046	-0.000566	-0.0022	0.00E+00
205.129	1.0614	1.0611	2.974127	2.974002	3.45E-02	186.665	34.6	-0.000129	-0.0003	96.1869	-66.25454	-67.3416	-0.035	0	-0.0003	34.6023	34.601	-0.0013	-0.000125	203	34.6023	34.601	27.7216	27.7216	-0.0003	-0.000125	-0.0013	0.00E+00
206.14	1.0616	1.0621	2.974182	2.974145	3.41E-02	186.368	34.6003	-0.000042	0.0005	96.1646	-66.25454	-67.3416	-0.054	0	0.0006	34.6022	34.6011	-0.0011	-0.000037	204	34.6022	34.6011	27.7215	27.7215	0.0006	-0.000037	-0.0011	0.00E+00
207.151	1.0778	1.0733	2.975756	2.97526	3.43E-02	185.154	34.6016	-0.000487	-0.0045	96.184	-66.25454	-67.3416	-0.0743	0	-0.0045	34.6038	34.6025	-0.0012	-0.000496	205	34.6038	34.6025	27.7217	27.7217	-0.0045	-0.000496	-0.0012	0.00E+00
208.162	1.1198	1.1174	2.980403	2.98013	3.43E-02	184.314	34.6135	-0.000271	-0.0023	96.1579	-66.25454	-67.3416	-0.0756	0	-0.0023	34.6164	34.6155	-0.0009	-0.000273	206	34.6164	34.6155	27.7291	27.7291	-0.0023	-0.000273	-0.0009	0.00E+00
209.173	1.1398	1.1416	2.982661	2.982748	3.37E-02	183.729	34.6193	0.000078	0.0018	96.147	-66.25454	-67.34162	-0.0766	0	0.0019	34.6227	34.6217	-0.001	0.000087	207	34.6227	34.6217	27.7327	27.7327	0.0019	0.000087	-0.001	0.00E+00
210.184	1.1611	1.1625	2.98502	2.985142	3.37E-02	183.128	34.6262	0.000115	0.0014	96.1786	-66.25454	-67.34162	-0.0745	0	0.0014	34.6287	34.6288	-0.0001	0.000122	208	34.6287	34.6288	27.7361	27.7361	0.0014	0.000122	-0.0001	0.00E+00
211.195	1.1837	1.1846	2.987432	2.987555	3.34E-02	182.68	34.6319	0.000119	0.0008	96.1835	-66.25454	-67.34162	-0.0747	0	0.0009	34.634	34.6346	0.0006	0.000124	209	34.634	34.6346	27.7388	27.7388	0.0009	0.000124	0.0006	0.00E+00
212.206	1.1978	1.1961	2.989067	2.988831	3.32E-02	182.444	34.6355	-0.000234	-0.0017	96.1831	-66.25454	-67.34163	-0.0425	0	-0.0017	34.6388	34.6376	-0.0011	-0.000236	210	34.6388	34.6376	27.7417	27.7417	-0.0017	-0.000237	-0.0011	0.00E+00
213.217	1.204	1.2023	2.989777	2.989556	3.34E-02	182.156	34.6378	-0.000219	-0.0017	96.1998	-66.25454	-67.34162	-0.0745	0	-0.0017	34.6404	34.6395	-0.0009	-0.00022	211	34.6404	34.6395	27.7426	27.7426	-0.0017	-0.000221	-0.0009	0.00E+00
214.229	1.2109	1.2092	2.99061	2.990363	3.35E-02	182.211	34.64	-0.000247	-0.0018	96.2141	-66.25454	-67.34163	-0.0763	0	-0.0017	34.6429	34.6416	-0.0012	-0.000248	212	34.6429	34.6416	27.7441	27.7441	-0.0017	-0.000248	-0.0012	0.00E+00
215.24	1.2205	1.2207	2.99169	2.991619	3.19E-02	181.995	34.644	-0.00007	0.0002	96.2634	-66.25453	-67.34157	-0.0729	0	0.0002	34.6455	34.6443	-0.0011	-0.000071	213	34.6455	34.6443	27.7455	27.7455	0.0002	-0.000071	-0.0011	0.00E+00
