"","x"
"3561","Acutus_14873.22064"
"3562","Acutus_14873.27842"
"3563","Acutus_21897.0"
"3564","Acutus_14873.1273"
"3565","Acutus_14873.21266"
"3566","Acutus_14873.3120"
"3567","Acutus_14873.46839"
"3568","Acutus_14873.26192"
"3569","Acutus_14873.30056"
"3570","Acutus_14873.7989"
"3571","Acutus_14873.10895"
"3572","Acutus_10722.3"
"3573","Acutus_14873.21058"
"3574","Acutus_14873.16329"
"3575","Acutus_14873.32349"
"3576","Acutus_14873.7306"
"3577","Acutus_22730.0"
"3578","Acutus_14873.26998"
"3579","Acutus_14873.6534"
"3580","Acutus_14873.26726"
"3581","Acutus_14873.53211"
"3582","Acutus_14873.7139"
"3583","Acutus_15841.0"
"3584","Acutus_14873.66660"
"3585","Acutus_14873.11706"
"3586","Acutus_14873.22620"
"3587","Acutus_14873.6665"
"3588","Acutus_14873.32236"
"3589","Acutus_14873.73667"
"3590","Acutus_14873.32712"
"3591","Acutus_17816.0"
"3592","Acutus_14873.32167"
"3593","Acutus_14873.14386"
"3594","Acutus_14873.14506"
"3595","Acutus_12503.0"
"3596","Acutus_14873.21120"
"3597","Acutus_14873.66670"
"3598","Acutus_14873.22484"
"3599","Acutus_16635.0"
"3600","Acutus_14873.18887"
"3601","Acutus_14873.16514"
"3602","Acutus_14873.7583"
"3603","Acutus_14873.51368"
"3604","Acutus_14873.27302"
"3605","Acutus_3797.0"
"3606","Acutus_14873.8915"
"3607","Acutus_14873.62122"
"3608","Acutus_14873.7309"
"3609","Acutus_14873.13448"
"3610","Acutus_14569.0"
"3611","Acutus_14873.28937"
"3612","Acutus_14873.20053"
"3613","Acutus_14873.10202"
"3614","Acutus_14873.26125"
"3615","Acutus_14873.42537"
"3616","Acutus_14873.26559"
"3617","Acutus_14873.35034"
"3618","Acutus_14873.28855"
"3619","Acutus_16203.0"
"3620","Acutus_14873.62928"
"3621","Acutus_14873.31263"
"3622","Acutus_14873.10188"
"3623","Acutus_14873.26010"
"3624","Acutus_14873.28833"
"3625","Acutus_14873.19959"
"3626","Acutus_14873.15538"
"3627","Acutus_14873.47265"
"3628","Acutus_12551.3"
"3629","Acutus_14873.48380"
"3630","Acutus_14873.19568"
"3631","Acutus_14873.18625"
"3632","Acutus_14873.20035"
"3633","Acutus_14873.14999"
"3634","Acutus_14873.36632"
"3635","Acutus_18609.5"
"3636","Acutus_14873.17345"
"3637","Acutus_14873.7634"
"3638","Acutus_14873.74232"
"3639","Acutus_14873.32908"
"3640","Acutus_7305.0"
"3641","Acutus_10401.1"
"3642","Acutus_14873.64865"
"3643","Acutus_14873.15130"
"3644","Acutus_14873.27933"
"3645","Acutus_20133.0"
"3646","Acutus_14873.17292"
"3647","Acutus_14873.11306"
"3648","Acutus_14873.28919"
"3649","Acutus_14873.16336"
"3650","Acutus_14873.24976"
"3651","Acutus_21933.0"
"3652","Acutus_14873.43568"
"3653","Acutus_14873.32456"
"3654","Acutus_14873.34897"
"3655","Acutus_14873.14898"
"3656","Acutus_14873.29349"
"3657","Acutus_14873.12545"
"3658","Acutus_22183.0"
"3659","Acutus_14873.64188"
"3660","Acutus_19359.0"
"3661","Acutus_14873.6492"
"3662","Acutus_14873.4822"
"3663","Acutus_14873.17987"
"3664","Acutus_14873.59558"
"3665","Acutus_14873.31440"
"3666","Acutus_14873.32809"
"3667","Acutus_14873.37182"
"3668","Acutus_14873.22481"
"3669","Acutus_13068.0"
"3670","Acutus_14873.71252"
"3671","Acutus_14873.40095"
"3672","Acutus_14873.68408"
"3673","Acutus_14873.1767"
"3674","Acutus_14873.1775"
"3675","Acutus_14873.63033"
"3676","Acutus_14873.19898"
"3677","Acutus_21765.0"
"3678","Acutus_14873.17861"
"3679","Acutus_14873.6992"
"3680","Acutus_2367.0"
"3681","Acutus_14873.13256"
"3682","Acutus_14873.56876"
"3683","Acutus_14873.50693"
"3684","Acutus_14873.56866"
"3685","Acutus_14873.39742"
"3686","Acutus_14873.15926"
"3687","Acutus_14873.22441"
"3688","Acutus_14873.55315"
"3689","Acutus_14873.21512"
"3690","Acutus_14873.24236"
"3691","Acutus_14873.6988"
"3692","Acutus_14873.27031"
"3693","Acutus_14873.12674"
"3694","Acutus_14873.9746"
"3695","Acutus_14873.48618"
"3696","Acutus_14873.19786"
"3697","Acutus_14873.35621"
"3698","Acutus_14873.39319"
"3699","Acutus_14873.73418"
"3700","Acutus_14873.42797"
"3701","Acutus_14873.50007"
"3702","Acutus_20139.2"
"3703","Acutus_14873.19499"
"3704","Acutus_14873.34091"
"3705","Acutus_14873.24167"
"3706","Acutus_14873.74570"
"3707","Acutus_14873.3403"
"3708","Acutus_14873.12727"
"3709","Acutus_14873.16808"
"3710","Acutus_14873.47857"
"3711","Acutus_13150.0"
"3712","Acutus_14873.53015"
"3713","Acutus_20888.1"
"3714","Acutus_15920.4"
"3715","Acutus_14873.42377"
"3716","Acutus_14873.53266"
"3717","Acutus_14873.22524"
"3718","Acutus_14873.12106"
"3719","Acutus_14873.29328"
"3720","Acutus_14873.18847"
"3721","Acutus_14873.43786"
"3722","Acutus_14873.22682"
"3723","Acutus_14873.46446"
"3724","Acutus_14873.23417"
"3725","Acutus_14873.25214"
"3726","Acutus_14873.73933"
"3727","Acutus_14873.15368"
"3728","Acutus_14873.16811"
"3729","Acutus_14873.7305"
"3730","Acutus_17274.0"
"3731","Acutus_20786.1"
"3732","Acutus_14873.30215"
"3733","Acutus_14873.23939"
"3734","Acutus_14873.21256"
"3735","Acutus_14873.37709"
"3736","Acutus_14873.22877"
"3737","Acutus_14510.1"
"3738","Acutus_7362.0"
"3739","Acutus_14873.59686"
"3740","Acutus_23481.1"
"3741","Acutus_14873.45612"
"3742","Acutus_14873.60459"
"3743","Acutus_14873.13889"
"3744","Acutus_14873.63403"
"3745","Acutus_14873.56184"
"3746","Acutus_14873.71360"
"3747","Acutus_14873.2601"
"3748","Acutus_14873.61601"
"3749","Acutus_14873.31045"
"3750","Acutus_14873.35433"
"3751","Acutus_14873.47218"
"3752","Acutus_14873.15546"
"3753","Acutus_14873.12705"
"3754","Acutus_14873.30913"
"3755","Acutus_14873.19979"
"3756","Acutus_14873.5775"
"3757","Acutus_22978.0"
"3758","Acutus_14873.58430"
"3759","Acutus_14873.5767"
"3760","Acutus_23429.0"
"3761","Acutus_14873.5915"
"3762","Acutus_14873.18290"
"3763","Acutus_14873.11161"
"3764","Acutus_14873.35624"
"3765","Acutus_14873.42401"
"3766","Acutus_14873.71561"
"3767","Acutus_14873.63485"
"3768","Acutus_14873.8916"
"3769","Acutus_14873.5419"
"3770","Acutus_14873.769"
"3771","Acutus_14873.74287"
"3772","Acutus_9841.0"
"3773","Acutus_9771.1"
"3774","Acutus_14873.8917"
"3775","Acutus_14873.17583"
"3776","Acutus_14873.38133"
"3777","Acutus_10100.3"
"3778","Acutus_14873.11171"
"3779","Acutus_14873.61765"
"3780","Acutus_14873.33097"
"3781","Acutus_14873.17660"
"3782","Acutus_14873.5753"
"3783","Acutus_14736.0"
"3784","Acutus_14873.6397"
"3785","Acutus_14873.15838"
"3786","Acutus_14873.66561"
"3787","Acutus_14873.1777"
"3788","Acutus_21477.1"
"3789","Acutus_14873.1776"
"3790","Acutus_14873.64653"
"3791","Acutus_15751.0"
"3792","Acutus_14873.38059"
"3793","Acutus_14873.21436"
"3794","Acutus_14873.1843"
"3795","Acutus_10833.0"
"3796","Acutus_14873.39877"
"3797","Acutus_14873.58983"
"3798","Acutus_14873.63985"
"3799","Acutus_14873.31904"
"3800","Acutus_22020.0"
"3801","Acutus_14873.19713"
"3802","Acutus_14873.16814"
"3803","Acutus_10833.3"
"3804","Acutus_23094.1"
"3805","Acutus_14873.48795"
"3806","Acutus_14873.42918"
"3807","Acutus_14873.10393"
"3808","Acutus_14873.17057"
"3809","Acutus_2585.0"
"3810","Acutus_14873.38356"
"3811","Acutus_20978.1"
"3812","Acutus_14873.16348"
"3813","Acutus_14873.1917"
"3814","Acutus_14873.69277"
"3815","Acutus_14873.31021"
"3816","Acutus_13779.3"
"3817","Acutus_14873.22616"
"3818","Acutus_14873.65592"
"3819","Acutus_14873.73690"
"3820","Acutus_14873.34531"
"3821","Acutus_20584.1"
"3822","Acutus_14873.66995"
"3823","Acutus_23494.0"
"3824","Acutus_14873.9914"
"3825","Acutus_14873.25154"
"3826","Acutus_14873.69405"
"3827","Acutus_14873.20025"
"3828","Acutus_14873.4413"
"3829","Acutus_14873.34330"
"3830","Acutus_14873.36665"
"3831","Acutus_14873.22771"
"3832","Acutus_14873.54908"
"3833","Acutus_14873.28823"
"3834","Acutus_22093.0"
"3835","Acutus_14873.10290"
"3836","Acutus_14873.36304"
"3837","Acutus_17582.0"
"3838","Acutus_14873.47503"
"3839","Acutus_14873.21269"
"3840","Acutus_14873.48647"
"3841","Acutus_14873.757"
"3842","Acutus_14873.16326"
"3843","Acutus_14873.41806"
"3844","Acutus_10815.1"
"3845","Acutus_14873.70298"
"3846","Acutus_23772.0"
"3847","Acutus_18961.2"
"3848","Acutus_14873.33263"
"3849","Acutus_14873.69905"
"3850","Acutus_20702.0"
"3851","Acutus_6830.1"
"3852","Acutus_14873.17060"
"3853","Acutus_23772.3"
"3854","Acutus_14873.27077"
"3855","Acutus_14873.5228"
"3856","Acutus_14873.2915"
"3857","Acutus_14873.35932"
"3858","Acutus_14873.5748"
"3859","Acutus_14873.42554"
"3860","Acutus_14873.56915"
"3861","Acutus_17582.3"
"3862","Acutus_14873.10964"
"3863","Acutus_14873.47330"
"3864","Acutus_14873.44398"
"3865","Acutus_14873.3713"
"3866","Acutus_14873.35731"
"3867","Acutus_14873.73432"
"3868","Acutus_19019.2"
"3869","Acutus_14873.30536"
"3870","Acutus_14873.58693"
"3871","Acutus_14873.26310"
"3872","Acutus_21514.0"
"3873","Acutus_14873.35703"
"3874","Acutus_14873.14728"
"3875","Acutus_14873.27225"
"3876","Acutus_14873.12619"
"3877","Acutus_14873.53546"
"3878","Acutus_19647.2"
"3879","Acutus_14873.14612"
"3880","Acutus_14873.51828"
"3881","Acutus_14873.43408"
"3882","Acutus_14873.56238"
"3883","Acutus_14873.58267"
"3884","Acutus_14873.46888"
"3885","Acutus_14873.40835"
"3886","Acutus_14873.73303"
"3887","Acutus_23107.2"
"3888","Acutus_14534.0"
"3889","Acutus_14873.8025"
"3890","Acutus_7263.0"
"3891","Acutus_14873.9254"
"3892","Acutus_14873.24969"
"3893","Acutus_14873.47860"
"3894","Acutus_14873.22627"
"3895","Acutus_19446.7"
"3896","Acutus_9164.0"
"3897","Acutus_19935.0"
"3898","Acutus_14873.66519"
"3899","Acutus_14873.16339"
"3900","Acutus_14873.41598"
"3901","Acutus_14873.49846"
"3902","Acutus_14873.42551"
"3903","Acutus_18240.2"
"3904","Acutus_13639.0"
"3905","Acutus_14873.20895"
"3906","Acutus_14873.11058"
"3907","Acutus_14873.66050"
"3908","Acutus_23760.0"
"3909","Acutus_12492.0"
"3910","Acutus_5372.0"
"3911","Acutus_14873.32746"
"3912","Acutus_14873.35505"
"3913","Acutus_14873.37368"
"3914","Acutus_14873.17367"
"3915","Acutus_14873.34351"
"3916","Acutus_14873.17904"
"3917","Acutus_14873.16036"
"3918","Acutus_14873.6682"
"3919","Acutus_14873.2800"
"3920","Acutus_14873.71537"
"3921","Acutus_14873.11549"
"3922","Acutus_18531.0"
"3923","Acutus_14873.53105"
"3924","Acutus_14873.31097"
"3925","Acutus_14873.73272"
"3926","Acutus_21041.0"
"3927","Acutus_14873.2739"
"3928","Acutus_14873.15488"
"3929","Acutus_14873.13259"
"3930","Acutus_14873.31262"
"3931","Acutus_14873.43013"
"3932","Acutus_941.0"
"3933","Acutus_14873.26141"
"3934","Acutus_16170.0"
"3935","Acutus_14873.15929"
"3936","Acutus_14873.7791"
"3937","Acutus_14873.14408"
"3938","Acutus_14873.1601"
"3939","Acutus_14873.16286"
"3940","Acutus_14873.67498"
"3941","Acutus_14873.36853"
"3942","Acutus_14873.40497"
"3943","Acutus_14873.22705"
"3944","Acutus_14873.27864"
"3945","Acutus_14873.28035"
"3946","Acutus_14873.21926"
"3947","Acutus_14873.28832"
"3948","Acutus_14873.29386"
"3949","Acutus_14873.55309"
"3950","Acutus_10833.7"
"3951","Acutus_14873.22354"
"3952","Acutus_14873.52481"
"3953","Acutus_14873.51448"
"3954","Acutus_14873.53269"
"3955","Acutus_14873.74502"
"3956","Acutus_14873.17882"
"3957","Acutus_14873.39247"
"3958","Acutus_14873.19248"
"3959","Acutus_14873.14102"
"3960","Acutus_14873.20919"
"3961","Acutus_6708.0"
"3962","Acutus_14873.15828"
"3963","Acutus_14873.1240"
"3964","Acutus_14873.5752"
"3965","Acutus_14873.49368"
"3966","Acutus_14873.64887"
"3967","Acutus_14873.7432"
"3968","Acutus_14873.55119"
"3969","Acutus_14873.42574"
"3970","Acutus_14873.32313"
"3971","Acutus_14873.22694"
"3972","Acutus_14873.33621"
"3973","Acutus_14873.41738"
"3974","Acutus_17405.0"
"3975","Acutus_14873.34223"
"3976","Acutus_14873.35760"
"3977","Acutus_14873.25658"
"3978","Acutus_23934.0"
"3979","Acutus_14873.7194"
"3980","Acutus_21477.2"
"3981","Acutus_14873.68313"
"3982","Acutus_14873.21259"
"3983","Acutus_14873.26596"
"3984","Acutus_20875.0"
"3985","Acutus_14873.48747"
"3986","Acutus_14873.14911"
"3987","Acutus_14873.17519"
"3988","Acutus_14873.30079"
"3989","Acutus_11459.0"
"3990","Acutus_23785.0"
"3991","Acutus_14873.32969"
"3992","Acutus_14873.23429"
"3993","Acutus_14873.68089"
"3994","Acutus_14873.57377"
"3995","Acutus_14873.66582"
"3996","Acutus_14873.13778"
"3997","Acutus_14873.19966"
"3998","Acutus_14873.8027"
"3999","Acutus_14873.49417"
"4000","Acutus_20139.1"
"4001","Acutus_14873.33767"
"4002","Acutus_14873.39716"
"4003","Acutus_14873.19976"
"4004","Acutus_5301.0"
"4005","Acutus_14873.11929"
"4006","Acutus_14873.14712"
"4007","Acutus_14873.34972"
"4008","Acutus_14873.6596"
"4009","Acutus_14873.58257"
"4010","Acutus_14873.26144"
"4011","Acutus_14873.24613"
"4012","Acutus_14873.27252"
"4013","Acutus_14873.17003"
"4014","Acutus_17256.0"
"4015","Acutus_16103.1"
"4016","Acutus_14873.27861"
"4017","Acutus_15132.0"
"4018","Acutus_14873.63881"
"4019","Acutus_15568.0"
"4020","Acutus_5196.0"
"4021","Acutus_7540.0"
"4022","Acutus_20120.0"
"4023","Acutus_14873.69474"
"4024","Acutus_14873.37105"
"4025","Acutus_14873.31634"
"4026","Acutus_14873.5744"
"4027","Acutus_14873.11889"
"4028","Acutus_7467.0"
"4029","Acutus_14873.35851"
"4030","Acutus_14873.17324"
"4031","Acutus_14873.28260"
"4032","Acutus_14873.35370"
"4033","Acutus_14873.12295"
"4034","Acutus_18095.0"
"4035","Acutus_14873.29338"
"4036","Acutus_8786.0"
"4037","Acutus_21989.0"
"4038","Acutus_14873.34371"
"4039","Acutus_13644.0"
"4040","Acutus_14873.22691"
"4041","Acutus_14873.42571"
"4042","Acutus_14873.47168"
"4043","Acutus_14873.10250"
"4044","Acutus_14873.28000"
"4045","Acutus_14873.26193"
"4046","Acutus_14873.31207"
"4047","Acutus_14873.21439"
"4048","Acutus_14873.31077"
"4049","Acutus_22939.3"
"4050","Acutus_14873.45479"
"4051","Acutus_19240.0"
"4052","Acutus_14873.27551"
"4053","Acutus_14873.68878"
"4054","Acutus_14873.32150"
"4055","Acutus_14873.26808"
"4056","Acutus_14873.21658"
"4057","Acutus_22939.0"
"4058","Acutus_14873.32479"
"4059","Acutus_14873.24568"
"4060","Acutus_11976.6"
"4061","Acutus_23290.0"
"4062","Acutus_14873.49778"
"4063","Acutus_18941.1"
"4064","Acutus_14873.14914"
"4065","Acutus_14873.12240"
"4066","Prop_15764.6"
"4067","Prop_17658.0"
"4068","Prop_46241.4"
"4069","Prop_15750.0"
"4070","Prop_17282.14509"
"4071","Prop_39706.0"
"4072","Prop_24182.0"
"4073","Prop_27988.4"
"4074","Prop_45428.3"
"4075","Prop_21681.0"
"4076","Prop_44814.1"
"4077","Prop_17282.27224"
"4078","Prop_17282.16960"
"4079","Prop_17282.39726"
"4080","Prop_17282.10902"
"4081","Prop_25003.0"
"4082","Prop_17282.21534"
"4083","Prop_17282.27971"
"4084","Prop_26875.0"
"4085","Prop_44891.2"
"4086","Prop_17282.11224"
"4087","Prop_17282.17743"
"4088","Prop_48144.0"
"4089","Prop_31326.0"
"4090","Prop_17282.32123"
"4091","Prop_50528.1"
"4092","Prop_17282.28404"
"4093","Prop_44284.2"
"4094","Prop_17282.28883"
"4095","Prop_17282.34611"
"4096","Prop_17282.41749"
"4097","Prop_29143.0"
"4098","Prop_27310.2"
"4099","Prop_48358.0"
"4100","Prop_9579.5"
"4101","Prop_30227.0"
"4102","Prop_17282.29390"
"4103","Prop_32230.0"
"4104","Prop_33936.0"
"4105","Prop_17282.34954"
"4106","Prop_17282.33134"
"4107","Prop_24921.0"
"4108","Prop_14291.0"
"4109","Prop_5365.0"
"4110","Prop_5911.1"
"4111","Prop_10333.1"
"4112","Prop_15462.0"
"4113","Prop_48237.9"
"4114","Prop_29234.3"
"4115","Prop_17282.26228"
"4116","Prop_17282.600"
"4117","Prop_45475.2"
"4118","Prop_17282.37874"
"4119","Prop_17282.28573"
"4120","Prop_5496.0"
"4121","Prop_23910.4"
"4122","Prop_17282.37329"
"4123","Prop_17282.31243"
"4124","Prop_47136.0"
"4125","Prop_17282.13574"
"4126","Prop_39385.77"
"4127","Prop_48237.2"
"4128","Prop_34793.2"
"4129","Prop_11085.0"
"4130","Prop_12493.2"
"4131","Prop_17282.5265"
"4132","Prop_17282.17478"
"4133","Prop_13857.2"
"4134","Prop_4213.5"
"4135","Prop_17282.24256"
"4136","Prop_17282.41491"
"4137","Prop_41380.5"
"4138","Prop_51258.0"
"4139","Prop_17282.18222"
"4140","Prop_49629.1"
"4141","Prop_6801.0"
"4142","Prop_17282.20930"
"4143","Prop_12502.0"
"4144","Prop_42852.0"
"4145","Prop_17282.11982"
"4146","Prop_17282.14629"
"4147","Prop_17282.21125"
"4148","Prop_17282.6064"
"4149","Prop_17282.15061"
"4150","Prop_17282.8327"
"4151","Prop_41849.0"
"4152","Prop_17282.36113"
"4153","Prop_44224.1"
"4154","Prop_26302.9"
"4155","Prop_36824.0"
"4156","Prop_17282.36558"
"4157","Prop_15753.7"
"4158","Prop_26164.0"
"4159","Prop_17282.35547"
"4160","Prop_17282.39041"
"4161","Prop_40410.1"
"4162","Prop_2020.163"
"4163","Prop_48383.2"
"4164","Prop_47201.4"
"4165","Prop_14730.4"
"4166","Prop_2020.186"
"4167","Prop_39744.4"
"4168","Prop_27525.0"
"4169","Prop_17282.26507"
"4170","Prop_24171.2"
"4171","Prop_33363.0"
"4172","Prop_2020.234"
"4173","Prop_17282.23707"
"4174","Prop_50193.2"
"4175","Prop_32163.1"
"4176","Prop_17282.17773"
"4177","Prop_17282.25982"
"4178","Prop_8715.4"
"4179","Prop_26545.1"
"4180","Prop_35110.0"
"4181","Prop_50979.1"
"4182","Prop_17282.23969"
"4183","Prop_17282.5788"
"4184","Prop_17282.2446"
"4185","Prop_15764.8"
"4186","Prop_2020.158"
"4187","Prop_17282.35209"
"4188","Prop_18218.0"
"4189","Prop_17282.13710"
"4190","Prop_17282.2869"
"4191","Prop_10650.3"
"4192","Prop_30774.3"
"4193","Prop_17282.32397"
"4194","Prop_17282.31124"
"4195","Prop_17282.14367"
"4196","Prop_29200.0"
"4197","Prop_17282.39534"
"4198","Prop_29355.1"
"4199","Prop_23762.2"
"4200","Prop_44626.0"
"4201","Prop_34692.2"
"4202","Prop_17282.9783"
"4203","Prop_47361.1"
"4204","Prop_34935.0"
"4205","Prop_3083.1"
"4206","Prop_17282.23686"
"4207","Prop_17282.17915"
"4208","Prop_38617.0"
"4209","Prop_41511.0"
"4210","Prop_2020.162"
"4211","Prop_17282.19875"
"4212","Prop_42368.0"
"4213","Prop_17282.32747"
"4214","Prop_28779.0"
"4215","Prop_41039.1"
"4216","Prop_17282.19513"
"4217","Prop_17282.858"
"4218","Prop_8916.1"
"4219","Prop_24025.3"
"4220","Prop_41982.1"
"4221","Prop_17282.43956"
"4222","Prop_1793.3"
"4223","Prop_34654.0"
"4224","Prop_22039.0"
"4225","Prop_17282.10912"
"4226","Prop_40546.2"
"4227","Prop_28680.2"
"4228","Prop_9579.1"
"4229","Prop_17282.23249"
"4230","Prop_17282.18265"
"4231","Prop_17282.18267"
"4232","Prop_17282.13247"
"4233","Prop_11202.14"
"4234","Prop_3386.1"
"4235","Prop_47387.3"
"4236","Prop_30771.1"
"4237","Prop_17282.24116"
"4238","Prop_17282.39533"
"4239","Prop_24033.0"
"4240","Prop_17282.17482"
"4241","Prop_17282.4200"
"4242","Prop_45566.2"
"4243","Prop_17282.24093"
"4244","Prop_26811.2"
"4245","Prop_2357.0"
"4246","Prop_32049.2"
"4247","Prop_17282.20509"
"4248","Prop_19330.0"
"4249","Prop_19796.0"
"4250","Prop_17282.5259"
"4251","Prop_41971.0"
"4252","Prop_17282.10194"
"4253","Prop_41894.0"
"4254","Prop_13329.3"
"4255","Prop_17282.502"
"4256","Prop_17282.17059"
"4257","Prop_50441.0"
"4258","Prop_2020.29"
"4259","Prop_25829.0"
"4260","Prop_17282.12034"
"4261","Prop_17282.27272"
"4262","Prop_47106.1"
"4263","Prop_42370.0"
"4264","Prop_25913.36"
"4265","Prop_19107.33"
"4266","Prop_17282.40394"
"4267","Prop_31146.0"
"4268","Prop_17282.33913"
"4269","Prop_1507.2"
"4270","Prop_40956.0"
"4271","Prop_17282.15721"
"4272","Prop_19294.0"
"4273","Prop_17282.32020"
"4274","Prop_27245.0"
"4275","Prop_17282.17769"
"4276","Prop_5400.8"
"4277","Prop_20048.0"
"4278","Prop_17282.12591"
"4279","Prop_17282.26500"
"4280","Prop_17282.5890"
"4281","Prop_30638.5"
"4282","Prop_17282.36275"
"4283","Prop_50537.1"
"4284","Prop_17282.18753"
"4285","Prop_17282.21128"
"4286","Prop_39875.0"
"4287","Prop_32945.1"
"4288","Prop_17282.16486"
"4289","Prop_17282.40688"
"4290","Prop_17282.16967"
"4291","Prop_37540.0"
"4292","Prop_14907.0"
"4293","Prop_5595.0"
"4294","Prop_17282.40802"
"4295","Prop_24914.0"
"4296","Prop_37121.2"
"4297","Prop_50881.4"
"4298","Prop_11048.0"
"4299","Prop_17282.31645"
"4300","Prop_21560.0"
"4301","Prop_19562.0"
"4302","Prop_17282.45922"
"4303","Prop_29023.4"
"4304","Prop_17282.20938"
"4305","Prop_17282.19623"
"4306","Prop_47888.0"
"4307","Prop_17282.2944"
"4308","Prop_17282.12088"
"4309","Prop_17282.43677"
"4310","Prop_24599.0"
"4311","Prop_24546.1"
"4312","Prop_3621.0"
"4313","Prop_43327.0"
"4314","Prop_17282.17468"
"4315","Prop_17282.27243"
"4316","Prop_29382.0"
"4317","Prop_30406.1"
"4318","Prop_27827.0"
"4319","Prop_2020.13"
"4320","Prop_17282.38177"
"4321","Prop_8943.1"
"4322","Prop_17282.11247"
"4323","Prop_14740.0"
"4324","Prop_17282.26069"
"4325","Prop_17282.16648"
"4326","Prop_22920.3"
"4327","Prop_17282.30842"
"4328","Prop_48762.3"
"4329","Prop_20506.0"
"4330","Prop_17282.10548"
"4331","Prop_17282.12330"
"4332","Prop_13524.0"
"4333","Prop_8044.0"
"4334","Prop_17282.23227"
"4335","Prop_17282.5363"
"4336","Prop_2020.43"
"4337","Prop_44276.9"
"4338","Prop_13602.0"
"4339","Prop_17282.34303"
"4340","Prop_17282.10516"
"4341","Prop_50881.7"
"4342","Prop_13053.7"
"4343","Prop_19569.0"
"4344","Prop_4562.1"
"4345","Prop_43654.0"
"4346","Prop_48147.0"
"4347","Prop_17282.8901"
"4348","Prop_17282.29860"
"4349","Prop_25403.0"
"4350","Prop_32456.0"
"4351","Prop_17282.43180"
"4352","Prop_17282.7977"
"4353","Prop_17282.32801"
"4354","Prop_30194.0"
"4355","Prop_17282.25730"
"4356","Prop_43222.0"
"4357","Prop_34913.0"
"4358","Prop_17282.31726"
"4359","Prop_15704.0"
"4360","Prop_11248.0"
"4361","Prop_17282.25978"
"4362","Prop_17282.43541"
"4363","Prop_17282.19403"
"4364","Prop_17282.13813"
"4365","Prop_24417.0"
"4366","Prop_17282.8204"
"4367","Prop_7370.0"
"4368","Prop_33268.2"
"4369","Prop_31284.0"
"4370","Prop_17282.22932"
"4371","Prop_6774.7"
"4372","Prop_17282.29203"
"4373","Prop_3149.0"
"4374","Prop_36099.0"
"4375","Prop_17282.18395"
"4376","Prop_2020.219"
"4377","Prop_17282.17757"
"4378","Prop_17282.44215"
"4379","Prop_46292.2"
"4380","Prop_16260.0"
"4381","Prop_38964.0"
"4382","Prop_39744.1"
"4383","Prop_32126.0"
"4384","Prop_5309.1"
"4385","Prop_31122.0"
"4386","Prop_2020.194"
"4387","Prop_33023.0"
"4388","Prop_17735.1"
"4389","Prop_17282.39273"
"4390","Prop_21561.0"
"4391","Prop_15957.1"
"4392","Prop_17282.37574"
"4393","Prop_24517.0"
"4394","Prop_17282.17783"
"4395","Prop_17282.40439"
"4396","Prop_17282.29478"
"4397","Prop_44068.0"
"4398","Prop_49376.0"
"4399","Prop_17282.31628"
"4400","Prop_48908.0"
"4401","Prop_17282.22931"
"4402","Prop_26013.6"
"4403","Prop_45183.3"
"4404","Prop_17282.10936"
"4405","Prop_17282.39153"
"4406","Prop_12403.0"
"4407","Prop_17282.15352"
"4408","Prop_17282.6899"
"4409","Prop_17282.25227"
"4410","Prop_14324.1"
"4411","Prop_17282.14386"
"4412","Prop_17282.5277"
"4413","Prop_39215.6"
"4414","Prop_32672.0"
"4415","Prop_17282.19728"
"4416","Prop_17282.5703"
"4417","Prop_32087.0"
"4418","Prop_25416.1"
"4419","Prop_10912.2"
"4420","Prop_17282.45960"
"4421","Prop_31287.1"
"4422","Prop_17282.33962"
"4423","Prop_17282.25643"
"4424","Prop_25253.0"
"4425","Prop_48179.0"
"4426","Prop_45634.0"
"4427","Prop_20638.2"
"4428","Prop_27375.0"
"4429","Prop_48287.0"
"4430","Prop_30974.44"
"4431","Prop_17282.23803"
"4432","Prop_17282.24197"
"4433","Prop_26344.3"
"4434","Prop_17282.10895"
"4435","Prop_15992.1"
"4436","Prop_45846.6"
"4437","Prop_17282.11118"
"4438","Prop_17282.11603"
"4439","Prop_17282.32827"
"4440","Prop_44284.0"
"4441","Prop_43486.0"
"4442","Prop_36970.0"
"4443","Prop_17282.35004"
"4444","Prop_31564.0"
"4445","Prop_17282.12"
"4446","Prop_17282.17469"
"4447","Prop_17282.17816"
"4448","Prop_22439.0"
"4449","Prop_27916.1"
"4450","Prop_36429.1"
"4451","Prop_21780.0"
"4452","Prop_40333.0"
"4453","Prop_16767.0"
"4454","Prop_17282.31732"
"4455","Prop_17282.44770"
"4456","Prop_17282.28981"
"4457","Prop_17282.5251"
"4458","Prop_31225.1"
"4459","Prop_17282.16233"
"4460","Prop_36451.0"
"4461","Prop_47524.0"
"4462","Prop_10632.0"
"4463","Prop_38818.0"
"4464","Prop_17690.6"
"4465","Prop_8707.2"
"4466","Prop_17282.43146"
"4467","Prop_17282.25012"
"4468","Prop_36292.1"
"4469","Prop_24745.1"
"4470","Prop_18408.0"
"4471","Prop_27547.3"
"4472","Prop_35892.0"
"4473","Prop_17282.7514"
"4474","Prop_17282.30922"
"4475","Prop_17282.45302"
"4476","Prop_37175.0"
"4477","Prop_17282.34187"
"4478","Prop_11880.0"
"4479","Prop_18366.0"
"4480","Prop_47201.0"
"4481","Prop_8487.0"
"4482","Prop_19674.0"
"4483","Prop_44362.1"
