"","x"
"1838","Acutus_14873.16347"
"1839","Acutus_1941.0"
"1840","Acutus_14873.43441"
"1841","Acutus_14873.43719"
"1842","Acutus_14873.31426"
"1843","Acutus_23134.2"
"1844","Acutus_14873.19524"
"1845","Acutus_14873.25292"
"1846","Acutus_14873.598"
"1847","Acutus_14873.30919"
"1848","Acutus_14873.15200"
"1849","Acutus_10833.1"
"1850","Acutus_23094.3"
"1851","Acutus_22244.0"
"1852","Acutus_14873.2985"
"1853","Acutus_14873.2566"
"1854","Acutus_14873.53505"
"1855","Acutus_23094.0"
"1856","Acutus_14873.7228"
"1857","Acutus_14873.46840"
"1858","Acutus_14873.37670"
"1859","Acutus_14873.20079"
"1860","Acutus_14873.23090"
"1861","Acutus_14873.39878"
"1862","Acutus_14873.5336"
"1863","Acutus_5969.0"
"1864","Acutus_14873.23621"
"1865","Acutus_14873.13816"
"1866","Acutus_18995.0"
"1867","Acutus_14873.15837"
"1868","Acutus_14873.4559"
"1869","Acutus_14873.70063"
"1870","Acutus_14873.26457"
"1871","Acutus_21477.3"
"1872","Acutus_20978.0"
"1873","Acutus_14873.2567"
"1874","Acutus_14873.72275"
"1875","Acutus_14873.14981"
"1876","Acutus_14873.8369"
"1877","Acutus_14873.21272"
"1878","Acutus_14873.42939"
"1879","Acutus_14873.12086"
"1880","Acutus_14873.21745"
"1881","Acutus_14873.60043"
"1882","Acutus_14525.1"
"1883","Acutus_14873.12121"
"1884","Acutus_17205.0"
"1885","Acutus_14873.29351"
"1886","Acutus_14873.26196"
"1887","Acutus_10833.8"
"1888","Acutus_14873.5490"
"1889","Acutus_14873.61569"
"1890","Acutus_14873.21262"
"1891","Acutus_14873.32751"
"1892","Acutus_14873.3893"
"1893","Acutus_14873.30773"
"1894","Acutus_14873.27538"
"1895","Acutus_14873.56460"
"1896","Acutus_14873.43973"
"1897","Acutus_20359.0"
"1898","Acutus_14873.30741"
"1899","Acutus_14873.22786"
"1900","Acutus_14873.3011"
"1901","Acutus_14873.41305"
"1902","Acutus_14873.32042"
"1903","Acutus_14873.29674"
"1904","Acutus_14873.67507"
"1905","Acutus_14873.47217"
"1906","Acutus_14873.16825"
"1907","Acutus_14873.15819"
"1908","Acutus_14873.821"
"1909","Acutus_14873.17849"
"1910","Acutus_23481.3"
"1911","Acutus_14873.54963"
"1912","Acutus_14873.20611"
"1913","Acutus_20888.0"
"1914","Acutus_14873.31439"
"1915","Acutus_19113.0"
"1916","Acutus_14873.3113"
"1917","Acutus_14873.32730"
"1918","Acutus_14873.23433"
"1919","Acutus_14873.24371"
"1920","Acutus_14873.773"
"1921","Acutus_14873.7921"
"1922","Acutus_23169.1"
"1923","Acutus_14873.63566"
"1924","Acutus_4885.0"
"1925","Acutus_14873.32870"
"1926","Acutus_14873.14824"
"1927","Acutus_14873.62943"
"1928","Acutus_14873.58548"
"1929","Acutus_13830.0"
"1930","Acutus_14873.16283"
"1931","Acutus_14873.61213"
"1932","Acutus_8517.0"
"1933","Acutus_14873.23418"
"1934","Acutus_11703.0"
"1935","Acutus_23481.0"
"1936","Acutus_14873.51537"
"1937","Acutus_14873.16807"
"1938","Acutus_17753.0"
"1939","Acutus_13588.0"
"1940","Acutus_14873.47858"
"1941","Acutus_14873.14619"
"1942","Acutus_14873.24764"
"1943","Acutus_14873.16747"
"1944","Acutus_14873.32247"
"1945","Acutus_14873.12612"
"1946","Acutus_13613.0"
"1947","Acutus_14873.19320"
"1948","Acutus_14873.70044"
"1949","Acutus_14873.30363"
"1950","Acutus_14873.23767"
"1951","Acutus_14873.29716"
"1952","Acutus_14873.30341"
"1953","Acutus_14873.40788"
"1954","Acutus_14873.7262"
"1955","Acutus_14873.16332"
"1956","Acutus_14873.24168"
"1957","Acutus_14873.37645"
"1958","Acutus_14873.73164"
"1959","Acutus_14873.71910"
"1960","Acutus_14873.3919"
"1961","Acutus_14873.21487"
"1962","Acutus_14873.5604"
"1963","Acutus_14873.19319"
"1964","Acutus_14873.7112"
"1965","Acutus_14873.66929"
"1966","Acutus_2367.3"
"1967","Acutus_14873.50011"
"1968","Acutus_14873.48286"
"1969","Acutus_7058.1"
"1970","Acutus_14873.29890"
"1971","Acutus_14873.58656"
"1972","Acutus_14873.33828"
"1973","Acutus_19219.0"
"1974","Acutus_16070.0"
"1975","Acutus_14873.19897"
"1976","Acutus_14873.16403"
"1977","Acutus_14873.14935"
"1978","Acutus_14873.19265"
"1979","Acutus_14873.7026"
"1980","Acutus_14873.32019"
"1981","Acutus_14873.70093"
"1982","Acutus_14873.51290"
"1983","Acutus_13199.2"
"1984","Acutus_14873.28849"
"1985","Acutus_14873.31614"
"1986","Acutus_14873.65712"
"1987","Acutus_14873.14985"
"1988","Acutus_21598.0"
"1989","Acutus_14873.24765"
"1990","Acutus_14873.22184"
"1991","Acutus_14873.66839"
"1992","Acutus_14873.24242"
"1993","Acutus_19640.0"
"1994","Acutus_14873.14623"
"1995","Acutus_841.10"
"1996","Acutus_14873.13763"
"1997","Acutus_14873.27449"
"1998","Acutus_14873.72723"
"1999","Acutus_14873.67682"
"2000","Acutus_9506.7"
"2001","Acutus_14873.36049"
"2002","Acutus_14873.59199"
"2003","Acutus_14873.31209"
"2004","Acutus_14873.17359"
"2005","Acutus_14873.14732"
"2006","Acutus_14873.39876"
"2007","Acutus_14873.56222"
"2008","Acutus_14873.16400"
"2009","Acutus_14873.53580"
"2010","Acutus_14873.41282"
"2011","Acutus_14873.67027"
"2012","Acutus_15533.1"
"2013","Acutus_14873.5949"
"2014","Acutus_14873.40878"
"2015","Acutus_14873.29333"
"2016","Acutus_14873.60251"
"2017","Acutus_14873.16900"
"2018","Acutus_2555.0"
"2019","Acutus_14873.12088"
"2020","Acutus_14873.49880"
"2021","Acutus_14873.31810"
"2022","Acutus_14873.16821"
"2023","Acutus_14873.31888"
"2024","Acutus_14873.26992"
"2025","Acutus_14880.0"
"2026","Acutus_11196.0"
"2027","Acutus_14873.23430"
"2028","Acutus_17769.0"
"2029","Acutus_14873.45780"
"2030","Acutus_14873.45718"
"2031","Acutus_14873.54001"
"2032","Acutus_14873.74286"
"2033","Acutus_13716.0"
"2034","Acutus_14873.21653"
"2035","Acutus_14873.48914"
"2036","Acutus_14873.24457"
"2037","Acutus_11480.0"
"2038","Acutus_14873.16280"
"2039","Acutus_14873.3069"
"2040","Acutus_14873.68023"
"2041","Acutus_21831.0"
"2042","Acutus_14873.37644"
"2043","Acutus_14873.15451"
"2044","Acutus_14873.7318"
"2045","Acutus_14873.26651"
"2046","Acutus_2004.1"
"2047","Acutus_21422.0"
"2048","Acutus_14873.29380"
"2049","Acutus_14873.1358"
"2050","Acutus_14700.3"
"2051","Acutus_6413.0"
"2052","Acutus_14873.49681"
"2053","Acutus_14873.46505"
"2054","Acutus_14873.28015"
"2055","Acutus_14873.28266"
"2056","Acutus_14873.11951"
"2057","Acutus_14873.11093"
"2058","Acutus_14873.5996"
"2059","Acutus_14873.5997"
"2060","Acutus_14873.37784"
"2061","Acutus_14873.3280"
"2062","Acutus_14873.59623"
"2063","Acutus_14873.21257"
"2064","Acutus_15402.2"
"2065","Acutus_14873.37501"
"2066","Acutus_14873.23416"
"2067","Acutus_14873.19572"
"2068","Acutus_14873.3066"
"2069","Acutus_14873.30830"
"2070","Acutus_10526.2"
"2071","Acutus_14873.20606"
"2072","Acutus_14873.74048"
"2073","Acutus_14873.12726"
"2074","Acutus_14873.19562"
"2075","Acutus_14873.33486"
"2076","Acutus_14873.13595"
"2077","Acutus_14873.47856"
"2078","Acutus_12034.0"
"2079","Acutus_21811.0"
"2080","Acutus_11544.2"
"2081","Acutus_14873.30923"
"2082","Acutus_14873.44663"
"2083","Acutus_14873.72387"
"2084","Acutus_4263.1"
"2085","Acutus_14873.20917"
"2086","Acutus_14873.19960"
"2087","Acutus_14873.38422"
"2088","Acutus_14873.21363"
"2089","Acutus_10965.0"
"2090","Acutus_14873.17539"
"2091","Acutus_12986.0"
"2092","Acutus_14873.29718"
"2093","Acutus_14873.16824"
"2094","Acutus_14873.63746"
"2095","Acutus_14873.34811"
"2096","Acutus_14873.51961"
"2097","Acutus_14873.63806"
"2098","Acutus_14873.15930"
"2099","Acutus_14873.24237"
"2100","Acutus_14873.26343"
"2101","Acutus_14873.27101"
"2102","Acutus_14873.34193"
"2103","Acutus_20829.0"
"2104","Acutus_14873.24176"
"2105","Acutus_14873.25880"
"2106","Acutus_14873.4442"
"2107","Acutus_14873.28528"
"2108","Acutus_14873.37072"
"2109","Acutus_14873.19970"
"2110","Acutus_14873.49341"
"2111","Acutus_5147.0"
"2112","Acutus_3054.0"
"2113","Acutus_14873.67051"
"2114","Acutus_14873.40103"
"2115","Acutus_14873.15927"
"2116","Acutus_23607.0"
"2117","Acutus_4944.1"
"2118","Acutus_14873.37188"
"2119","Acutus_13786.1"
"2120","Acutus_14873.58658"
"2121","Acutus_14873.35175"
"2122","Acutus_14873.70933"
"2123","Acutus_14873.27155"
"2124","Acutus_21613.1"
"2125","Acutus_14873.29733"
"2126","Acutus_14873.58606"
"2127","Acutus_14873.13257"
"2128","Acutus_8416.1"
"2129","Acutus_15443.0"
"2130","Acutus_14873.13875"
"2131","Acutus_11469.0"
"2132","Acutus_14873.25840"
"2133","Acutus_14873.40012"
"2134","Acutus_14873.19747"
"2135","Acutus_4890.3"
"2136","Acutus_8398.0"
"2137","Acutus_14873.15494"
"2138","Acutus_14873.21501"
"2139","Acutus_14873.12639"
"2140","Acutus_18109.3"
"2141","Acutus_2426.0"
"2142","Acutus_14873.3770"
"2143","Acutus_20816.0"
"2144","Acutus_8652.0"
"2145","Acutus_14873.46827"
"2146","Acutus_14873.16337"
"2147","Acutus_14873.16521"
"2148","Acutus_14873.30385"
"2149","Acutus_14873.66669"
"2150","Acutus_14873.34514"
"2151","Acutus_18109.0"
"2152","Acutus_14873.11964"
"2153","Acutus_7523.0"
"2154","Acutus_14873.25092"
"2155","Acutus_14873.43403"
"2156","Acutus_14873.19903"
"2157","Acutus_18905.0"
"2158","Acutus_14873.22610"
"2159","Acutus_14873.6294"
"2160","Acutus_15564.0"
"2161","Acutus_16763.1"
"2162","Acutus_14873.29375"
"2163","Acutus_14873.66187"
"2164","Acutus_14873.31912"
"2165","Acutus_14873.4484"
"2166","Acutus_14873.60055"
"2167","Acutus_14873.45853"
"2168","Acutus_14873.56400"
"2169","Acutus_14873.38797"
"2170","Acutus_14873.12915"
"2171","Acutus_14873.16275"
"2172","Acutus_14873.32775"
"2173","Acutus_14873.16005"
"2174","Acutus_14873.62621"
"2175","Acutus_14873.53880"
"2176","Acutus_14873.32680"
"2177","Acutus_14873.54985"
"2178","Acutus_14873.44681"
"2179","Acutus_19802.2"
"2180","Acutus_14873.21025"
"2181","Acutus_14873.11053"
"2182","Acutus_14873.49297"
"2183","Acutus_14873.54687"
"2184","Acutus_14873.23139"
"2185","Acutus_14873.45722"
"2186","Acutus_14873.51954"
"2187","Acutus_14873.68655"
"2188","Acutus_14873.30334"
"2189","Acutus_14873.28549"
"2190","Acutus_14873.46390"
"2191","Acutus_14873.31101"
"2192","Acutus_14873.68765"
"2193","Acutus_21068.0"
"2194","Acutus_14873.3894"
"2195","Acutus_14873.37341"
"2196","Acutus_23417.0"
"2197","Acutus_14873.73666"
"2198","Acutus_14873.38657"
"2199","Acutus_5101.1"
"2200","Acutus_14873.74036"
"2201","Acutus_5283.0"
"2202","Acutus_3809.6"
"2203","Acutus_14873.38837"
"2204","Acutus_14873.35311"
"2205","Acutus_14873.24497"
"2206","Acutus_14873.20668"
"2207","Acutus_14873.11126"
"2208","Acutus_14873.23362"
"2209","Acutus_14873.28910"
"2210","Acutus_14873.14323"
"2211","Acutus_14873.19485"
"2212","Acutus_14873.4564"
"2213","Acutus_14873.24380"
"2214","Acutus_14873.5995"
"2215","Acutus_14873.49267"
"2216","Acutus_15208.2"
"2217","Acutus_14873.34511"
"2218","Acutus_14873.29340"
"2219","Acutus_14873.68881"
"2220","Acutus_14873.11943"
"2221","Acutus_10063.0"
"2222","Acutus_855.0"
"2223","Acutus_14873.38820"
"2224","Acutus_14873.43862"
"2225","Acutus_14873.7314"
"2226","Acutus_14873.36479"
"2227","Acutus_14873.5384"
"2228","Acutus_14873.21267"
"2229","Acutus_14873.38060"
"2230","Acutus_14873.62918"
"2231","Acutus_17596.0"
"2232","Acutus_17332.0"
"2233","Acutus_14873.14004"
"2234","Acutus_14873.27989"
"2235","Acutus_14873.8360"
"2236","Acutus_18467.1"
"2237","Acutus_14873.11971"
"2238","Acutus_14873.4821"
"2239","Acutus_14873.19075"
"2240","Acutus_14873.56935"
"2241","Acutus_14873.71056"
"2242","Acutus_14873.45365"
"2243","Acutus_14873.27489"
"2244","Acutus_14873.4281"
"2245","Acutus_14873.45322"
"2246","Acutus_14873.50182"
"2247","Acutus_14873.19434"
"2248","Acutus_14873.17913"
"2249","Acutus_14873.14945"
"2250","Acutus_14873.52998"
"2251","Acutus_14873.41957"
"2252","Acutus_14873.9187"
"2253","Acutus_14873.37635"
"2254","Acutus_14873.16342"
"2255","Acutus_14873.19985"
"2256","Acutus_14873.25202"
"2257","Acutus_14873.26019"
"2258","Acutus_13215.0"
"2259","Acutus_13780.0"
"2260","Acutus_14873.44684"
"2261","Acutus_14873.22576"
"2262","Acutus_14873.34100"
"2263","Acutus_14873.29680"
"2264","Acutus_14873.29957"
"2265","Acutus_8522.0"
"2266","Acutus_14873.42529"
"2267","Acutus_23774.2"
"2268","Acutus_20597.0"
"2269","Acutus_14873.5603"
"2270","Acutus_14873.54332"
"2271","Acutus_14873.18174"
"2272","Acutus_16433.0"
"2273","Acutus_14873.44772"
"2274","Acutus_14873.67383"
"2275","Acutus_14873.31379"
"2276","Acutus_14873.20910"
"2277","Acutus_14873.17059"
"2278","Acutus_14873.20211"
"2279","Acutus_19168.0"
"2280","Acutus_14873.30837"
"2281","Acutus_14873.70390"
"2282","Acutus_14873.2449"
"2283","Acutus_16099.0"
"2284","Acutus_15868.0"
"2285","Acutus_14873.67531"
"2286","Acutus_14873.25483"
"2287","Acutus_14873.31206"
"2288","Acutus_14873.12736"
"2289","Acutus_22626.1"
"2290","Acutus_14873.2100"
"2291","Acutus_14873.7792"
"2292","Acutus_14873.19535"
"2293","Acutus_19865.2"
"2294","Acutus_14873.17412"
"2295","Acutus_21276.0"
"2296","Acutus_14873.17510"
"2297","Acutus_13859.0"
"2298","Acutus_14873.74228"
"2299","Acutus_14873.37587"
"2300","Acutus_14873.58429"
"2301","Acutus_14873.26567"
"2302","Acutus_13985.0"
"2303","Acutus_14524.4"
"2304","Acutus_4637.0"
"2305","Acutus_20830.2"
"2306","Acutus_14873.39010"
"2307","Acutus_14873.6239"
"2308","Acutus_14873.32274"
"2309","Acutus_5227.0"
"2310","Acutus_14873.19023"
"2311","Acutus_14873.8450"
"2312","Acutus_14873.29852"
"2313","Acutus_14873.599"
"2314","Acutus_14873.16834"
"2315","Acutus_14873.21451"
"2316","Acutus_14873.33766"
"2317","Acutus_14873.268"
"2318","Acutus_12688.2"
"2319","Acutus_14873.29723"
"2320","Acutus_14873.19755"
"2321","Acutus_14873.51277"
"2322","Acutus_14873.16371"
"2323","Acutus_14873.62530"
"2324","Acutus_20782.0"
"2325","Acutus_14873.44587"
"2326","Acutus_14873.5751"
"2327","Acutus_14873.23600"
"2328","Acutus_14873.16343"
"2329","Acutus_14873.57376"
"2330","Acutus_14873.25203"
"2331","Acutus_14863.1"
"2332","Acutus_14873.58828"
"2333","Acutus_14873.49044"
"2334","Acutus_14873.69151"
"2335","Acutus_18811.0"
"2336","Acutus_7091.0"
"2337","Acutus_14873.48746"
"2338","Acutus_14873.46975"
"2339","Acutus_14873.36312"
"2340","Acutus_14873.27359"
"2341","Acutus_14873.31438"
"2342","Acutus_14873.6237"
"2343","Acutus_14873.35369"
"2344","Acutus_14873.5950"
"2345","Acutus_14873.70745"
"2346","Acutus_14873.25916"
"2347","Acutus_11086.0"
"2348","Acutus_14873.15793"
"2349","Acutus_14873.609"
"2350","Acutus_14873.50105"
"2351","Acutus_14873.23052"
"2352","Acutus_20167.1"
"2353","Acutus_13199.1"
"2354","Acutus_14873.23773"
"2355","Acutus_14873.43402"
"2356","Acutus_14873.66428"
"2357","Acutus_1216.0"
"2358","Acutus_14873.43318"
"2359","Acutus_11043.0"
"2360","Acutus_14873.32159"
"2361","Acutus_14873.21483"
"2362","Acutus_14873.24623"
"2363","Acutus_14873.37260"
"2364","Acutus_14873.4607"
"2365","Acutus_14873.16391"
"2366","Acutus_14873.44372"
"2367","Acutus_14873.5343"
"2368","Acutus_14873.49483"
"2369","Acutus_14873.43704"
"2370","Acutus_14873.35066"
"2371","Acutus_14873.50279"
"2372","Acutus_2327.0"
"2373","Acutus_14310.0"
"2374","Acutus_14873.72114"
"2375","Acutus_14873.16803"
"2376","Acutus_14873.45852"
"2377","Acutus_14873.17949"
"2378","Acutus_14873.16743"
"2379","Acutus_21391.1"
"2380","Acutus_14873.32970"
"2381","Acutus_14873.16831"
"2382","Acutus_14873.22968"
"2383","Acutus_14873.52348"
"2384","Acutus_14873.24450"
"2385","Acutus_14873.19333"
"2386","Acutus_14873.21041"
"2387","Acutus_19450.2"
"2388","Acutus_14873.33829"
"2389","Acutus_14873.13430"
"2390","Acutus_14873.51580"
"2391","Acutus_14873.31938"
"2392","Acutus_14873.64194"
"2393","Acutus_14873.20936"
"2394","Acutus_20002.4"
"2395","Acutus_14873.14333"
"2396","Acutus_15208.1"
"2397","Acutus_14105.0"
"2398","Acutus_12991.2"
"2399","Acutus_14873.38067"
"2400","Acutus_14873.21260"
"2401","Acutus_14873.56371"
"2402","Acutus_14873.29347"
"2403","Acutus_14909.0"
"2404","Acutus_14873.62923"
"2405","Acutus_14873.13443"
"2406","Acutus_14873.15129"
"2407","Acutus_14873.31056"
"2408","Acutus_14873.14581"
"2409","Acutus_12589.1"
"2410","Acutus_14873.60640"
"2411","Acutus_14873.9387"
"2412","Acutus_14873.28838"
"2413","Acutus_14873.13372"
"2414","Acutus_14873.41552"
"2415","Acutus_14873.61878"
"2416","Acutus_13160.0"
"2417","Acutus_14873.30128"
"2418","Acutus_14873.26877"
"2419","Acutus_4743.0"
"2420","Acutus_14873.30667"
"2421","Acutus_14873.21494"
"2422","Acutus_22704.0"
"2423","Acutus_14873.12193"
"2424","Acutus_14873.24323"
"2425","Acutus_22204.6"
"2426","Acutus_14873.9386"
"2427","Acutus_14873.30034"
"2428","Acutus_14873.29251"
"2429","Acutus_14873.58266"
"2430","Acutus_14873.194"
"2431","Acutus_14873.73699"
"2432","Acutus_19732.3"
"2433","Acutus_14873.15202"
"2434","Acutus_14873.40102"
"2435","Acutus_14873.71708"
"2436","Acutus_14873.16351"
"2437","Acutus_14873.17810"
"2438","Acutus_14873.5530"
"2439","Acutus_23774.1"
"2440","Acutus_14873.53547"
"2441","Acutus_14873.34998"
"2442","Acutus_14873.30422"
"2443","Acutus_14873.14997"
"2444","Acutus_4120.1"
"2445","Acutus_14873.54322"
"2446","Acutus_20635.0"
"2447","Acutus_14873.16754"
"2448","Acutus_15535.0"
"2449","Acutus_14873.29732"
"2450","Acutus_14873.13260"
"2451","Acutus_14873.8210"
"2452","Acutus_14873.37454"
"2453","Acutus_14873.71711"
"2454","Acutus_14873.70057"
"2455","Acutus_12370.0"
"2456","Acutus_14873.46235"
"2457","Acutus_14873.46842"
"2458","Acutus_19732.0"
"2459","Acutus_16440.0"
"2460","Acutus_14873.40177"
"2461","Acutus_14873.21307"
"2462","Acutus_14873.14755"
"2463","Acutus_24090.0"
"2464","Acutus_13749.0"
"2465","Acutus_14873.4605"
"2466","Acutus_14873.27066"
"2467","Acutus_14873.10315"
"2468","Acutus_14873.772"
"2469","Acutus_14873.32450"
"2470","Acutus_14873.23110"
"2471","Acutus_14873.65713"
"2472","Acutus_14873.19237"
"2473","Acutus_14873.32179"
"2474","Acutus_14873.40712"
"2475","Acutus_21343.0"
"2476","Acutus_14873.11482"
"2477","Acutus_14873.16330"
"2478","Acutus_14873.51052"
"2479","Acutus_3852.1"
"2480","Acutus_14873.31014"
"2481","Acutus_14873.19544"
"2482","Acutus_14873.29807"
"2483","Acutus_22365.0"
"2484","Acutus_14873.25707"
"2485","Acutus_14873.21491"
"2486","Acutus_14873.17608"
"2487","Acutus_14873.55804"
"2488","Acutus_14873.16327"
"2489","Acutus_14873.51575"
"2490","Acutus_14873.38097"
"2491","Acutus_14873.28161"
"2492","Acutus_13199.5"
"2493","Acutus_14873.29332"
"2494","Acutus_21699.0"
"2495","Acutus_14873.28886"
"2496","Acutus_14873.68251"
"2497","Acutus_14873.11062"
"2498","Acutus_14873.16354"
"2499","Acutus_14873.38805"
"2500","Acutus_2367.10"
"2501","Acutus_14873.19322"
"2502","Acutus_14873.67764"
"2503","Acutus_14873.7037"
"2504","Acutus_14873.62805"
"2505","Acutus_14873.23784"
"2506","Acutus_14873.24460"
"2507","Acutus_9586.1"
"2508","Acutus_3809.1"
"2509","Acutus_14873.22617"
"2510","Acutus_14873.26802"
"2511","Acutus_14873.68022"
"2512","Acutus_14873.23580"
"2513","Acutus_14873.40372"
"2514","Acutus_14873.28718"
"2515","Acutus_14873.23598"
"2516","Acutus_14873.40994"
"2517","Acutus_23027.0"
"2518","Acutus_14873.14194"
"2519","Acutus_15603.1"
"2520","Acutus_14873.7965"
"2521","Acutus_9503.0"
"2522","Acutus_14873.18261"
"2523","Acutus_14873.30958"
"2524","Acutus_14873.36063"
"2525","Acutus_14873.7586"
"2526","Acutus_14873.16810"
"2527","Acutus_18253.0"
"2528","Acutus_14873.66992"
"2529","Acutus_14873.14378"
"2530","Acutus_14873.13456"
"2531","Acutus_14873.20251"
"2532","Acutus_20395.0"
"2533","Acutus_14873.19538"
"2534","Acutus_14873.17550"
"2535","Acutus_14873.31280"
"2536","Acutus_24133.0"
"2537","Acutus_14873.27463"
"2538","Acutus_14873.20022"
"2539","Acutus_14873.17674"
"2540","Acutus_14873.16175"
"2541","Acutus_14873.27441"
"2542","Acutus_22686.1"
"2543","Acutus_8380.0"
"2544","Acutus_16348.0"
"2545","Acutus_14873.10884"
"2546","Acutus_8511.0"
"2547","Acutus_14873.20347"
"2548","Acutus_14873.33223"
"2549","Acutus_14873.24549"
"2550","Acutus_18287.0"
"2551","Acutus_14873.61575"
"2552","Acutus_12072.0"
"2553","Acutus_23865.0"
"2554","Acutus_14873.36427"
"2555","Acutus_13199.6"
"2556","Acutus_14873.35091"
"2557","Acutus_1548.0"
"2558","Acutus_14873.60259"
"2559","Acutus_14873.20485"
"2560","Acutus_14873.56180"
"2561","Acutus_14873.40792"
"2562","Acutus_10565.0"
"2563","Acutus_14873.48793"
"2564","Acutus_14873.57462"
"2565","Acutus_14873.10395"
"2566","Acutus_14873.72116"
"2567","Acutus_14873.16209"
"2568","Acutus_14873.16829"
"2569","Acutus_14873.31502"
"2570","Acutus_22212.1"
"2571","Acutus_14873.19758"
"2572","Acutus_13601.0"
"2573","Acutus_14873.14926"
"2574","Acutus_14873.31824"
"2575","Acutus_14873.35821"
"2576","Acutus_14873.52760"
"2577","Acutus_14873.63916"
"2578","Acutus_14873.64047"
"2579","Acutus_14873.66343"
"2580","Acutus_14873.58040"
"2581","Acutus_14873.23638"
"2582","Acutus_14873.4541"
"2583","Acutus_14873.42218"
"2584","Acutus_14873.27319"
"2585","Acutus_14873.33082"
"2586","Acutus_13653.0"
"2587","Acutus_20339.0"
"2588","Acutus_10266.0"
"2589","Acutus_14873.60939"
"2590","Acutus_14873.48801"
"2591","Acutus_14873.27222"
"2592","Acutus_14550.3"
"2593","Acutus_22204.5"
"2594","Acutus_14873.12583"
"2595","Acutus_14873.69023"
"2596","Acutus_14873.13177"
"2597","Acutus_14873.72758"
"2598","Acutus_14873.2049"
"2599","Acutus_14873.31984"
"2600","Acutus_14873.25911"
"2601","Acutus_14873.55313"
"2602","Acutus_14873.9007"
"2603","Acutus_14873.67510"
"2604","Acutus_14873.30048"
"2605","Acutus_14873.73953"
"2606","Acutus_14873.7155"
"2607","Acutus_14873.21046"
"2608","Acutus_12887.0"
"2609","Acutus_23896.0"
"2610","Acutus_14873.66168"
"2611","Acutus_14873.40307"
"2612","Acutus_14873.18291"
"2613","Acutus_14873.11160"
"2614","Acutus_14873.4705"
"2615","Acutus_14873.41709"
"2616","Acutus_14873.21628"
"2617","Acutus_14873.64421"
"2618","Acutus_14873.14417"
"2619","Acutus_14873.26258"
"2620","Acutus_14873.22922"
"2621","Acutus_6511.2"
"2622","Acutus_14873.16140"
"2623","Acutus_14873.23578"
"2624","Acutus_14873.4232"
"2625","Acutus_14873.40392"
"2626","Acutus_14873.5789"
"2627","Acutus_14873.39440"
"2628","Acutus_14873.17327"
"2629","Acutus_14873.37328"
"2630","Acutus_14873.26986"
"2631","Acutus_19360.0"
"2632","Acutus_14873.37466"
"2633","Acutus_23798.0"
"2634","Acutus_14873.31637"
"2635","Acutus_14873.36905"
"2636","Acutus_14873.47980"
"2637","Acutus_22906.0"
"2638","Acutus_14873.16836"
"2639","Acutus_14873.19279"
"2640","Acutus_14873.22882"
"2641","Acutus_14873.27109"
"2642","Acutus_14873.56536"
"2643","Acutus_14873.73857"
"2644","Acutus_14873.69604"
"2645","Acutus_14873.22621"
"2646","Acutus_14873.42054"
"2647","Acutus_14873.20055"
"2648","Acutus_14873.73802"
"2649","Acutus_14873.35441"
"2650","Acutus_14873.57730"
"2651","Acutus_14873.66671"
"2652","Acutus_14873.21121"
"2653","Acutus_14873.2121"
"2654","Acutus_22092.1"
"2655","Acutus_2550.0"
"2656","Acutus_14873.21966"
"2657","Acutus_14873.7585"
"2658","Acutus_14873.7966"
"2659","Acutus_14873.27064"
"2660","Acutus_14873.1068"
"2661","Acutus_772.1"
"2662","Acutus_13431.0"
"2663","Acutus_14873.57783"
"2664","Acutus_14873.57247"
"2665","Acutus_14873.18623"
"2666","Acutus_14873.20033"
"2667","Acutus_14873.55459"
"2668","Acutus_14873.14586"
"2669","Acutus_14873.10977"
"2670","Acutus_14873.4709"
"2671","Acutus_14873.13328"
"2672","Acutus_14873.14306"
"2673","Acutus_14873.5618"
"2674","Acutus_14873.29182"
"2675","Acutus_14873.38629"
"2676","Acutus_14873.2319"
"2677","Acutus_14690.0"
"2678","Acutus_14873.2912"
"2679","Acutus_13965.0"
"2680","Acutus_14873.37349"
"2681","Acutus_14873.74516"
"2682","Acutus_14873.1702"
"2683","Acutus_14873.48840"
"2684","Acutus_14873.28573"
"2685","Acutus_4515.1"
"2686","Acutus_14873.63053"
"2687","Acutus_14873.36587"
"2688","Acutus_14995.4"
"2689","Acutus_19453.0"
"2690","Acutus_14873.62596"
"2691","Acutus_14873.65092"
"2692","Acutus_14873.2703"
"2693","Acutus_14873.19439"
"2694","Acutus_14873.25157"
"2695","Acutus_18844.1"
"2696","Acutus_14873.36974"
"2697","Acutus_14748.1"
"2698","Acutus_14873.34031"
"2699","Acutus_14873.34940"
"2700","Acutus_15507.0"
"2701","Acutus_18860.0"
"2702","Acutus_14873.8080"
"2703","Acutus_21082.1"
"2704","Acutus_12085.0"
"2705","Acutus_14873.31441"
"2706","Acutus_24019.0"
"2707","Acutus_14873.11969"
"2708","Acutus_14873.66585"
"2709","Acutus_14092.0"
"2710","Acutus_14873.2317"
"2711","Acutus_14873.43368"
"2712","Acutus_14873.14758"
"2713","Acutus_17354.0"
"2714","Acutus_14873.24120"
"2715","Acutus_14873.31342"
"2716","Acutus_14873.6588"
"2717","Acutus_14873.58291"
"2718","Acutus_14092.3"
"2719","Acutus_14873.9743"
"2720","Acutus_14873.22433"
"2721","Acutus_14873.63126"
"2722","Acutus_14873.12591"
"2723","Acutus_5157.0"
"2724","Acutus_14873.65072"
